accession,method,true_start,true_end,matched,start_err,end_err,mean_err,signed_start_err,signed_end_err,jaccard
NC_003198.1,Comp-only+center,1776199,1791814,False,,,,,,0.0
NC_003198.1,Comp-only+center,1887449,1933557,True,12499.0,992.0,6745.5,-12499.0,992.0,0.7736409395973154
NC_003198.1,Comp-only+center,2460792,2465913,False,,,,,,0.0
NC_003198.1,Comp-only+center,2597944,2615051,False,,,,,,0.0
NC_003198.1,Comp-only+center,2743494,2759189,True,11956.0,9660.0,10808.0,11956.0,9660.0,0.14749960561602776
NC_003198.1,Comp-only+center,2759732,2782363,True,4282.0,13514.0,8898.0,-4282.0,-13514.0,0.33878278962621683
NC_003198.1,Comp-only+center,2859261,2899033,True,789.0,1184.0,986.5,789.0,-1184.0,0.9503934830161165
NC_003198.1,Comp-only+center,3053653,3060016,True,12803.0,2233.0,7518.0,-12803.0,2233.0,0.29738317757009347
NC_003198.1,Comp-only+center,3132605,3139413,False,,,,,,0.0
NC_003198.1,Comp-only+center,3515396,3549054,True,3054.0,18495.0,10774.5,3054.0,18495.0,0.5868198028914369
NC_003198.1,Comp-only+center,3883110,3900457,False,,,,,,0.0
NC_003198.1,Comp-only+center,4321942,4346613,True,592.0,2936.0,1764.0,-592.0,2936.0,0.8748936170212765
NC_003198.1,Comp-only+center,4409510,4543147,True,5160.0,3798.0,4479.0,-5160.0,-3798.0,0.9354601651320624
NC_003198.1,Comp-only+center,4683689,4716538,True,1361.0,3911.0,2636.0,1361.0,3911.0,0.8565871439841136
NC_003198.1,DNABERT-2-only,302171,361066,True,9171.0,1067.0,5119.0,-9171.0,-1067.0,0.8495893751744604
NC_003198.1,DNABERT-2-only,1008746,1051265,True,1254.0,1734.0,1494.0,1254.0,1734.0,0.9324806797125683
NC_003198.1,DNABERT-2-only,1085155,1092734,False,,,,,,0.0
NC_003198.1,DNABERT-2-only,1538898,1572918,True,13102.0,81.0,6591.5,13102.0,81.0,0.6134244325845991
NC_003198.1,DNABERT-2-only,1625083,1664822,True,917.0,14823.0,7870.0,917.0,-14823.0,0.6039255158530448
NC_003198.1,DNABERT-2-only,1776199,1791814,False,,,,,,0.0
NC_003198.1,DNABERT-2-only,1887449,1933557,True,14449.0,11558.0,13003.5,-14449.0,-11558.0,0.5705439413454869
NC_003198.1,DNABERT-2-only,2460792,2465913,False,,,,,,0.0
NC_003198.1,DNABERT-2-only,2597944,2615051,True,11944.0,948.0,6446.0,-11944.0,948.0,0.5702666666666667
NC_003198.1,DNABERT-2-only,2743494,2759189,True,506.0,5190.0,2848.0,506.0,-5190.0,0.6371049949031601
NC_003198.1,DNABERT-2-only,2759732,2782363,False,,,,,,0.0
NC_003198.1,DNABERT-2-only,2859261,2899033,True,1739.0,3034.0,2386.5,1739.0,-3034.0,0.8799939657556634
NC_003198.1,DNABERT-2-only,3053653,3060016,True,13653.0,1983.0,7818.0,-13653.0,1983.0,0.2892727272727273
NC_003198.1,DNABERT-2-only,3132605,3139413,False,,,,,,0.0
NC_003198.1,DNABERT-2-only,3515396,3549054,True,7604.0,50945.0,29274.5,7604.0,50945.0,0.30796416245094793
NC_003198.1,DNABERT-2-only,3883110,3900457,False,,,,,,0.0
NC_003198.1,DNABERT-2-only,4321942,4346613,True,3942.0,614.0,2278.0,-3942.0,-614.0,0.8407772419095547
NC_003198.1,DNABERT-2-only,4409510,4543147,True,5510.0,12148.0,8829.0,-5510.0,-12148.0,0.8730991462327881
NC_003198.1,DNABERT-2-only,4683689,4716538,False,,,,,,0.0
NC_003198.1,DNABERT-S-only,302171,361066,True,16171.0,67.0,8119.0,-16171.0,-67.0,0.7836865733278271
NC_003198.1,DNABERT-S-only,1008746,1051265,True,8746.0,1734.0,5240.0,-8746.0,1734.0,0.8022641509433962
NC_003198.1,DNABERT-S-only,1085155,1092734,False,,,,,,0.0
NC_003198.1,DNABERT-S-only,1538898,1572918,True,898.0,2081.0,1489.5,-898.0,2081.0,0.9194864864864865
NC_003198.1,DNABERT-S-only,1625083,1664822,True,83.0,12823.0,6453.0,-83.0,-12823.0,0.6759159279813173
NC_003198.1,DNABERT-S-only,1776199,1791814,False,,,,,,0.0
NC_003198.1,DNABERT-S-only,1887449,1933557,True,14449.0,2442.0,8445.5,-14449.0,2442.0,0.7318888888888889
NC_003198.1,DNABERT-S-only,2460792,2465913,False,,,,,,0.0
NC_003198.1,DNABERT-S-only,2597944,2615051,False,,,,,,0.0
NC_003198.1,DNABERT-S-only,2743494,2759189,False,,,,,,0.0
NC_003198.1,DNABERT-S-only,2759732,2782363,False,,,,,,0.0
NC_003198.1,DNABERT-S-only,2859261,2899033,True,2739.0,2966.0,2852.5,2739.0,2966.0,0.8665153606776013
NC_003198.1,DNABERT-S-only,3053653,3060016,True,10653.0,983.0,5818.0,-10653.0,983.0,0.35355555555555557
NC_003198.1,DNABERT-S-only,3132605,3139413,False,,,,,,0.0
NC_003198.1,DNABERT-S-only,3515396,3549054,True,396.0,50945.0,25670.5,-396.0,50945.0,0.39598823529411764
NC_003198.1,DNABERT-S-only,3883110,3900457,False,,,,,,0.0
NC_003198.1,DNABERT-S-only,4321942,4346613,True,942.0,614.0,778.0,-942.0,-614.0,0.9392519715780433
NC_003198.1,DNABERT-S-only,4409510,4543147,True,6510.0,148.0,3329.0,-6510.0,-148.0,0.9524930787453264
NC_003198.1,DNABERT-S-only,4683689,4716538,True,689.0,4461.0,2575.0,-689.0,4461.0,0.8644736842105263
NC_003198.1,SAGE-GI,302171,361066,True,9171.0,67.0,4619.0,-9171.0,-67.0,0.8642807821705085
NC_003198.1,SAGE-GI,1008746,1051265,True,8746.0,1734.0,5240.0,-8746.0,1734.0,0.8022641509433962
NC_003198.1,SAGE-GI,1085155,1092734,False,,,,,,0.0
NC_003198.1,SAGE-GI,1538898,1572918,True,898.0,2081.0,1489.5,-898.0,2081.0,0.9194864864864865
NC_003198.1,SAGE-GI,1625083,1664822,True,83.0,12823.0,6453.0,-83.0,-12823.0,0.6759159279813173
NC_003198.1,SAGE-GI,1776199,1791814,False,,,,,,0.0
NC_003198.1,SAGE-GI,1887449,1933557,True,14449.0,2442.0,8445.5,-14449.0,2442.0,0.7318888888888889
NC_003198.1,SAGE-GI,2460792,2465913,False,,,,,,0.0
NC_003198.1,SAGE-GI,2597944,2615051,False,,,,,,0.0
NC_003198.1,SAGE-GI,2743494,2759189,True,5056.0,9760.0,7408.0,5056.0,9760.0,0.4179761156505343
NC_003198.1,SAGE-GI,2759732,2782363,True,11182.0,13414.0,12298.0,-11182.0,-13414.0,0.27260897852960314
NC_003198.1,SAGE-GI,2859261,2899033,True,2739.0,966.0,1852.5,2739.0,966.0,0.9090552050860355
NC_003198.1,SAGE-GI,3053653,3060016,True,10653.0,983.0,5818.0,-10653.0,983.0,0.35355555555555557
NC_003198.1,SAGE-GI,3132605,3139413,False,,,,,,0.0
NC_003198.1,SAGE-GI,3515396,3549054,True,3396.0,50945.0,27170.5,-3396.0,50945.0,0.38248863636363634
NC_003198.1,SAGE-GI,3883110,3900457,False,,,,,,0.0
NC_003198.1,SAGE-GI,4321942,4346613,True,942.0,614.0,778.0,-942.0,-614.0,0.9392519715780433
NC_003198.1,SAGE-GI,4409510,4543147,True,6510.0,148.0,3329.0,-6510.0,-148.0,0.9524930787453264
NC_003198.1,SAGE-GI,4683689,4716538,True,689.0,4461.0,2575.0,-689.0,4461.0,0.8644736842105263
NC_003198.1,SAGE-GI-P,302171,361066,True,22829.0,67.0,11448.0,22829.0,-67.0,0.6112469437652812
NC_003198.1,SAGE-GI-P,1008746,1051265,True,8746.0,1734.0,5240.0,-8746.0,1734.0,0.8022641509433962
NC_003198.1,SAGE-GI-P,1085155,1092734,False,,,,,,0.0
NC_003198.1,SAGE-GI-P,1538898,1572918,True,1102.0,2081.0,1591.5,1102.0,2081.0,0.9118331394382583
NC_003198.1,SAGE-GI-P,1625083,1664822,True,83.0,25823.0,12953.0,-83.0,-25823.0,0.34947141099364687
NC_003198.1,SAGE-GI-P,1776199,1791814,False,,,,,,0.0
NC_003198.1,SAGE-GI-P,1887449,1933557,True,14449.0,12558.0,13503.5,-14449.0,-12558.0,0.5540308464612438
NC_003198.1,SAGE-GI-P,2460792,2465913,False,,,,,,0.0
NC_003198.1,SAGE-GI-P,2597944,2615051,False,,,,,,0.0
NC_003198.1,SAGE-GI-P,2743494,2759189,False,,,,,,0.0
NC_003198.1,SAGE-GI-P,2759732,2782363,False,,,,,,0.0
NC_003198.1,SAGE-GI-P,2859261,2899033,False,,,,,,0.0
NC_003198.1,SAGE-GI-P,3053653,3060016,True,10653.0,983.0,5818.0,-10653.0,983.0,0.35355555555555557
NC_003198.1,SAGE-GI-P,3132605,3139413,False,,,,,,0.0
NC_003198.1,SAGE-GI-P,3515396,3549054,True,3396.0,50945.0,27170.5,-3396.0,50945.0,0.38248863636363634
NC_003198.1,SAGE-GI-P,3883110,3900457,False,,,,,,0.0
NC_003198.1,SAGE-GI-P,4321942,4346613,True,942.0,614.0,778.0,-942.0,-614.0,0.9392519715780433
NC_003198.1,SAGE-GI-P,4409510,4543147,True,6510.0,148.0,3329.0,-6510.0,-148.0,0.9524930787453264
NC_003198.1,SAGE-GI-P,4683689,4716538,True,689.0,4461.0,2575.0,-689.0,4461.0,0.8644736842105263
NC_003198.1,SAGE-GI-F,302171,361066,True,9171.0,67.0,4619.0,-9171.0,-67.0,0.8642807821705085
NC_003198.1,SAGE-GI-F,1008746,1051265,True,8746.0,1734.0,5240.0,-8746.0,1734.0,0.8022641509433962
NC_003198.1,SAGE-GI-F,1085155,1092734,False,,,,,,0.0
NC_003198.1,SAGE-GI-F,1538898,1572918,True,898.0,2081.0,1489.5,-898.0,2081.0,0.9194864864864865
NC_003198.1,SAGE-GI-F,1625083,1664822,True,83.0,12823.0,6453.0,-83.0,-12823.0,0.6759159279813173
NC_003198.1,SAGE-GI-F,1776199,1791814,False,,,,,,0.0
NC_003198.1,SAGE-GI-F,1887449,1933557,True,14449.0,2442.0,8445.5,-14449.0,2442.0,0.7318888888888889
NC_003198.1,SAGE-GI-F,2460792,2465913,False,,,,,,0.0
NC_003198.1,SAGE-GI-F,2597944,2615051,False,,,,,,0.0
NC_003198.1,SAGE-GI-F,2743494,2759189,True,5056.0,9760.0,7408.0,5056.0,9760.0,0.4179761156505343
NC_003198.1,SAGE-GI-F,2759732,2782363,True,11182.0,13414.0,12298.0,-11182.0,-13414.0,0.27260897852960314
NC_003198.1,SAGE-GI-F,2859261,2899033,True,2739.0,966.0,1852.5,2739.0,966.0,0.9090552050860355
NC_003198.1,SAGE-GI-F,3053653,3060016,True,10653.0,983.0,5818.0,-10653.0,983.0,0.35355555555555557
NC_003198.1,SAGE-GI-F,3132605,3139413,False,,,,,,0.0
NC_003198.1,SAGE-GI-F,3515396,3549054,True,3396.0,50945.0,27170.5,-3396.0,50945.0,0.38248863636363634
NC_003198.1,SAGE-GI-F,3883110,3900457,False,,,,,,0.0
NC_003198.1,SAGE-GI-F,4321942,4346613,True,942.0,614.0,778.0,-942.0,-614.0,0.9392519715780433
NC_003198.1,SAGE-GI-F,4409510,4543147,True,6510.0,148.0,3329.0,-6510.0,-148.0,0.9524930787453264
NC_003198.1,SAGE-GI-F,4683689,4716538,True,689.0,4461.0,2575.0,-689.0,4461.0,0.8644736842105263
NC_003198.1,SAGE-GI-R,302171,361066,True,18521.0,1283.0,9902.0,-18521.0,1283.0,0.7483608640406607
NC_003198.1,SAGE-GI-R,1008746,1051265,True,16596.0,3184.0,9890.0,-16596.0,3184.0,0.6825040128410915
NC_003198.1,SAGE-GI-R,1085155,1092734,True,3505.0,1415.0,2460.0,-3505.0,1415.0,0.6064
NC_003198.1,SAGE-GI-R,1538898,1572918,True,4848.0,1331.0,3089.5,-4848.0,1331.0,0.8462935323383085
NC_003198.1,SAGE-GI-R,1625083,1664822,True,2333.0,11873.0,7103.0,-2333.0,-11873.0,0.6623487747486512
NC_003198.1,SAGE-GI-R,1776199,1791814,True,12949.0,2235.0,7592.0,-12949.0,2235.0,0.507012987012987
NC_003198.1,SAGE-GI-R,1887449,1933557,True,18599.0,2192.0,10395.5,-18599.0,2192.0,0.6892227204783259
NC_003198.1,SAGE-GI-R,2460792,2465913,True,2942.0,3336.0,3139.0,-2942.0,3336.0,0.4492982456140351
NC_003198.1,SAGE-GI-R,2597944,2615051,True,16194.0,2198.0,9196.0,-16194.0,2198.0,0.4819154929577465
NC_003198.1,SAGE-GI-R,2743494,2759189,True,3444.0,25060.0,14252.0,-3444.0,25060.0,0.3551131221719457
NC_003198.1,SAGE-GI-R,2759732,2782363,True,19682.0,1886.0,10784.0,-19682.0,1886.0,0.5120361990950226
NC_003198.1,SAGE-GI-R,2859261,2899033,True,14211.0,5716.0,9963.5,-14211.0,5716.0,0.666214405360134
NC_003198.1,SAGE-GI-R,3053653,3060016,True,14803.0,7233.0,11018.0,-14803.0,7233.0,0.22408450704225352
NC_003198.1,SAGE-GI-R,3132605,3139413,True,1655.0,23136.0,12395.5,-1655.0,23136.0,0.2154746835443038
NC_003198.1,SAGE-GI-R,3515396,3549054,True,4346.0,59695.0,32020.5,-4346.0,59695.0,0.3445138178096213
NC_003198.1,SAGE-GI-R,3883110,3900457,True,3940.0,5492.0,4716.0,3940.0,5492.0,0.5870402802101576
NC_003198.1,SAGE-GI-R,4321942,4346613,True,2992.0,3336.0,3164.0,-2992.0,3336.0,0.7958709677419354
NC_003198.1,SAGE-GI-R,4409510,4543147,True,5960.0,6702.0,6331.0,-5960.0,6702.0,0.9134518113465482
NC_003198.1,SAGE-GI-R,4683689,4716538,True,6239.0,36511.0,21375.0,-6239.0,36511.0,0.43452380952380953
NC_003198.1,SAGE-GI(D2),302171,361066,True,8171.0,1067.0,4619.0,-8171.0,-1067.0,0.8622571458392354
NC_003198.1,SAGE-GI(D2),1008746,1051265,True,8746.0,1734.0,5240.0,-8746.0,1734.0,0.8022641509433962
NC_003198.1,SAGE-GI(D2),1085155,1092734,False,,,,,,0.0
NC_003198.1,SAGE-GI(D2),1538898,1572918,True,13102.0,81.0,6591.5,13102.0,81.0,0.6134244325845991
NC_003198.1,SAGE-GI(D2),1625083,1664822,True,917.0,14823.0,7870.0,917.0,-14823.0,0.6039255158530448
NC_003198.1,SAGE-GI(D2),1776199,1791814,False,,,,,,0.0
NC_003198.1,SAGE-GI(D2),1887449,1933557,True,14449.0,2442.0,8445.5,-14449.0,2442.0,0.7318888888888889
NC_003198.1,SAGE-GI(D2),2460792,2465913,False,,,,,,0.0
NC_003198.1,SAGE-GI(D2),2597944,2615051,True,11944.0,948.0,6446.0,-11944.0,948.0,0.5702666666666667
NC_003198.1,SAGE-GI(D2),2743494,2759189,True,506.0,5190.0,2848.0,506.0,-5190.0,0.6371049949031601
NC_003198.1,SAGE-GI(D2),2759732,2782363,False,,,,,,0.0
NC_003198.1,SAGE-GI(D2),2859261,2899033,True,1739.0,3034.0,2386.5,1739.0,-3034.0,0.8799939657556634
NC_003198.1,SAGE-GI(D2),3053653,3060016,True,13653.0,1983.0,7818.0,-13653.0,1983.0,0.2892727272727273
NC_003198.1,SAGE-GI(D2),3132605,3139413,False,,,,,,0.0
NC_003198.1,SAGE-GI(D2),3515396,3549054,True,7604.0,50945.0,29274.5,7604.0,50945.0,0.30796416245094793
NC_003198.1,SAGE-GI(D2),3883110,3900457,False,,,,,,0.0
NC_003198.1,SAGE-GI(D2),4321942,4346613,True,3942.0,614.0,2278.0,-3942.0,-614.0,0.8407772419095547
NC_003198.1,SAGE-GI(D2),4409510,4543147,True,5510.0,12148.0,8829.0,-5510.0,-12148.0,0.8730991462327881
NC_003198.1,SAGE-GI(D2),4683689,4716538,True,1689.0,10539.0,6114.0,-1689.0,-10539.0,0.6459654303830452
NC_003198.1,SAGE-GI/detrend=250kb,302171,361066,True,10829.0,67.0,5448.0,10829.0,-67.0,0.8149959250203749
NC_003198.1,SAGE-GI/detrend=250kb,1008746,1051265,True,9746.0,16734.0,13240.0,-9746.0,16734.0,0.616231884057971
NC_003198.1,SAGE-GI/detrend=250kb,1085155,1092734,False,,,,,,0.0
NC_003198.1,SAGE-GI/detrend=250kb,1538898,1572918,True,1102.0,2081.0,1591.5,1102.0,2081.0,0.9118331394382583
NC_003198.1,SAGE-GI/detrend=250kb,1625083,1664822,True,83.0,25823.0,12953.0,-83.0,-25823.0,0.34947141099364687
NC_003198.1,SAGE-GI/detrend=250kb,1776199,1791814,False,,,,,,0.0
NC_003198.1,SAGE-GI/detrend=250kb,1887449,1933557,True,14449.0,12558.0,13503.5,-14449.0,-12558.0,0.5540308464612438
NC_003198.1,SAGE-GI/detrend=250kb,2460792,2465913,False,,,,,,0.0
NC_003198.1,SAGE-GI/detrend=250kb,2597944,2615051,False,,,,,,0.0
NC_003198.1,SAGE-GI/detrend=250kb,2743494,2759189,False,,,,,,0.0
NC_003198.1,SAGE-GI/detrend=250kb,2759732,2782363,False,,,,,,0.0
NC_003198.1,SAGE-GI/detrend=250kb,2859261,2899033,True,2739.0,2966.0,2852.5,2739.0,2966.0,0.8665153606776013
NC_003198.1,SAGE-GI/detrend=250kb,3053653,3060016,True,10653.0,983.0,5818.0,-10653.0,983.0,0.35355555555555557
NC_003198.1,SAGE-GI/detrend=250kb,3132605,3139413,False,,,,,,0.0
NC_003198.1,SAGE-GI/detrend=250kb,3515396,3549054,True,3396.0,50945.0,27170.5,-3396.0,50945.0,0.38248863636363634
NC_003198.1,SAGE-GI/detrend=250kb,3883110,3900457,False,,,,,,0.0
NC_003198.1,SAGE-GI/detrend=250kb,4321942,4346613,True,942.0,614.0,778.0,-942.0,-614.0,0.9392519715780433
NC_003198.1,SAGE-GI/detrend=250kb,4409510,4543147,True,6510.0,148.0,3329.0,-6510.0,-148.0,0.9524930787453264
NC_003198.1,SAGE-GI/detrend=250kb,4683689,4716538,True,689.0,91461.0,46075.0,-689.0,91461.0,0.2628
NC_003198.1,SAGE-GI/no-refine,302171,361066,True,5321.0,1017.0,3169.0,-5321.0,-1017.0,0.9013033931824906
NC_003198.1,SAGE-GI/no-refine,1008746,1051265,True,1504.0,316.0,910.0,1504.0,-316.0,0.9571966133584195
NC_003198.1,SAGE-GI/no-refine,1085155,1092734,False,,,,,,0.0
NC_003198.1,SAGE-GI/no-refine,1538898,1572918,True,448.0,869.0,658.5,-448.0,-869.0,0.9617917549102092
NC_003198.1,SAGE-GI/no-refine,1625083,1664822,True,133.0,15273.0,7703.0,-133.0,-15273.0,0.6136232538309131
NC_003198.1,SAGE-GI/no-refine,1776199,1791814,False,,,,,,0.0
NC_003198.1,SAGE-GI/no-refine,1887449,1933557,True,11899.0,592.0,6245.5,-11899.0,592.0,0.7868430034129693
NC_003198.1,SAGE-GI/no-refine,2460792,2465913,False,,,,,,0.0
NC_003198.1,SAGE-GI/no-refine,2597944,2615051,False,,,,,,0.0
NC_003198.1,SAGE-GI/no-refine,2743494,2759189,True,5056.0,9760.0,7408.0,5056.0,9760.0,0.4179761156505343
NC_003198.1,SAGE-GI/no-refine,2759732,2782363,True,11182.0,13414.0,12298.0,-11182.0,-13414.0,0.27260897852960314
NC_003198.1,SAGE-GI/no-refine,2859261,2899033,True,5689.0,1616.0,3652.5,5689.0,1616.0,0.8235038295199207
NC_003198.1,SAGE-GI/no-refine,3053653,3060016,True,13003.0,2633.0,7818.0,-13003.0,2633.0,0.2892727272727273
NC_003198.1,SAGE-GI/no-refine,3132605,3139413,False,,,,,,0.0
NC_003198.1,SAGE-GI/no-refine,3515396,3549054,True,1754.0,54295.0,28024.5,1754.0,54295.0,0.36274643563681014
NC_003198.1,SAGE-GI/no-refine,3883110,3900457,False,,,,,,0.0
NC_003198.1,SAGE-GI/no-refine,4321942,4346613,True,1592.0,1236.0,1414.0,-1592.0,1236.0,0.8971636363636364
NC_003198.1,SAGE-GI/no-refine,4409510,4543147,True,4260.0,3098.0,3679.0,-4260.0,-3098.0,0.9466417206921057
NC_003198.1,SAGE-GI/no-refine,4683689,4716538,True,2439.0,5111.0,3775.0,-2439.0,5111.0,0.8131188118811881
NC_003198.1,SAGE-GI/start-assign,302171,361066,True,16171.0,67.0,8119.0,-16171.0,-67.0,0.7836865733278271
NC_003198.1,SAGE-GI/start-assign,1008746,1051265,True,8746.0,2734.0,5740.0,-8746.0,2734.0,0.7874074074074074
NC_003198.1,SAGE-GI/start-assign,1085155,1092734,False,,,,,,0.0
NC_003198.1,SAGE-GI/start-assign,1538898,1572918,True,1102.0,2081.0,1591.5,1102.0,2081.0,0.9118331394382583
NC_003198.1,SAGE-GI/start-assign,1625083,1664822,True,83.0,25823.0,12953.0,-83.0,-25823.0,0.34947141099364687
NC_003198.1,SAGE-GI/start-assign,1776199,1791814,False,,,,,,0.0
NC_003198.1,SAGE-GI/start-assign,1887449,1933557,True,14449.0,12558.0,13503.5,-14449.0,-12558.0,0.5540308464612438
NC_003198.1,SAGE-GI/start-assign,2460792,2465913,False,,,,,,0.0
NC_003198.1,SAGE-GI/start-assign,2597944,2615051,False,,,,,,0.0
NC_003198.1,SAGE-GI/start-assign,2743494,2759189,False,,,,,,0.0
NC_003198.1,SAGE-GI/start-assign,2759732,2782363,False,,,,,,0.0
NC_003198.1,SAGE-GI/start-assign,2859261,2899033,True,2739.0,2966.0,2852.5,2739.0,2966.0,0.8665153606776013
NC_003198.1,SAGE-GI/start-assign,3053653,3060016,True,10653.0,983.0,5818.0,-10653.0,983.0,0.35355555555555557
NC_003198.1,SAGE-GI/start-assign,3132605,3139413,False,,,,,,0.0
NC_003198.1,SAGE-GI/start-assign,3515396,3549054,True,7604.0,50945.0,29274.5,7604.0,50945.0,0.30796416245094793
NC_003198.1,SAGE-GI/start-assign,3883110,3900457,False,,,,,,0.0
NC_003198.1,SAGE-GI/start-assign,4321942,4346613,False,,,,,,0.0
NC_003198.1,SAGE-GI/start-assign,4409510,4543147,True,6510.0,148.0,3329.0,-6510.0,-148.0,0.9524930787453264
NC_003198.1,SAGE-GI/start-assign,4683689,4716538,True,689.0,4461.0,2575.0,-689.0,4461.0,0.8644736842105263
NC_003198.1,SAGE-GI/d=16,302171,361066,True,16171.0,67.0,8119.0,-16171.0,-67.0,0.7836865733278271
NC_003198.1,SAGE-GI/d=16,1008746,1051265,True,9746.0,7266.0,8506.0,-9746.0,-7266.0,0.6745111544790112
NC_003198.1,SAGE-GI/d=16,1085155,1092734,False,,,,,,0.0
NC_003198.1,SAGE-GI/d=16,1538898,1572918,True,3102.0,919.0,2010.5,3102.0,-919.0,0.8818082948766938
NC_003198.1,SAGE-GI/d=16,1625083,1664822,True,917.0,13823.0,7370.0,917.0,-13823.0,0.6290890790135883
NC_003198.1,SAGE-GI/d=16,1776199,1791814,False,,,,,,0.0
NC_003198.1,SAGE-GI/d=16,1887449,1933557,True,14449.0,3442.0,8945.5,-14449.0,3442.0,0.720453125
NC_003198.1,SAGE-GI/d=16,2460792,2465913,False,,,,,,0.0
NC_003198.1,SAGE-GI/d=16,2597944,2615051,False,,,,,,0.0
NC_003198.1,SAGE-GI/d=16,2743494,2759189,True,10494.0,190.0,5342.0,-10494.0,-190.0,0.5920580374188622
NC_003198.1,SAGE-GI/d=16,2759732,2782363,False,,,,,,0.0
NC_003198.1,SAGE-GI/d=16,2859261,2899033,True,1739.0,966.0,1352.5,1739.0,966.0,0.9336017084366331
NC_003198.1,SAGE-GI/d=16,3053653,3060016,True,12653.0,983.0,6818.0,-12653.0,983.0,0.3182
NC_003198.1,SAGE-GI/d=16,3132605,3139413,False,,,,,,0.0
NC_003198.1,SAGE-GI/d=16,3515396,3549054,True,7604.0,51945.0,29774.5,7604.0,51945.0,0.3043666183823186
NC_003198.1,SAGE-GI/d=16,3883110,3900457,False,,,,,,0.0
NC_003198.1,SAGE-GI/d=16,4321942,4346613,True,942.0,1386.0,1164.0,-942.0,1386.0,0.9137777777777778
NC_003198.1,SAGE-GI/d=16,4409510,4543147,True,6510.0,8148.0,7329.0,-6510.0,-8148.0,0.8954105659731142
NC_003198.1,SAGE-GI/d=16,4683689,4716538,True,689.0,9461.0,5075.0,-689.0,9461.0,0.763953488372093
NC_002935.2,Comp-only,27024,43283,False,,,,,,0.0
NC_002935.2,Comp-only,61341,95875,False,,,,,,0.0
NC_002935.2,Comp-only,154152,190717,True,11752.0,4982.0,8367.0,-11752.0,4982.0,0.6860412757973734
NC_002935.2,Comp-only,190791,208252,True,48391.0,12553.0,30472.0,-48391.0,-12553.0,0.0745448195222693
NC_002935.2,Comp-only,230520,239859,False,,,,,,0.0
NC_002935.2,Comp-only,249275,255946,False,,,,,,0.0
NC_002935.2,Comp-only,285651,291816,False,,,,,,0.0
NC_002935.2,Comp-only,305483,323837,False,,,,,,0.0
NC_002935.2,Comp-only,400792,409558,False,,,,,,0.0
NC_002935.2,Comp-only,418335,436608,False,,,,,,0.0
NC_002935.2,Comp-only,550407,575112,False,,,,,,0.0
NC_002935.2,Comp-only,727617,742673,False,,,,,,0.0
NC_002935.2,Comp-only,776520,795538,False,,,,,,0.0
NC_002935.2,Comp-only,1680221,1700448,False,,,,,,0.0
NC_002935.2,Comp-only,1866399,1880963,True,2299.0,6536.0,4417.5,-2299.0,6536.0,0.6224358974358974
