accession,method,true_start,true_end,matched,start_err,end_err,mean_err,signed_start_err,signed_end_err,jaccard
NC_002655.2,SAGE-GI-P,1344386,1392487,True,386.0,1512.0,949.0,-386.0,1512.0,0.96204
NC_002655.2,SAGE-GI-P,1433835,1452085,False,,,,,,0.0
NC_002655.2,SAGE-GI-P,1500853,1513854,True,1853.0,40145.0,20999.0,-1853.0,40145.0,0.2364
NC_002655.2,SAGE-GI-P,1652293,1662118,True,24293.0,9881.0,17087.0,-24293.0,9881.0,0.2233181818181818
NC_002655.2,SAGE-GI-P,1711725,1734698,True,13275.0,25301.0,19288.0,13275.0,25301.0,0.20091144484722942
NC_002655.2,SAGE-GI-P,1865987,1874593,False,,,,,,0.0
NC_002655.2,SAGE-GI-P,1897666,1923762,True,8334.0,6237.0,7285.5,8334.0,6237.0,0.5493598070142883
NC_002655.2,SAGE-GI-P,2131479,2139654,True,16479.0,8345.0,12412.0,-16479.0,8345.0,0.24775757575757576
NC_002655.2,SAGE-GI-P,2749781,2769746,True,8781.0,10253.0,9517.0,-8781.0,10253.0,0.511948717948718
NC_002655.2,SAGE-GI-P,2777420,2787074,True,36420.0,7075.0,21747.5,-36420.0,-7075.0,0.05599565925122084
NC_002655.2,SAGE-GI-P,2989368,2998130,True,21368.0,15869.0,18618.5,-21368.0,15869.0,0.1905
NC_002655.2,SAGE-GI-P,3002922,3014797,True,34922.0,798.0,17860.0,-34922.0,-798.0,0.23671951792811657
NC_002655.2,SAGE-GI-P,3262945,3273779,False,,,,,,0.0
NC_002655.2,SAGE-GI-P,4654756,4675861,True,244.0,17138.0,8691.0,244.0,17138.0,0.545497332914967
NC_002655.2,Emb-only-P,579581,596828,False,,,,,,0.0
NC_002655.2,Emb-only-P,665139,673823,False,,,,,,0.0
NC_002655.2,Emb-only-P,904610,918372,True,610.0,13627.0,7118.5,-610.0,13627.0,0.4915357142857143
NC_002655.2,Emb-only-P,1109625,1118395,True,22625.0,32604.0,27614.5,-22625.0,32604.0,0.137046875
NC_002655.2,Emb-only-P,1261802,1273782,True,6802.0,24217.0,15509.5,-6802.0,24217.0,0.27862790697674417
NC_002655.2,Emb-only-P,1344386,1392487,True,386.0,1512.0,949.0,-386.0,1512.0,0.96204
NC_002655.2,Emb-only-P,1433835,1452085,False,,,,,,0.0
NC_002655.2,Emb-only-P,1500853,1513854,True,15853.0,40145.0,27999.0,-15853.0,40145.0,0.18843478260869564
NC_002655.2,Emb-only-P,1652293,1662118,True,24293.0,9881.0,17087.0,-24293.0,9881.0,0.2233181818181818
NC_002655.2,Emb-only-P,1711725,1734698,True,13275.0,25301.0,19288.0,13275.0,25301.0,0.20091144484722942
NC_002655.2,Emb-only-P,1865987,1874593,False,,,,,,0.0
NC_002655.2,Emb-only-P,1897666,1923762,True,8334.0,6237.0,7285.5,8334.0,6237.0,0.5493598070142883
NC_002655.2,Emb-only-P,2131479,2139654,True,16479.0,8345.0,12412.0,-16479.0,8345.0,0.24775757575757576
NC_002655.2,Emb-only-P,2749781,2769746,True,8781.0,10253.0,9517.0,-8781.0,10253.0,0.511948717948718
NC_002655.2,Emb-only-P,2777420,2787074,True,36420.0,7075.0,21747.5,-36420.0,-7075.0,0.05599565925122084
NC_002655.2,Emb-only-P,2989368,2998130,True,21368.0,15869.0,18618.5,-21368.0,15869.0,0.1905
NC_002655.2,Emb-only-P,3002922,3014797,True,34922.0,798.0,17860.0,-34922.0,-798.0,0.23671951792811657
NC_002655.2,Emb-only-P,3262945,3273779,False,,,,,,0.0
NC_002655.2,Emb-only-P,4654756,4675861,True,244.0,17138.0,8691.0,244.0,17138.0,0.545497332914967
NC_002655.2,SAGE-GI-R,579581,596828,True,1031.0,28521.0,14776.0,-1031.0,28521.0,0.36854700854700856
NC_002655.2,SAGE-GI-R,665139,673823,True,4689.0,4726.0,4707.5,-4689.0,4726.0,0.4798342541436464
NC_002655.2,SAGE-GI-R,904610,918372,True,12360.0,15177.0,13768.5,-12360.0,15177.0,0.3332445520581114
NC_002655.2,SAGE-GI-R,1109625,1118395,True,52275.0,34154.0,43214.5,-52275.0,34154.0,0.09213235294117647
NC_002655.2,SAGE-GI-R,1261802,1273782,True,13052.0,28567.0,20809.5,-13052.0,28567.0,0.22352611940298509
NC_002655.2,SAGE-GI-R,1344386,1392487,True,14136.0,3862.0,8999.0,-14136.0,3862.0,0.7277155824508321
NC_002655.2,SAGE-GI-R,1433835,1452085,True,22685.0,91164.0,56924.5,-22685.0,91164.0,0.13816048448145343
NC_002655.2,SAGE-GI-R,1500853,1513854,True,89703.0,29395.0,59549.0,-89703.0,29395.0,0.09842543527630583
NC_002655.2,SAGE-GI-R,1652293,1662118,True,24543.0,96131.0,60337.0,-24543.0,96131.0,0.07529501915708812
NC_002655.2,SAGE-GI-R,1711725,1734698,True,83975.0,23551.0,53763.0,-83975.0,23551.0,0.17604597701149424
NC_002655.2,SAGE-GI-R,1865987,1874593,True,19737.0,58556.0,39146.5,-19737.0,58556.0,0.09904487917146144
NC_002655.2,SAGE-GI-R,1897666,1923762,True,51416.0,9387.0,30401.5,-51416.0,9387.0,0.3003107019562716
NC_002655.2,SAGE-GI-R,2131479,2139654,True,38029.0,29095.0,33562.0,-38029.0,29095.0,0.10857901726427623
NC_002655.2,SAGE-GI-R,2749781,2769746,True,33831.0,53303.0,43567.0,-33831.0,53303.0,0.18642390289449112
NC_002655.2,SAGE-GI-R,2777420,2787074,True,61470.0,35975.0,48722.5,-61470.0,35975.0,0.09014939309056956
NC_002655.2,SAGE-GI-R,2989368,2998130,True,26418.0,18919.0,22668.5,-26418.0,18919.0,0.1619778188539741
NC_002655.2,SAGE-GI-R,3002922,3014797,True,39972.0,2252.0,21112.0,-39972.0,2252.0,0.21951940850277266
NC_002655.2,SAGE-GI-R,3262945,3273779,True,3995.0,18870.0,11432.5,-3995.0,18870.0,0.321513353115727
NC_002655.2,SAGE-GI-R,4654756,4675861,True,4806.0,40188.0,22497.0,-4806.0,40188.0,0.319304084720121
NC_002655.2,Emb-only-R,579581,596828,True,1431.0,6221.0,3826.0,-1431.0,6221.0,0.6926907630522088
NC_002655.2,Emb-only-R,665139,673823,True,7089.0,5326.0,6207.5,-7089.0,5326.0,0.41161137440758294
NC_002655.2,Emb-only-R,904610,918372,True,10560.0,15677.0,13118.5,-10560.0,15677.0,0.344075
NC_002655.2,Emb-only-R,1109625,1118395,True,52375.0,30154.0,41264.5,-52375.0,30154.0,0.09606790799561885
NC_002655.2,Emb-only-R,1261802,1273782,True,11852.0,34067.0,22959.5,-11852.0,34067.0,0.20692573402417963
NC_002655.2,Emb-only-R,1344386,1392487,True,16436.0,4362.0,10399.0,-16436.0,4362.0,0.6981422351233671
NC_002655.2,Emb-only-R,1433835,1452085,True,16485.0,91364.0,53924.5,-16485.0,91364.0,0.14473433782712133
NC_002655.2,Emb-only-R,1500853,1513854,True,83503.0,29595.0,56549.0,-83503.0,29595.0,0.1031086439333862
NC_002655.2,Emb-only-R,1652293,1662118,True,24443.0,96531.0,60487.0,-24443.0,96531.0,0.07512232415902141
NC_002655.2,Emb-only-R,1711725,1734698,True,83875.0,23951.0,53913.0,-83875.0,23951.0,0.17564220183486237
NC_002655.2,Emb-only-R,1865987,1874593,True,30337.0,58956.0,44646.5,-30337.0,58956.0,0.08791624106230848
NC_002655.2,Emb-only-R,1897666,1923762,True,62016.0,9787.0,35901.5,-62016.0,9787.0,0.26656792645556693
NC_002655.2,Emb-only-R,2131479,2139654,True,31829.0,41795.0,36812.0,-31829.0,41795.0,0.09995110024449878
NC_002655.2,Emb-only-R,2749781,2769746,True,17431.0,52303.0,34867.0,-17431.0,52303.0,0.22258639910813824
NC_002655.2,Emb-only-R,2777420,2787074,True,45070.0,34975.0,40022.5,-45070.0,34975.0,0.1076365663322185
NC_002655.2,Emb-only-R,2989368,2998130,True,25618.0,18919.0,22268.5,-25618.0,18919.0,0.16440900562851782
NC_002655.2,Emb-only-R,3002922,3014797,True,39172.0,2252.0,20712.0,-39172.0,2252.0,0.22281425891181988
NC_002655.2,Emb-only-R,3262945,3273779,True,4195.0,17770.0,10982.5,-4195.0,17770.0,0.3303353658536585
NC_002655.2,Emb-only-R,4654756,4675861,True,4906.0,41488.0,23197.0,-4906.0,41488.0,0.3126814814814815
NC_002758.2,SAGE-GI-P,436002,464310,True,2.0,25689.0,12845.5,-2.0,25689.0,0.5242407407407408
NC_002758.2,Emb-only-P,436002,464310,True,2.0,29689.0,14845.5,-2.0,29689.0,0.48808620689655174
NC_002758.2,SAGE-GI-R,436002,464310,True,37152.0,35839.0,36495.5,-37152.0,35839.0,0.27945705824284306
NC_002758.2,Emb-only-R,436002,464310,True,12652.0,35939.0,24295.5,-12652.0,35939.0,0.36812743823146943
NC_002695.1,SAGE-GI-P,579578,597134,True,578.0,4865.0,2721.5,-578.0,4865.0,0.7633478260869565
NC_002695.1,SAGE-GI-P,665643,674041,False,,,,,,0.0
NC_002695.1,SAGE-GI-P,902900,928837,True,1900.0,2162.0,2031.0,-1900.0,2162.0,0.8646
NC_002695.1,SAGE-GI-P,1167197,1175766,True,2803.0,38233.0,20518.0,2803.0,38233.0,0.12321859709847659
NC_002695.1,SAGE-GI-P,1175951,1200439,True,5951.0,13560.0,9755.5,-5951.0,13560.0,0.5565681818181818
NC_002695.1,SAGE-GI-P,1261815,1308715,True,20185.0,1284.0,10734.5,20185.0,1284.0,0.5544464044827229
NC_002695.1,SAGE-GI-P,1370469,1384331,False,,,,,,0.0
NC_002695.1,SAGE-GI-P,1576222,1586030,True,34222.0,1969.0,18095.5,-34222.0,1969.0,0.2132391304347826
NC_002695.1,SAGE-GI-P,1632953,1649856,True,17953.0,20143.0,19048.0,-17953.0,20143.0,0.30734545454545453
NC_002695.1,SAGE-GI-P,1794372,1806432,True,26372.0,8567.0,17469.5,-26372.0,8567.0,0.25661702127659575
NC_002695.1,SAGE-GI-P,1806490,1814622,True,38490.0,377.0,19433.5,-38490.0,377.0,0.17304255319148937
NC_002695.1,SAGE-GI-P,2163037,2176998,False,,,,,,0.0
NC_002695.1,SAGE-GI-P,2186819,2199650,True,11181.0,33349.0,22265.0,11181.0,33349.0,0.035750633377362985
NC_002695.1,SAGE-GI-P,2209427,2217595,True,11427.0,15404.0,13415.5,-11427.0,15404.0,0.2334
NC_002695.1,SAGE-GI-P,2668006,2692134,False,,,,,,0.0
NC_002695.1,SAGE-GI-P,2703533,2712021,False,,,,,,0.0
NC_002695.1,SAGE-GI-P,2895918,2926516,True,5082.0,2517.0,3799.5,5082.0,-2517.0,0.751658550933037
NC_002695.1,SAGE-GI-P,3194298,3205054,False,,,,,,0.0
NC_002695.1,SAGE-GI-P,3853554,3863174,False,,,,,,0.0
NC_002695.1,SAGE-GI-P,3866045,3874933,False,,,,,,0.0
NC_002695.1,SAGE-GI-P,4584153,4606878,True,3847.0,17121.0,10484.0,3847.0,17121.0,0.4737872361783823
NC_002695.1,SAGE-GI-P,5359699,5390699,False,,,,,,0.0
NC_002695.1,Emb-only-P,579578,597134,False,,,,,,0.0
NC_002695.1,Emb-only-P,665643,674041,False,,,,,,0.0
NC_002695.1,Emb-only-P,902900,928837,True,1900.0,2162.0,2031.0,-1900.0,2162.0,0.8646
NC_002695.1,Emb-only-P,1167197,1175766,True,2803.0,38233.0,20518.0,2803.0,38233.0,0.12321859709847659
NC_002695.1,Emb-only-P,1175951,1200439,True,5951.0,13560.0,9755.5,-5951.0,13560.0,0.5565681818181818
NC_002695.1,Emb-only-P,1261815,1308715,True,6815.0,284.0,3549.5,-6815.0,284.0,0.868537037037037
NC_002695.1,Emb-only-P,1370469,1384331,True,469.0,89668.0,45068.5,-469.0,89668.0,0.13329807692307694
NC_002695.1,Emb-only-P,1576222,1586030,True,34222.0,1969.0,18095.5,-34222.0,1969.0,0.2132391304347826
NC_002695.1,Emb-only-P,1632953,1649856,True,17953.0,20143.0,19048.0,-17953.0,20143.0,0.30734545454545453
NC_002695.1,Emb-only-P,1794372,1806432,True,26372.0,8567.0,17469.5,-26372.0,8567.0,0.25661702127659575
NC_002695.1,Emb-only-P,1806490,1814622,True,38490.0,377.0,19433.5,-38490.0,377.0,0.17304255319148937
NC_002695.1,Emb-only-P,2163037,2176998,False,,,,,,0.0
NC_002695.1,Emb-only-P,2186819,2199650,True,11181.0,33349.0,22265.0,11181.0,33349.0,0.035750633377362985
NC_002695.1,Emb-only-P,2209427,2217595,True,11427.0,15404.0,13415.5,-11427.0,15404.0,0.2334
NC_002695.1,Emb-only-P,2668006,2692134,False,,,,,,0.0
NC_002695.1,Emb-only-P,2703533,2712021,False,,,,,,0.0
NC_002695.1,Emb-only-P,2895918,2926516,True,5082.0,2517.0,3799.5,5082.0,-2517.0,0.751658550933037
NC_002695.1,Emb-only-P,3194298,3205054,False,,,,,,0.0
NC_002695.1,Emb-only-P,3853554,3863174,False,,,,,,0.0
NC_002695.1,Emb-only-P,3866045,3874933,False,,,,,,0.0
NC_002695.1,Emb-only-P,4584153,4606878,True,3847.0,17121.0,10484.0,3847.0,17121.0,0.4737872361783823
NC_002695.1,Emb-only-P,5359699,5390699,False,,,,,,0.0
NC_002695.1,SAGE-GI-R,579578,597134,True,1028.0,33115.0,17071.5,-1028.0,33115.0,0.3395938104448743
NC_002695.1,SAGE-GI-R,665643,674041,True,4393.0,6008.0,5200.5,-4393.0,6008.0,0.4467553191489362
NC_002695.1,SAGE-GI-R,902900,928837,True,19850.0,4012.0,11931.0,-19850.0,4012.0,0.5208433734939759
NC_002695.1,SAGE-GI-R,1167197,1175766,True,5847.0,38283.0,22065.0,-5847.0,38283.0,0.16261859582542695
NC_002695.1,SAGE-GI-R,1175951,1200439,True,14601.0,13610.0,14105.5,-14601.0,13610.0,0.46468690702087284
NC_002695.1,SAGE-GI-R,1261815,1308715,True,16665.0,1534.0,9099.5,-16665.0,1534.0,0.7204454685099846
NC_002695.1,SAGE-GI-R,1370469,1384331,True,40119.0,74418.0,57268.5,-40119.0,74418.0,0.10796728971962617
NC_002695.1,SAGE-GI-R,1576222,1586030,True,33872.0,80719.0,57295.5,-33872.0,80719.0,0.07885048231511255
NC_002695.1,SAGE-GI-R,1632953,1649856,True,90603.0,16893.0,53748.0,-90603.0,16893.0,0.13588424437299035
NC_002695.1,SAGE-GI-R,1794372,1806432,True,38022.0,10717.0,24369.5,-38022.0,10717.0,0.1983717105263158
NC_002695.1,SAGE-GI-R,1806490,1814622,True,50140.0,2527.0,26333.5,-50140.0,2527.0,0.13376644736842105
NC_002695.1,SAGE-GI-R,2163037,2176998,True,7187.0,80851.0,44019.0,-7187.0,80851.0,0.13688235294117648
NC_002695.1,SAGE-GI-R,2186819,2199650,True,30969.0,58199.0,44584.0,-30969.0,58199.0,0.12580392156862746
NC_002695.1,SAGE-GI-R,2209427,2217595,True,53577.0,40254.0,46915.5,-53577.0,40254.0,0.08008823529411764
NC_002695.1,SAGE-GI-R,2668006,2692134,True,7056.0,64315.0,35685.5,-7056.0,64315.0,0.25265968586387433
NC_002695.1,SAGE-GI-R,2703533,2712021,True,42583.0,44428.0,43505.5,-42583.0,44428.0,0.08889005235602095
NC_002695.1,SAGE-GI-R,2895918,2926516,True,3168.0,18533.0,10850.5,-3168.0,18533.0,0.5850669216061185
NC_002695.1,SAGE-GI-R,3194298,3205054,True,5148.0,20195.0,12671.5,-5148.0,20195.0,0.2979778393351801
NC_002695.1,SAGE-GI-R,3853554,3863174,True,2604.0,14375.0,8489.5,-2604.0,14375.0,0.3616917293233083
NC_002695.1,SAGE-GI-R,3866045,3874933,True,15095.0,2616.0,8855.5,-15095.0,2616.0,0.33417293233082707
NC_002695.1,SAGE-GI-R,4584153,4606878,True,3003.0,39471.0,21237.0,-3003.0,39471.0,0.348558282208589
NC_002695.1,SAGE-GI-R,5359699,5390699,True,16349.0,15250.0,15799.5,-16349.0,-15250.0,0.33265047518479407
NC_002695.1,Emb-only-R,579578,597134,True,1128.0,5715.0,3421.5,-1128.0,5715.0,0.7195491803278689
NC_002695.1,Emb-only-R,665643,674041,True,3993.0,9008.0,6500.5,-3993.0,9008.0,0.3924766355140187
NC_002695.1,Emb-only-R,902900,928837,True,16950.0,3912.0,10431.0,-16950.0,3912.0,0.5542307692307692
NC_002695.1,Emb-only-R,1167197,1175766,True,5547.0,38483.0,22015.0,-5547.0,38483.0,0.1629277566539924
NC_002695.1,Emb-only-R,1175951,1200439,True,14301.0,13810.0,14055.5,-14301.0,13810.0,0.4655703422053232
NC_002695.1,Emb-only-R,1261815,1308715,True,15765.0,3134.0,9449.5,-15765.0,3134.0,0.7127811550151976
NC_002695.1,Emb-only-R,1370469,1384331,True,38019.0,75418.0,56718.5,-38019.0,75418.0,0.10890023566378633
NC_002695.1,Emb-only-R,1576222,1586030,True,33672.0,82319.0,57995.5,-33672.0,82319.0,0.07797297297297297
NC_002695.1,Emb-only-R,1632953,1649856,True,90403.0,18493.0,54448.0,-90403.0,18493.0,0.13437201907790144
NC_002695.1,Emb-only-R,1794372,1806432,True,40722.0,10617.0,25669.5,-40722.0,10617.0,0.1902365930599369
NC_002695.1,Emb-only-R,1806490,1814622,True,52840.0,2427.0,27633.5,-52840.0,2427.0,0.1282807570977918
NC_002695.1,Emb-only-R,2163037,2176998,True,10087.0,79751.0,44919.0,-10087.0,79751.0,0.13450867052023122
NC_002695.1,Emb-only-R,2186819,2199650,True,33869.0,57099.0,45484.0,-33869.0,57099.0,0.1236223506743738
NC_002695.1,Emb-only-R,2209427,2217595,True,56477.0,39154.0,47815.5,-56477.0,39154.0,0.07869942196531791
NC_002695.1,Emb-only-R,2668006,2692134,True,10156.0,64115.0,37135.5,-10156.0,64115.0,0.24521341463414634
NC_002695.1,Emb-only-R,2703533,2712021,True,45683.0,44228.0,44955.5,-45683.0,44228.0,0.08627032520325204
NC_002695.1,Emb-only-R,2895918,2926516,True,1768.0,18033.0,9900.5,-1768.0,18033.0,0.6071230158730159
NC_002695.1,Emb-only-R,3194298,3205054,True,5348.0,42695.0,24021.5,-5348.0,42695.0,0.1829421768707483
NC_002695.1,Emb-only-R,3853554,3863174,True,2304.0,14475.0,8389.5,-2304.0,14475.0,0.3644318181818182
NC_002695.1,Emb-only-R,3866045,3874933,True,14795.0,2716.0,8755.5,-14795.0,2716.0,0.3367045454545455
NC_002695.1,Emb-only-R,4584153,4606878,True,3003.0,41471.0,22237.0,-3003.0,41471.0,0.3381845238095238
NC_002695.1,Emb-only-R,5359699,5390699,True,30849.0,12050.0,21449.5,-30849.0,-12050.0,0.3064025869037995
NC_002944.2,SAGE-GI-P,1877241,1886351,True,2759.0,17648.0,10203.5,2759.0,17648.0,0.2373780784035278
NC_002944.2,SAGE-GI-P,4146326,4159660,True,3674.0,64339.0,34006.5,3674.0,64339.0,0.12437881401756057
NC_002944.2,SAGE-GI-P,4159962,4183560,True,9962.0,40439.0,25200.5,-9962.0,40439.0,0.3189054054054054
NC_002944.2,Emb-only-P,1877241,1886351,True,2759.0,15648.0,9203.5,2759.0,15648.0,0.2565531725837069
NC_002944.2,Emb-only-P,4146326,4159660,True,3674.0,64339.0,34006.5,3674.0,64339.0,0.12437881401756057
NC_002944.2,Emb-only-P,4159962,4183560,True,9962.0,40439.0,25200.5,-9962.0,40439.0,0.3189054054054054
NC_002944.2,SAGE-GI-R,1877241,1886351,True,16291.0,22598.0,19444.5,-16291.0,22598.0,0.1898125
NC_002944.2,SAGE-GI-R,4146326,4159660,True,376.0,66389.0,33382.5,-376.0,66389.0,0.16647940074906367
NC_002944.2,SAGE-GI-R,4159962,4183560,True,14012.0,42489.0,28250.5,-14012.0,42489.0,0.2946192259675406
NC_002944.2,Emb-only-R,1877241,1886351,True,22391.0,17198.0,19794.5,-22391.0,17198.0,0.1870841889117043
NC_002944.2,Emb-only-R,4146326,4159660,True,776.0,69389.0,35082.5,-776.0,69389.0,0.1597005988023952
NC_002944.2,Emb-only-R,4159962,4183560,True,14412.0,45489.0,29950.5,-14412.0,45489.0,0.282622754491018
NC_002947.3,SAGE-GI-P,1763626,1772776,False,,,,,,0.0
NC_002947.3,SAGE-GI-P,2162618,2173663,True,382.0,53336.0,26859.0,382.0,53336.0,0.1656363579882576
NC_002947.3,SAGE-GI-P,2179370,2193933,True,16370.0,33066.0,24718.0,-16370.0,33066.0,0.2275625
NC_002947.3,SAGE-GI-P,2193986,2227516,True,30986.0,517.0,15751.5,-30986.0,-517.0,0.5117100919137592
NC_002947.3,SAGE-GI-P,2586092,2622772,True,92.0,10227.0,5159.5,-92.0,10227.0,0.7804468085106383
NC_002947.3,SAGE-GI-P,2910052,2921966,False,,,,,,0.0
NC_002947.3,SAGE-GI-P,2990013,2999148,False,,,,,,0.0
NC_002947.3,SAGE-GI-P,3008954,3029480,False,,,,,,0.0
NC_002947.3,SAGE-GI-P,3161333,3178191,False,,,,,,0.0
NC_002947.3,SAGE-GI-P,3192694,3200992,False,,,,,,0.0
NC_002947.3,SAGE-GI-P,3621849,3631998,False,,,,,,0.0
NC_002947.3,SAGE-GI-P,4174318,4192668,True,318.0,41331.0,20824.5,-318.0,41331.0,0.30585
NC_002947.3,SAGE-GI-P,4192862,4201782,True,18862.0,32217.0,25539.5,-18862.0,32217.0,0.14868333333333333
NC_002947.3,SAGE-GI-P,4207858,4233554,True,33858.0,445.0,17151.5,-33858.0,445.0,0.42828333333333335
NC_002947.3,SAGE-GI-P,4301439,4310593,False,,,,,,0.0
NC_002947.3,SAGE-GI-P,4394933,4417944,True,35933.0,14945.0,25439.0,-35933.0,-14945.0,0.13685639155144627
NC_002947.3,SAGE-GI-P,4484322,4493065,True,13322.0,8934.0,11128.0,-13322.0,8934.0,0.28206451612903227
