accession,method,genome_len,n_pred,pred_bp,precision,recall,f1,accuracy,mcc,TP,FP,TN,FN,n_matched,mabe,median_jaccard,median_signed_start,median_signed_end,within_1000,within_2500,within_5000
NC_002947.3,SSG-LUGIA-F+center,6181863,16,714100,80.93738113351084,63.27473786919015,71.02442721815517,71.14012380416432,0.444286285579301,204273,48111,206579,118562,11,13222.0,0.3106060606060606,-16060.0,10384.0,9.090909090909092,27.27272727272727,36.36363636363637
NC_002947.3,SSG-LUGIA-R,6181863,36,1991800,67.9686490462511,84.72253628014312,75.42644092288558,69.1409029912125,0.3684840144229006,273514,128898,125792,49321,16,29130.5,0.21750078946181262,-30018.0,25792.5,3.125,6.25,12.5
NC_002947.3,SSG-LUGIA-R+center,6181863,36,1991800,68.5891827624111,85.23704059349203,76.0122536697476,69.92718929916454,0.3855032433896864,275175,126018,128672,47660,16,26680.0,0.21143463679999572,-25068.0,30742.5,3.125,6.25,12.5
NC_003485.1,SSG-LUGIA-P,1895017,7,189300,28.55572810894756,100.0,44.42544650324308,83.12147929060882,0.4836038480658687,11952,29903,135311,0,1,7324.0,0.4493233082706767,-13181.0,1467.0,0.0,50.0,50.0
NC_003485.1,SSG-LUGIA-P+center,1895017,7,189300,26.359085195068698,100.0,41.72091805567676,81.15270424347787,0.45860347305744814,11952,33391,131823,0,1,7324.0,0.4493233082706767,-8231.0,6417.0,0.0,0.0,0.0
NC_003485.1,SSG-LUGIA-F,1895017,9,307400,17.91904047976012,100.0,30.39210700300056,69.09790817651242,0.34613719220742306,11952,54748,110466,0,1,9224.0,0.3931578947368421,-16681.0,1767.0,0.0,50.0,50.0
NC_003485.1,SSG-LUGIA-F+center,1895017,9,307400,16.68108862526169,100.0,28.592617401497574,66.3039183590531,0.32639833256156775,11952,59698,105516,0,1,9224.0,0.3931578947368421,-11731.0,6717.0,0.0,0.0,0.0
NC_003485.1,SSG-LUGIA-R,1895017,11,579300,14.99567143018456,100.0,26.080410234029785,61.75846381359854,0.2974263370665984,11952,67751,97463,0,1,16224.0,0.2691891891891892,-27481.0,4967.0,0.0,0.0,50.0
NC_003485.1,SSG-LUGIA-R+center,1895017,11,579300,14.351412687167542,100.0,25.10054287904403,59.73888895160471,0.28557619898645265,11952,71329,93885,0,1,16224.0,0.2691891891891892,-22531.0,9917.0,0.0,0.0,0.0
NC_003198.1,SSG-LUGIA-P,4809037,9,406200,100.0,89.26780734941809,94.32962594068172,97.6628360136501,0.9310103008874079,136378,0,548760,16396,10,14079.5,0.21040707730208574,-21166.0,10807.5,0.0,0.0,20.0
NC_003198.1,SSG-LUGIA-P+center,4809037,9,406200,100.0,92.39792111223115,96.0487728537699,98.34448508554111,0.9512251740006539,141160,0,548760,11614,10,16216.0,0.22819412113044188,-16216.0,15757.5,0.0,15.0,25.0
NC_003198.1,SSG-LUGIA-F,4809037,14,573600,91.5771657952522,95.27144671213689,93.38778548078189,97.06200982418528,0.915297353826905,145550,13387,535373,7224,11,16038.0,0.2015212981744422,-25623.0,13742.0,4.545454545454546,9.090909090909092,18.181818181818183
NC_003198.1,SSG-LUGIA-F+center,4809037,14,573600,92.8058038860056,99.13990600494849,95.8683440145581,98.13907807747023,0.9475504954682531,151460,11741,537019,1314,11,19574.5,0.2015212981744422,-20673.0,18692.0,4.545454545454546,9.090909090909092,22.727272727272727
NC_003198.1,SSG-LUGIA-R,4809037,33,1368300,60.91515881306868,100.0,75.71090164828085,86.02719183959722,0.7073471203460459,152774,98024,450736,0,11,28565.0,0.12418774966711052,-29523.0,27607.0,0.0,0.0,0.0
NC_003198.1,SSG-LUGIA-R+center,4809037,33,1368300,58.79224487596881,100.0,74.04926471301026,84.73630643703655,0.6878958113112125,152774,107080,441680,0,11,28558.5,0.12418774966711052,-24573.0,32557.0,0.0,0.0,0.0
NC_003197.1,SSG-LUGIA-P,4857432,11,345700,99.66537640632347,68.06205763553491,80.8863574642367,95.594820221773,0.803217401931957,55101,185,510003,25856,5,15148.5,0.27742686528553256,-18399.0,12885.0,0.0,0.0,20.0
NC_003197.1,SSG-LUGIA-P+center,4857432,11,345700,92.11891460494812,74.13935793075336,82.15696070849272,95.58974532475112,0.8028591830194753,60021,5135,505053,20936,5,15642.0,0.3313291139240506,-13449.0,17835.0,10.0,20.0,30.0
NC_003197.1,SSG-LUGIA-F,4857432,14,528000,79.22475731435392,86.89798287980038,82.88415657859856,95.084962234308,0.801383300032776,70350,18448,491740,10607,6,11638.5,0.28143424330989436,-16195.5,11599.5,0.0,0.0,16.666666666666664
NC_003197.1,SSG-LUGIA-F+center,4857432,14,528000,75.03798237617745,97.612312709216,84.84933080652173,95.2260443715163,0.8307347507320915,79024,26288,483900,1933,6,16156.5,0.321961917227624,-11245.5,16549.5,16.666666666666664,33.33333333333333,41.66666666666667
NC_003197.1,SSG-LUGIA-R,4857432,33,1293100,40.748046108654385,94.92693652185729,57.019903173749334,80.40159351766488,0.5386156281202076,76850,111748,398440,4107,6,23556.5,0.23028598012409596,-30441.0,20357.5,0.0,16.666666666666664,16.666666666666664
NC_003197.1,SSG-LUGIA-R+center,4857432,33,1293100,43.54423162775187,100.0,60.67012395269713,82.24428862630995,0.5880968420510204,80957,104962,405226,0,6,25307.5,0.23028598012409596,-25491.0,25307.5,0.0,0.0,16.666666666666664
NC_003923.1,SSG-LUGIA-P,2820462,6,159700,72.34341252699784,100.0,83.95262861081521,97.37305492206012,0.8384674589574771,20097,7683,264689,0,1,10951.5,0.4785,-10918.0,10985.0,0.0,0.0,0.0
NC_003923.1,SSG-LUGIA-P+center,2820462,6,159700,61.40238313473877,100.0,76.08609233914476,95.68056785505472,0.7652088175294076,20097,12633,259739,0,1,10951.5,0.4785,-5968.0,15935.0,0.0,0.0,0.0
NC_003923.1,SSG-LUGIA-F,2820462,10,244100,55.92442119323241,100.0,71.73272892759624,94.58438330216194,0.7257568424474642,20097,15839,256533,0,1,11601.5,0.46413394919168593,-11518.0,11685.0,0.0,0.0,0.0
NC_003923.1,SSG-LUGIA-F+center,2820462,10,244100,55.92442119323241,100.0,71.73272892759624,94.58438330216194,0.7257568424474642,20097,15839,256533,0,1,11601.5,0.46413394919168593,-6568.0,16635.0,0.0,0.0,0.0
NC_003923.1,SSG-LUGIA-R,2820462,18,793800,18.18815331010453,100.0,30.778301886792452,69.09142507411042,0.34859226320043785,20097,90398,181974,0,1,17951.5,0.358875,-16018.0,19885.0,0.0,0.0,0.0
NC_003923.1,SSG-LUGIA-R+center,2820462,18,793800,19.488188976377952,100.0,32.61943986820428,71.61169217934209,0.36807085658702676,20097,83027,189345,0,1,17951.5,0.358875,-11068.0,24835.0,0.0,0.0,0.0
NC_003909.8,SSG-LUGIA-P,5224283,7,317000,33.567157313707455,64.86039996135638,44.23922139708353,89.33363920771812,0.41591350689783796,67137,132871,1350327,36373,2,5999.0,0.6910611448208503,-7581.5,-5778.0,50.0,50.0,50.0
NC_003909.8,SSG-LUGIA-P+center,5224283,7,317000,33.651640411244884,66.1839435803304,44.617323429516716,89.28139266960272,0.4214614918457509,68507,135070,1348128,35003,2,5314.0,0.7182191942422068,-2631.5,-828.0,0.0,0.0,50.0
NC_003909.8,SSG-LUGIA-F,5224283,11,465900,26.598871092869235,67.24084629504395,38.118840349527225,85.75812310771737,0.36126856631188126,69601,192068,1291130,33909,2,5299.0,0.7052346040208578,-8531.5,-4478.0,25.0,50.0,50.0
NC_003909.8,SSG-LUGIA-F+center,5224283,11,465900,26.388409540456387,68.69577818568254,38.12983781667841,85.45674440413737,0.3638376630779871,71107,198356,1284842,32403,2,4614.0,0.7347333901486558,-3581.5,472.0,0.0,0.0,50.0
NC_003909.8,SSG-LUGIA-R,5224283,32,1424200,16.38056801603425,92.85286445754033,27.848299321698967,68.61237228273886,0.3057617295869885,96112,490632,992566,7398,3,6699.0,0.3460046884496281,-6906.0,5136.0,16.666666666666664,16.666666666666664,16.666666666666664
NC_003909.8,SSG-LUGIA-R+center,5224283,32,1424200,16.15623702493398,92.85286445754033,27.523442835849316,68.0989192718509,0.3021035197141811,96112,498779,984419,7398,3,7971.0,0.4237121141034062,-1956.0,10086.0,0.0,33.33333333333333,33.33333333333333
NC_004070.1,SSG-LUGIA-P,1900521,8,201300,4.035195268832714,10.506055769411322,5.830858214788182,82.46058435602917,-0.020186618753965338,1119,26612,168810,9532,1,19256.5,0.02823475979006863,-28981.0,-9532.0,0.0,0.0,0.0
NC_004070.1,SSG-LUGIA-P+center,1900521,8,201300,17.452192667145937,56.98056520514506,26.7203803988905,83.84650099721944,0.24999051564315733,6069,28706,166716,4582,1,14306.5,0.17498990830978606,-24031.0,-4582.0,0.0,0.0,50.0
NC_004070.1,SSG-LUGIA-F,1900521,9,289500,4.919350908825106,18.955966575908363,7.81150252451976,76.87469974232432,-0.005613437938123789,2019,39023,156399,8632,1,19556.5,0.04908586988233006,-30481.0,-8632.0,0.0,0.0,0.0
NC_004070.1,SSG-LUGIA-F+center,1900521,9,289500,13.097654488046912,65.4304760116421,21.826210870824788,75.77508941006343,0.21129897067296438,6969,46239,149183,3682,1,14606.5,0.1926095848764579,-25531.0,-3682.0,0.0,0.0,50.0
NC_004070.1,SSG-LUGIA-R,1900521,11,563300,14.309513253530021,100.0,25.036434582295144,69.04883220994502,0.31046999923711216,10651,63782,131640,0,1,19724.5,0.21259481037924152,-36681.0,2768.0,0.0,0.0,50.0
NC_004070.1,SSG-LUGIA-R+center,1900521,11,563300,12.78033093749625,100.0,22.664113203532292,64.72706273990285,0.2833131724793852,10651,72688,122734,0,1,19724.5,0.21259481037924152,-31731.0,7718.0,0.0,0.0,0.0
NC_003997.3,SSG-LUGIA-P,5227293,9,337100,6.6897850736587365,28.71830571099628,10.851717143102844,88.46873102451895,0.09414269699341199,10726,149608,1341331,26623,2,11618.0,0.17699936993524873,-18408.5,-1565.5,0.0,0.0,0.0
NC_003997.3,SSG-LUGIA-P+center,5227293,9,337100,9.577984566222879,41.97167260167608,15.596768416444462,88.89842752151426,0.16001174929130377,15676,147991,1342948,21673,2,10052.5,0.2631060817084494,-13458.5,3384.5,0.0,0.0,0.0
NC_003997.3,SSG-LUGIA-F,5227293,12,450600,6.8873656669621806,42.64103456585183,11.85923212104965,84.50998764630751,0.12150966954451786,15926,215309,1275630,21423,2,13652.5,0.21967950108862158,-19608.5,3634.5,0.0,0.0,25.0
NC_003997.3,SSG-LUGIA-F+center,5227293,12,450600,8.699815621364401,55.460654903745755,15.040334584637277,84.68757197596265,0.17405254926387995,20714,217383,1273556,16635,2,13652.5,0.3133139784946236,-14658.5,8584.5,25.0,25.0,25.0
NC_003997.3,SSG-LUGIA-R,5227293,36,1422900,5.274312181743208,73.62981605933224,9.84350614950675,67.03867333905652,0.13191238383115678,27500,493895,997044,9849,3,20581.0,0.18495327102803738,-19548.0,21614.0,16.666666666666664,16.666666666666664,16.666666666666664
NC_003997.3,SSG-LUGIA-R+center,5227293,36,1422900,4.142106394273423,60.376449168652435,7.752364385191092,64.88502167130802,0.08181481385075544,22550,521859,969080,14799,3,19709.0,0.18495327102803738,-14598.0,26564.0,0.0,0.0,0.0
NC_004116.1,SSG-LUGIA-P,2160267,6,211000,16.567376397113083,100.0,28.425408393292777,77.89634800520692,0.356893143199107,9205,46356,154160,0,1,10747.5,0.2998371335504886,-16331.0,5164.0,0.0,0.0,0.0
NC_004116.1,SSG-LUGIA-P+center,2160267,6,211000,15.779008176628897,100.0,27.2571140919724,76.57268466200333,0.3451479693103875,9205,49132,151384,0,1,10747.5,0.2998371335504886,-11381.0,10114.0,0.0,0.0,0.0
NC_004116.1,SSG-LUGIA-F,2160267,7,296200,14.291037245191038,100.0,25.008150402086503,73.67645586278914,0.3218141313247836,9205,55206,145310,0,1,11797.5,0.280640243902439,-17231.0,6364.0,0.0,0.0,0.0
NC_004116.1,SSG-LUGIA-F+center,2160267,7,296200,13.271146609766296,100.0,23.432528065575443,71.31617720686054,0.30479047237184814,9205,60156,140360,0,1,11797.5,0.280640243902439,-12281.0,11314.0,0.0,0.0,0.0
NC_004116.1,SSG-LUGIA-R,2160267,16,746200,8.772180608763604,100.0,16.129456189383117,54.35411809022463,0.21410803689667776,9205,95729,104787,0,1,17497.5,0.2082579185520362,-26431.0,8564.0,0.0,0.0,0.0
NC_004116.1,SSG-LUGIA-R+center,2160267,16,746200,9.871419532649144,100.0,17.969039764186856,59.925806190128796,0.23945618281959224,9205,84044,116472,0,1,17497.5,0.2082579185520362,-21481.0,13514.0,0.0,0.0,0.0
NC_004088.1,SSG-LUGIA-P,4600755,9,208700,0.0,0.0,0.0,97.11492669651969,-0.013746841830208488,0,17375,870747,8493,0,,,,,,,
NC_004088.1,SSG-LUGIA-P+center,4600755,9,208700,0.0,0.0,0.0,96.56285027575939,-0.015626518346713962,0,22325,865797,8493,0,,,,,,,
NC_004088.1,SSG-LUGIA-F,4600755,13,372300,0.0,0.0,0.0,94.74289410728127,-0.02075358403810172,0,38643,849479,8493,0,,,,,,,
NC_004088.1,SSG-LUGIA-F+center,4600755,13,372300,0.0,0.0,0.0,94.78851011861278,-0.02063854457869379,0,38234,849888,8493,0,,,,,,,
NC_004088.1,SSG-LUGIA-R,4600755,34,1472200,3.6181225637420917,100.0,6.983570970447481,74.76709624532269,0.16420824223596572,8493,226242,661880,0,1,49903.5,0.07842105263157895,-88341.0,11466.0,0.0,0.0,0.0
NC_004088.1,SSG-LUGIA-R+center,4600755,34,1472200,3.776529754678975,100.0,7.278196261922513,75.86522643498046,0.1690075945330327,8493,216396,671726,0,1,49903.5,0.07842105263157895,-83391.0,16416.0,0.0,0.0,0.0
NC_004337.1,SSG-LUGIA-P,4607203,8,237300,36.48601762542502,29.231410701876303,32.45829282219856,91.46306970574753,0.28156946624784707,10516,18306,458374,25459,1,17742.0,0.22860869565217393,-9472.0,26012.0,0.0,0.0,0.0
NC_004337.1,SSG-LUGIA-P+center,4607203,8,237300,31.160642926915905,29.261987491313413,30.181484560910576,90.49965376325208,0.2510420668717903,10527,23256,453424,25448,2,15343.5,0.11448351259252126,-10205.5,8082.0,0.0,0.0,25.0
