method,accession,precision_official,precision_strict,called_frac
DNABERT-S-only,NC_008750.1,78.32318647276482,26.770404411764705,11.553867784673285
DNABERT-S-only,NC_008819.1,0.0,0.0,8.848461252588175
DNABERT-S-only,NC_009052.1,59.515709425655395,9.463802704852824,7.354639098049373
DNABERT-S-only,NC_009074.1,22.471176854470308,3.255252100840336,9.731795498380121
DNABERT-S-only,NC_009076.1,20.35406982494313,3.310455764075067,9.35199218745103
DNABERT-S-only,NC_009080.1,14.007929912865928,4.892205638474295,6.89993125814754
DNABERT-S-only,NC_009085.1,77.19643977322492,26.62142857142857,12.321628708087289
DNABERT-S-only,NC_009256.1,91.56597042407503,52.86794019933555,16.480444939161973
DNABERT-S-only,NC_009342.1,61.35730084611874,25.109770114942528,10.500338092782556
DNABERT-S-only,NC_009438.1,74.76583216222919,23.80080971659919,10.602633058752325
DNABERT-S-only,NC_009445.1,98.63756836974757,34.95435757629056,7.624802070974295
DNABERT-S-only,NC_009485.1,90.86687486213822,38.90159045725646,12.172269802837059
DNABERT-S-only,NC_009487.1,100.0,4.820579710144927,11.8691299411704
DNABERT-S-only,NC_009504.1,82.29173398823758,14.805813953488371,7.386919997938533
DNABERT-S-only,NC_009512.1,80.698425689962,17.176719018081034,12.713164039245875
DNABERT-S-only,NC_009567.1,100.0,12.40503744043567,7.784051649222761
DNABERT-S-only,NC_009632.1,100.0,5.313418530351438,10.76894017458069
DNABERT-S-only,NC_009665.1,93.33453783687442,39.167418032786884,9.331344176304276
DNABERT-S-only,NC_009708.1,64.19380435966454,10.476891823260539,8.337380639746822
DNABERT-S-only,NC_009782.1,100.0,9.436666666666667,10.416059063221313
DNABERT-S-only,NC_009783.1,67.93059045618773,15.19916083916084,9.494466784105917
DNABERT-S-only,NC_009800.1,30.55110000506526,5.938464063012799,13.123613934030473
DNABERT-S-only,NC_009801.1,76.09298759688915,16.827155172413793,13.976972937086153
DNABERT-S-only,NC_009879.1,,0.0,4.3974160438431005
DNABERT-S-only,NC_009900.1,100.0,10.218145430286858,11.014785825241862
DNABERT-S-only,NC_009901.1,25.748253356717747,6.746139359698682,5.130850207968529
DNABERT-S-only,NC_009997.1,77.96323946819828,26.53116883116883,11.51986906247528
DNABERT-S-only,NC_010084.1,41.80843670566731,10.685158150851581,11.918342822576763
DNABERT-S-only,NC_010102.1,36.96383569354364,4.230600292825769,14.056717104143399
DNABERT-S-only,NC_010159.1,32.50136519867656,2.185313174946004,10.279171645293538
DNABERT-S-only,NC_010167.1,0.0,0.0,9.422890771563429
DNABERT-S-only,NC_010184.1,24.479912987932256,5.1844606946983545,10.393756145759605
DNABERT-S-only,NC_010322.1,84.533938184693,26.32830133372417,11.224938018534392
DNABERT-S-only,NC_010334.1,27.509791339366718,6.648395721925134,7.155269540342807
DNABERT-S-only,NC_010380.1,91.59743761592294,24.435758835758836,10.70976102314956
DNABERT-S-only,NC_010400.1,27.748855931726954,5.770166004208558,12.498706879169037
DNABERT-S-only,NC_010410.1,59.345915042724535,25.055281598754217,9.788402331026848
DNABERT-S-only,NC_010465.1,80.9745192185555,24.0105461393597,11.323311243280383
DNABERT-S-only,NC_010473.1,35.39151487577791,3.5358766233766232,13.145155594042599
DNABERT-S-only,NC_010498.1,55.39236799035231,5.278112175102599,14.4227288000191
DNABERT-S-only,NC_010501.1,100.0,26.693050193050194,13.456106595916756
DNABERT-S-only,NC_010515.1,94.43987366968338,23.565562913907286,14.094976494370878
DNABERT-S-only,NC_010551.1,20.32882674735791,5.245384615384616,7.5502753962950795
DNABERT-S-only,NC_010582.1,100.0,5.028389830508474,10.682609707233121
DNABERT-S-only,NC_010612.1,75.04581163706297,18.275257731958764,10.23079251576092
SAGE-GI,AC_000091.1,41.5981045129755,3.7543357467587137,12.782125771468763
SAGE-GI,NC_000907.1,0.0,0.0,4.535177128719256
SAGE-GI,NC_000913.2,57.71288814420453,7.654301075268817,12.026704456669918
SAGE-GI,NC_002516.2,32.02433400584675,6.510620487600711,7.628020159619335
SAGE-GI,NC_002655.2,98.15880985205457,27.10465909090909,15.917676670383807
SAGE-GI,NC_002695.1,98.54501114874932,31.137770562770562,16.804735880111668
SAGE-GI,NC_002758.2,100.0,9.131935483870969,10.769389504152988
SAGE-GI,NC_002944.2,100.0,10.369633507853402,7.909261310191912
SAGE-GI,NC_002947.3,87.70216536605707,25.971444321940464,14.671952451874134
SAGE-GI,NC_003047.1,78.07659668963986,36.060805860805864,7.470988346079167
SAGE-GI,NC_003197.1,61.25460132031274,13.862306368330465,11.961052671452736
SAGE-GI,NC_003198.1,85.70915639533905,23.968308754314403,13.254212849682794
SAGE-GI,NC_003485.1,19.642064783316076,3.43448275862069,18.36395135241531
SAGE-GI,NC_003909.8,34.260525055509596,15.318863149698268,9.832928269774053
SAGE-GI,NC_003923.1,51.649961449498846,6.90618556701031,10.317458629118208
SAGE-GI,NC_003997.3,18.37086990191017,6.4466880543498775,10.137178076683286
SAGE-GI,NC_004070.1,13.937718876605095,2.3879411764705885,17.889831262059193
SAGE-GI,NC_004088.1,0.0,0.0,9.526697248603762
SAGE-GI,NC_004116.1,15.779008176628897,3.0910006715916722,13.785333016705806
SAGE-GI,NC_004337.1,33.99310405027933,3.8509270704573546,8.779730348326305
SAGE-GI,NC_004347.1,46.263514487530635,6.38285600636436,10.117101221114801
SAGE-GI,NC_004368.1,62.291096367095065,28.93448275862069,10.490688383597448
SAGE-GI,NC_004431.1,94.70459114972424,27.222799575821846,18.025671002257894
SAGE-GI,NC_004459.2,63.19165566126728,12.145040145040145,11.764368922809163
SAGE-GI,NC_004578.1,88.4668776934518,27.864144144144145,13.013656445097377
SAGE-GI,NC_004603.1,73.0915385074508,10.901483679525223,10.247652618564125
SAGE-GI,NC_004606.1,34.83437973587357,5.3932960893854744,18.899051088147182
SAGE-GI,NC_004631.1,80.73595390799116,26.377424483306836,13.12615023369347
SAGE-GI,NC_004722.1,26.364119522853432,6.8605455243949285,9.619703873510687
SAGE-GI,NC_004741.1,59.63939966775506,9.941513487705896,9.107800791154585
SAGE-GI,NC_005071.1,100.0,11.194274028629858,8.113243625856692
SAGE-GI,NC_005139.1,32.007064463226946,2.775929978118162,13.62347052694809
SAGE-GI,NC_005773.3,69.1661384450613,25.84888090181343,10.324202910308635
SAGE-GI,NC_005945.1,19.94787243701698,7.365213961743246,9.69846402416832
SAGE-GI,NC_006086.1,55.43903643755462,20.844285714285714,14.737796183647678
SAGE-GI,NC_006155.1,71.15677932086378,14.125896414342629,10.580291025447286
SAGE-GI,NC_006350.1,50.32267468825782,8.53370786516854,10.921472891922576
SAGE-GI,NC_006511.1,27.553966023757823,2.237759336099585,10.51201586660121
SAGE-GI,NC_006905.1,36.435755772772346,4.54855305466238,13.079041991715204
SAGE-GI,NC_007005.1,49.28743644219522,9.055701754385964,11.224711168817358
SAGE-GI,NC_007146.2,100.0,28.64277108433735,8.670716483240968
SAGE-GI,NC_007297.1,19.973567386221152,4.640944881889764,13.81520477505692
SAGE-GI,NC_007335.2,43.690976811245946,8.456744186046512,11.666401685605125
SAGE-GI,NC_007384.1,50.624913526726004,7.0516059957173445,9.678224926506628
SAGE-GI,NC_007432.1,30.27710035796289,8.809128630705395,11.326044874635723
SAGE-GI,NC_007434.1,81.74241973545918,32.08737958548215,12.453069244735952
SAGE-GI,NC_007510.1,55.231207478289726,23.08728323699422,9.366220859819075
SAGE-GI,NC_007530.2,10.73943122560404,3.5477732793522265,9.450170342189903
SAGE-GI,NC_007606.1,0.0,0.0,5.424294246677677
SAGE-GI,NC_007613.1,52.58952578831582,7.41875,10.26588873059852
SAGE-GI,NC_007651.1,35.06112006064626,8.957169459962756,14.097444582210287
SAGE-GI,NC_007761.1,76.59858134743136,24.307142857142857,12.461178635788507
SAGE-GI,NC_007778.1,100.0,40.27636815920398,7.539871289520554
SAGE-GI,NC_007793.1,51.10235219326128,7.002090592334495,9.990361215955755
SAGE-GI,NC_007946.1,86.83604080090669,20.140635268346113,18.023029602184558
SAGE-GI,NC_007958.1,100.0,28.836701030927834,9.912692681796228
SAGE-GI,NC_008022.1,23.34091345845878,5.760869565217392,13.120691693824252
SAGE-GI,NC_008023.1,52.99340108090892,18.55156794425087,15.427163095215699
SAGE-GI,NC_008024.1,50.8242415417737,16.289,15.486980353732957
SAGE-GI,NC_008060.1,43.585133598635586,15.914115204981837,11.698061321031044
SAGE-GI,NC_008061.1,73.29881656804734,4.418471337579618,11.260699906292329
SAGE-GI,NC_008253.1,71.62931689473396,12.06424802110818,15.347484875235882
SAGE-GI,NC_008258.1,39.93646709809533,6.747394100687514,9.857280396232504
SAGE-GI,NC_008321.1,67.98816045237675,21.75544246536613,7.515478762769886
SAGE-GI,NC_008322.1,67.19623606797003,22.9853125,6.676946382034006
SAGE-GI,NC_008390.1,17.666868607676133,3.1677316293929714,8.800675936899435
SAGE-GI,NC_008463.1,53.47860905689653,12.815142428785608,10.202445894915114
SAGE-GI,NC_008543.1,100.0,2.958666666666667,12.505569146793372
SAGE-GI,NC_008563.1,84.15461992995665,11.55646186440678,18.575272652141617
SAGE-GI,NC_008577.1,71.40063218971464,20.068356997971602,9.915120135859269
SAGE-GI,NC_008595.1,98.91073478760046,9.959682080924855,12.638136013738311
SAGE-GI,NC_008600.1,12.380768319597012,4.7669227076332215,7.924534690382952
SAGE-GI,NC_008611.1,45.67383031117081,1.920235294117647,7.546692719625628
SAGE-GI,NC_008750.1,82.77115756720737,29.33517786561265,10.746796137949783
SAGE-GI,NC_008819.1,62.6269908894278,5.721556886227545,8.955715328377122
SAGE-GI,NC_009052.1,57.495535245298875,5.938155515370705,10.785243758210827
SAGE-GI,NC_009074.1,17.787856083913855,4.2363325740318905,13.462998604376702
SAGE-GI,NC_009076.1,14.351964852330974,2.4519459888800634,12.626443071314581
SAGE-GI,NC_009080.1,0.0,0.0,8.936726886589103
SAGE-GI,NC_009085.1,77.04324509491241,25.42787524366472,12.899990871936284
SAGE-GI,NC_009256.1,91.56597042407503,54.49743150684932,15.987674160250151
SAGE-GI,NC_009342.1,53.92321074040781,21.942631578947367,11.465886423153366
SAGE-GI,NC_009438.1,74.76583216222919,21.455474452554746,11.761625336429702
SAGE-GI,NC_009445.1,98.76700699369803,33.79191639772553,8.726512545216734
SAGE-GI,NC_009485.1,92.31112058062915,45.36048410335222,12.596968282041413
SAGE-GI,NC_009487.1,85.5152200740436,4.684788732394366,12.213162693088382
SAGE-GI,NC_009504.1,82.29173398823758,17.206756756756757,6.356186974970367
SAGE-GI,NC_009512.1,79.6847875742348,17.02942817294282,12.030274008366494
SAGE-GI,NC_009567.1,100.0,12.028382838283829,8.027800033064999
SAGE-GI,NC_009632.1,100.0,4.949702380952381,11.560268046834224
SAGE-GI,NC_009665.1,93.87114589366774,34.49950495049505,11.58769379270572
SAGE-GI,NC_009708.1,62.690293607431784,9.866802755805052,8.297154577747028
SAGE-GI,NC_009782.1,100.0,8.63109756097561,11.388224575788634
SAGE-GI,NC_009783.1,79.1714707936147,27.304956594791374,9.483843604487337
SAGE-GI,NC_009800.1,37.17793301828642,6.4508021390374335,12.081305246129137
SAGE-GI,NC_009801.1,78.32341336186718,19.16808510638298,12.270015035286837
SAGE-GI,NC_009900.1,100.0,7.814795918367347,14.402254981637125
SAGE-GI,NC_009901.1,30.84480381869432,6.945332406763956,8.342704462448264
SAGE-GI,NC_009997.1,76.69791277273308,25.243420028033018,12.007967410739248
SAGE-GI,NC_010084.1,40.439795204243254,10.518802395209581,12.10683242925985
SAGE-GI,NC_010102.1,50.58559899161429,4.579239302694137,12.986513166492655
SAGE-GI,NC_010159.1,25.61648691072966,2.411344137273594,9.315638061263863
SAGE-GI,NC_010167.1,71.40727489564699,6.472972972972973,10.565059349934753
SAGE-GI,NC_010184.1,23.218437858195514,5.5388671875,9.728707763489794
SAGE-GI,NC_010322.1,84.51017541875218,26.400471142520612,11.17393800701826
SAGE-GI,NC_010334.1,11.917565133223993,1.8942307692307692,8.95365279379795
SAGE-GI,NC_010380.1,71.27195110119337,22.430534351145038,11.667182486757525
SAGE-GI,NC_010400.1,30.311106744126064,6.267682539682539,11.50658366535611
SAGE-GI,NC_010410.1,55.20390044241129,21.180831408775983,11.000202982960355
SAGE-GI,NC_010465.1,78.79011017021156,24.917151813703537,9.523523166194009
SAGE-GI,NC_010473.1,35.39151487577791,3.8279437609841827,12.14219729384779
SAGE-GI,NC_010498.1,62.408352892781956,6.716536458333334,15.15274380084086
SAGE-GI,NC_010501.1,100.0,29.532148377125193,11.204763150010477
SAGE-GI,NC_010515.1,94.43987366968338,25.550981330780278,12.999737702755304
SAGE-GI,NC_010551.1,18.89312183971739,4.964688751365125,7.977156351393301
SAGE-GI,NC_010582.1,100.0,5.049787234042554,10.63734441186349
SAGE-GI,NC_010612.1,70.86050594811523,11.063356643356643,10.773220395830718
SAGE-GI-P,AC_000091.1,41.5981045129755,4.90043956043956,9.792670863812573
SAGE-GI-P,NC_000907.1,,0.0,2.185627531912894
SAGE-GI-P,NC_000913.2,57.71288814420453,10.341646489104116,8.901485556639205
SAGE-GI-P,NC_002516.2,42.67392735652365,8.888857142857143,5.587123691256184
SAGE-GI-P,NC_002655.2,97.91005871828769,30.687994143484627,12.354287688491068
SAGE-GI-P,NC_002695.1,97.91069294367036,29.93578947368421,12.094317489474307
SAGE-GI-P,NC_002758.2,100.0,10.846360153256706,9.067131163173968
SAGE-GI-P,NC_002944.2,100.0,15.06732597945987,5.443310990705376
SAGE-GI-P,NC_002947.3,85.90472857929257,29.345481049562682,11.096978370436226
SAGE-GI-P,NC_003047.1,78.07659668963986,46.218779342723,5.8290128854024275
SAGE-GI-P,NC_003197.1,70.0056319897015,14.147967479674797,10.128808802675982
SAGE-GI-P,NC_003198.1,84.8178897742918,28.18019801980198,10.501062894712602
SAGE-GI-P,NC_003485.1,31.902375858574484,6.8271084337349395,8.759815875002705
SAGE-GI-P,NC_003909.8,37.72760832670125,23.420535714285716,6.431504572014954
SAGE-GI-P,NC_003923.1,100.0,11.227374301675978,6.346477988357936
SAGE-GI-P,NC_003997.3,17.920069845567905,7.336182336182336,7.3862322238298095
SAGE-GI-P,NC_004070.1,17.90850538203635,3.0294776119402984,14.101396406564307
SAGE-GI-P,NC_004088.1,0.0,0.0,6.977115712529791
SAGE-GI-P,NC_004116.1,19.042988952790765,3.9170212765957446,10.878284952739637
SAGE-GI-P,NC_004337.1,45.57151083279349,9.276556776556777,5.925504042257309
SAGE-GI-P,NC_004347.1,25.362048894062863,4.0344444444444445,5.432810918259738
SAGE-GI-P,NC_004368.1,49.004047933950545,34.60471698113208,4.793159347678143
SAGE-GI-P,NC_004431.1,100.0,35.15192709889453,12.795741430446908
SAGE-GI-P,NC_004459.2,30.705025750310778,3.7125766871165644,9.93313718942188
SAGE-GI-P,NC_004578.1,86.47975607139026,30.12943925233645,10.035756681985005
SAGE-GI-P,NC_004603.1,73.0915385074508,13.65724907063197,8.179877016005191
SAGE-GI-P,NC_004606.1,43.590554025375894,7.880816326530613,12.933708146916366
SAGE-GI-P,NC_004631.1,84.9342698009665,33.31606425702811,10.392405113480683
SAGE-GI-P,NC_004722.1,29.484826990686486,7.670076213397513,9.21318546164508
SAGE-GI-P,NC_004741.1,59.63939966775506,16.324970599764796,5.546431085756826
SAGE-GI-P,NC_005071.1,100.0,12.576680068925905,7.22145048702275
SAGE-GI-P,NC_005139.1,32.007064463226946,3.485164835164835,10.851079369385348
SAGE-GI-P,NC_005773.3,81.05179884006643,33.198712446351934,7.85995516452185
SAGE-GI-P,NC_005945.1,13.598198635847409,5.823446724768063,6.802886321034651
SAGE-GI-P,NC_006086.1,61.08535245172432,24.835744680851064,12.369221796990015
SAGE-GI-P,NC_006155.1,42.43832105094521,7.075792988313856,6.312344944465063
SAGE-GI-P,NC_006350.1,47.15693978141296,7.92972972972973,8.172697692157794
SAGE-GI-P,NC_006511.1,27.553966023757823,2.4625570776255707,9.552412758446744
SAGE-GI-P,NC_006905.1,65.91337977308203,6.934313725490196,8.579178669806758
SAGE-GI-P,NC_007005.1,63.13670326085848,12.24090909090909,8.303660601493542
SAGE-GI-P,NC_007146.2,100.0,28.301785714285714,8.775182946894473
SAGE-GI-P,NC_007297.1,19.973567386221152,7.1442424242424245,8.974444046788944
SAGE-GI-P,NC_007335.2,43.02283171639069,11.796,8.139350013212878
SAGE-GI-P,NC_007384.1,41.37660393889061,5.844031967001804,8.038936721610108
SAGE-GI-P,NC_007432.1,27.160714551766265,11.048484848484849,7.754346075995411
SAGE-GI-P,NC_007434.1,84.54308656281727,38.16689814814815,10.469448114675355
SAGE-GI-P,NC_007510.1,65.05366711728585,28.2568093385214,7.6526897025169145
SAGE-GI-P,NC_007530.2,12.83937231688913,4.640190627482129,7.2253630328848715
SAGE-GI-P,NC_007606.1,0.0,0.0,3.5475342119621938
SAGE-GI-P,NC_007613.1,30.77476390468014,4.847587719298246,6.053334389421887
SAGE-GI-P,NC_007651.1,45.473505602884515,10.486956521739131,9.660818633618966
SAGE-GI-P,NC_007761.1,78.27164517596573,35.51232285890327,7.408239166990748
SAGE-GI-P,NC_007778.1,100.0,36.24426751592357,5.8893522012672985
SAGE-GI-P,NC_007793.1,100.0,9.176255707762557,7.623306990572511
SAGE-GI-P,NC_007946.1,100.0,22.754205607476635,12.6733680225657
SAGE-GI-P,NC_007958.1,100.0,31.277130044843048,9.11558955893014
SAGE-GI-P,NC_008022.1,29.304139775217646,7.630890052356021,9.905344322215145
SAGE-GI-P,NC_008023.1,68.14929537803832,27.875916230366492,10.266857669638322
SAGE-GI-P,NC_008024.1,67.63785848743218,22.519354838709678,11.202249122533505
SAGE-GI-P,NC_008060.1,41.326384043993926,15.9,5.7670774545819885
SAGE-GI-P,NC_008061.1,73.29881656804734,4.719047619047619,10.54345787404441
SAGE-GI-P,NC_008253.1,84.85108729073232,13.184349258649094,12.29013630510314
SAGE-GI-P,NC_008258.1,22.337106868881083,4.170329670329671,5.968147146088874
SAGE-GI-P,NC_008321.1,67.98816045237675,30.29488188976378,5.397035922373624
SAGE-GI-P,NC_008322.1,70.64252785247791,27.966920152091255,5.487615307734199
SAGE-GI-P,NC_008390.1,21.677343186339886,3.7274436090225564,7.479168687588657
SAGE-GI-P,NC_008463.1,64.19784594967076,15.400408163265306,7.495050207658779
SAGE-GI-P,NC_008543.1,100.0,3.2536656891495603,11.371730877484106
SAGE-GI-P,NC_008563.1,82.55862544825509,13.614102564102565,12.278570058195307
SAGE-GI-P,NC_008577.1,65.44961818430092,17.905172413793103,6.998908331194778
SAGE-GI-P,NC_008595.1,98.91073478760046,15.384151785714286,8.181914644732318
SAGE-GI-P,NC_008600.1,16.961761515531983,7.261060329067642,5.202496970282614
SAGE-GI-P,NC_008611.1,100.0,2.904270462633452,4.989695656976003
SAGE-GI-P,NC_008750.1,79.99728091982598,33.4869918699187,7.837090464236107
SAGE-GI-P,NC_008819.1,62.6269908894278,9.1875,5.577211941025274
SAGE-GI-P,NC_009052.1,55.773716951788494,9.355434782608695,3.588580201647002
SAGE-GI-P,NC_009074.1,16.589713735094552,3.9603833865814697,7.999086110800888
SAGE-GI-P,NC_009076.1,23.574783305968154,4.187182095625635,7.39384047206249
SAGE-GI-P,NC_009080.1,0.0,0.0,7.801041683651882
SAGE-GI-P,NC_009085.1,80.98954452888293,35.75794956140351,9.173326842265801
SAGE-GI-P,NC_009256.1,100.0,69.41935483870968,11.881251002651656
SAGE-GI-P,NC_009342.1,61.35730084611874,26.559878419452886,9.927043771624888
SAGE-GI-P,NC_009438.1,74.66902424389434,36.9006309148265,6.803713926365357
SAGE-GI-P,NC_009445.1,98.58298445670746,36.51472275334608,7.013932781847782
SAGE-GI-P,NC_009485.1,91.13545502485724,43.43705692803437,11.26479441992177
SAGE-GI-P,NC_009487.1,100.0,5.296496815286624,10.802628410224653
SAGE-GI-P,NC_009504.1,82.29173398823758,17.206756756756757,6.356186974970367
SAGE-GI-P,NC_009512.1,73.6903936848155,14.878668941979523,9.832274154676101
SAGE-GI-P,NC_009567.1,100.0,24.297333333333334,3.974158432210395
SAGE-GI-P,NC_009632.1,100.0,5.347588424437299,10.700129055254298
SAGE-GI-P,NC_009665.1,93.31006969290034,40.13237774030354,9.07129032221055
SAGE-GI-P,NC_009708.1,51.28595923032959,7.618867924528302,6.732572482070822
SAGE-GI-P,NC_009782.1,100.0,11.278884462151394,8.714769416228497
SAGE-GI-P,NC_009783.1,80.84329349269588,25.269821502698214,6.397809925289834
SAGE-GI-P,NC_009800.1,40.3714859437751,7.833116883116883,9.949310202694583
SAGE-GI-P,NC_009801.1,83.43767785998861,24.157562076749436,8.896262947024661
SAGE-GI-P,NC_009900.1,100.0,15.424974823766364,7.296652651411054
SAGE-GI-P,NC_009901.1,21.038597974957128,5.990301003344482,5.77824562027341
SAGE-GI-P,NC_009997.1,76.19849543444185,26.258032128514056,9.31314089791021
SAGE-GI-P,NC_010084.1,41.027269924608326,13.251659625829813,9.610070100734646
SAGE-GI-P,NC_010102.1,50.58559899161429,5.4009345794392525,11.010752050829748
SAGE-GI-P,NC_010159.1,27.15512614063339,4.342489270386266,5.1728876746293615
SAGE-GI-P,NC_010167.1,,0.0,3.4978912712621817
SAGE-GI-P,NC_010184.1,19.61949565879138,6.595116279069767,8.170594410743382
SAGE-GI-P,NC_010322.1,82.8032043198669,28.355312667980648,9.181647234565505
SAGE-GI-P,NC_010334.1,13.718450658454682,2.3514588859416445,7.212664750559459
SAGE-GI-P,NC_010380.1,100.0,35.834146341463416,7.303121861939825
SAGE-GI-P,NC_010400.1,96.91341056351855,11.641037735849057,6.195290760775861
SAGE-GI-P,NC_010410.1,67.71835520146493,30.67324414715719,7.595983122182785
