accession,method,start,end
NC_000913.2,SAGE-GI/d=4,2453001,2474000
NC_000913.2,SAGE-GI/d=4,2752001,2794000
NC_000913.2,SAGE-GI/d=4,3438001,3455000
NC_000913.2,SAGE-GI/d=4,3592001,3639000
NC_000913.2,SAGE-GI/d=4,3906001,3933000
NC_000913.2,SAGE-GI/d=4,4171001,4188000
NC_000913.2,SAGE-GI/d=4,4478001,4541000
NC_000913.2,SAGE-GI/d=8,260001,312000
NC_000913.2,SAGE-GI/d=8,566001,588000
NC_000913.2,SAGE-GI/d=8,1193001,1239000
NC_000913.2,SAGE-GI/d=8,1412001,1472000
NC_000913.2,SAGE-GI/d=8,1573001,1598000
NC_000913.2,SAGE-GI/d=8,2029001,2100000
NC_000913.2,SAGE-GI/d=8,2459001,2493000
NC_000913.2,SAGE-GI/d=8,2751001,2795000
NC_000913.2,SAGE-GI/d=8,3429001,3440000
NC_000913.2,SAGE-GI/d=8,3610001,3634000
NC_000913.2,SAGE-GI/d=8,4164001,4201000
NC_000913.2,SAGE-GI/d=8,4470001,4546000
NC_000913.2,SAGE-GI/d=16,261001,348000
NC_000913.2,SAGE-GI/d=16,565001,587000
NC_000913.2,SAGE-GI/d=16,1190001,1222000
NC_000913.2,SAGE-GI/d=16,1388001,1434000
NC_000913.2,SAGE-GI/d=16,1458001,1472000
NC_000913.2,SAGE-GI/d=16,1575001,1598000
NC_000913.2,SAGE-GI/d=16,1629001,1648000
NC_000913.2,SAGE-GI/d=16,2031001,2096000
NC_000913.2,SAGE-GI/d=16,2459001,2490000
NC_000913.2,SAGE-GI/d=16,2729001,2805000
NC_000913.2,SAGE-GI/d=16,3429001,3479000
NC_000913.2,SAGE-GI/d=16,3617001,3633000
NC_000913.2,SAGE-GI/d=16,4165001,4201000
NC_000913.2,SAGE-GI/d=16,4497001,4543000
NC_000913.2,SAGE-GI/d=32,268001,333000
NC_000913.2,SAGE-GI/d=32,563001,589000
NC_000913.2,SAGE-GI/d=32,1192001,1219000
NC_000913.2,SAGE-GI/d=32,1409001,1474000
NC_000913.2,SAGE-GI/d=32,1572001,1598000
NC_000913.2,SAGE-GI/d=32,1629001,1647000
NC_000913.2,SAGE-GI/d=32,2047001,2098000
NC_000913.2,SAGE-GI/d=32,2459001,2487000
NC_000913.2,SAGE-GI/d=32,2729001,2787000
NC_000913.2,SAGE-GI/d=32,3429001,3475000
NC_000913.2,SAGE-GI/d=32,3610001,3653000
NC_000913.2,SAGE-GI/d=32,4165001,4206000
NC_000913.2,SAGE-GI/d=32,4493001,4543000
NC_000913.2,SAGE-GI/d=48,271001,331000
NC_000913.2,SAGE-GI/d=48,563001,588000
NC_000913.2,SAGE-GI/d=48,1195001,1219000
NC_000913.2,SAGE-GI/d=48,1409001,1458000
NC_000913.2,SAGE-GI/d=48,1575001,1597000
NC_000913.2,SAGE-GI/d=48,1629001,1648000
NC_000913.2,SAGE-GI/d=48,2030001,2099000
NC_000913.2,SAGE-GI/d=48,2459001,2487000
NC_000913.2,SAGE-GI/d=48,2729001,2787000
NC_000913.2,SAGE-GI/d=48,3429001,3479000
NC_000913.2,SAGE-GI/d=48,3613001,3633000
NC_000913.2,SAGE-GI/d=48,3926001,3939000
NC_000913.2,SAGE-GI/d=48,4165001,4206000
NC_000913.2,SAGE-GI/d=48,4493001,4543000
NC_000913.2,SAGE-GI-P,262001,324000
NC_000913.2,SAGE-GI-P,565001,586000
NC_000913.2,SAGE-GI-P,1192001,1219000
NC_000913.2,SAGE-GI-P,1409001,1434000
NC_000913.2,SAGE-GI-P,1575001,1598000
NC_000913.2,SAGE-GI-P,2057001,2098000
NC_000913.2,SAGE-GI-P,2459001,2495000
NC_000913.2,SAGE-GI-P,2753001,2798000
NC_000913.2,SAGE-GI-P,3429001,3479000
NC_000913.2,SAGE-GI-P,4165001,4205000
NC_000913.2,SAGE-GI-P,4500001,4543000
NC_000913.2,SAGE-GI-F,240001,324000
NC_000913.2,SAGE-GI-F,565001,586000
NC_000913.2,SAGE-GI-F,1190001,1219000
NC_000913.2,SAGE-GI-F,1409001,1473000
NC_000913.2,SAGE-GI-F,1575001,1598000
NC_000913.2,SAGE-GI-F,1629001,1648000
NC_000913.2,SAGE-GI-F,2031001,2097000
NC_000913.2,SAGE-GI-F,2459001,2488000
NC_000913.2,SAGE-GI-F,2729001,2798000
NC_000913.2,SAGE-GI-F,3429001,3479000
NC_000913.2,SAGE-GI-F,3617001,3633000
NC_000913.2,SAGE-GI-F,4165001,4204000
NC_000913.2,SAGE-GI-F,4494001,4543000
NC_000913.2,SAGE-GI-R,86451,103550
NC_000913.2,SAGE-GI-R,119951,133850
NC_000913.2,SAGE-GI-R,156351,167350
NC_000913.2,SAGE-GI-R,219651,249050
NC_000913.2,SAGE-GI-R,260351,353950
NC_000913.2,SAGE-GI-R,369351,395050
NC_000913.2,SAGE-GI-R,438951,462650
NC_000913.2,SAGE-GI-R,516651,547350
NC_000913.2,SAGE-GI-R,556851,590750
NC_000913.2,SAGE-GI-R,619551,634150
NC_000913.2,SAGE-GI-R,723351,742850
NC_000913.2,SAGE-GI-R,762851,785550
NC_000913.2,SAGE-GI-R,928251,988750
NC_000913.2,SAGE-GI-R,1084651,1105850
NC_000913.2,SAGE-GI-R,1134851,1148150
NC_000913.2,SAGE-GI-R,1192751,1227350
NC_000913.2,SAGE-GI-R,1395251,1440850
NC_000913.2,SAGE-GI-R,1452951,1482250
NC_000913.2,SAGE-GI-R,1518551,1547050
NC_000913.2,SAGE-GI-R,1566451,1599950
NC_000913.2,SAGE-GI-R,1624051,1661350
NC_000913.2,SAGE-GI-R,1796151,1804550
NC_000913.2,SAGE-GI-R,1852351,1874950
NC_000913.2,SAGE-GI-R,2017951,2082450
NC_000913.2,SAGE-GI-R,2093351,2121950
NC_000913.2,SAGE-GI-R,2150151,2164950
NC_000913.2,SAGE-GI-R,2182551,2206650
NC_000913.2,SAGE-GI-R,2281651,2299250
NC_000913.2,SAGE-GI-R,2313251,2322650
NC_000913.2,SAGE-GI-R,2380451,2401150
NC_000913.2,SAGE-GI-R,2460051,2493250
NC_000913.2,SAGE-GI-R,2507851,2528350
NC_000913.2,SAGE-GI-R,2553651,2571750
NC_000913.2,SAGE-GI-R,2597851,2611950
NC_000913.2,SAGE-GI-R,2636051,2648850
NC_000913.2,SAGE-GI-R,2719051,2733050
NC_000913.2,SAGE-GI-R,2748451,2797050
NC_000913.2,SAGE-GI-R,2871751,2886750
NC_000913.2,SAGE-GI-R,2980951,3002650
NC_000913.2,SAGE-GI-R,3182951,3197050
NC_000913.2,SAGE-GI-R,3302351,3319850
NC_000913.2,SAGE-GI-R,3355451,3368150
NC_000913.2,SAGE-GI-R,3417351,3477050
NC_000913.2,SAGE-GI-R,3574851,3664750
NC_000913.2,SAGE-GI-R,3756651,3773250
NC_000913.2,SAGE-GI-R,3789151,3815150
NC_000913.2,SAGE-GI-R,3839751,3854050
NC_000913.2,SAGE-GI-R,3905151,3950850
NC_000913.2,SAGE-GI-R,3969151,3983950
NC_000913.2,SAGE-GI-R,4029851,4045050
NC_000913.2,SAGE-GI-R,4092951,4104050
NC_000913.2,SAGE-GI-R,4160251,4217250
NC_000913.2,SAGE-GI-R,4245351,4273050
NC_000913.2,SAGE-GI-R,4306051,4327850
NC_000913.2,SAGE-GI-R,4349951,4369550
NC_000913.2,SAGE-GI-R,4388251,4408850
NC_000913.2,SAGE-GI-R,4468851,4549850
NC_000913.2,SAGE-GI-R,4559051,4584150
NC_000913.2,NT-v2-only,261001,341000
NC_000913.2,NT-v2-only,938001,981000
NC_000913.2,NT-v2-only,1190001,1218000
NC_000913.2,NT-v2-only,2076001,2088000
NC_000913.2,NT-v2-only,2763001,2791000
NC_000913.2,NT-v2-only,3440001,3451000
NC_000913.2,NT-v2-only,3606001,3623000
NC_000913.2,NT-v2-only,4163001,4187000
NC_000913.2,SAGE-GI(NT),261001,322000
NC_000913.2,SAGE-GI(NT),546001,604000
NC_000913.2,SAGE-GI(NT),1190001,1218000
NC_000913.2,SAGE-GI(NT),1398001,1431000
NC_000913.2,SAGE-GI(NT),1446001,1472000
NC_000913.2,SAGE-GI(NT),1556001,1605000
NC_000913.2,SAGE-GI(NT),2044001,2088000
NC_000913.2,SAGE-GI(NT),2102251,2117150
NC_000913.2,SAGE-GI(NT),2451001,2492000
NC_000913.2,SAGE-GI(NT),2763001,2791000
NC_000913.2,SAGE-GI(NT),3407001,3451000
NC_000913.2,SAGE-GI(NT),4163001,4187000
NC_000913.2,SAGE-GI(NT),4515001,4540000
AC_000091.1,Comp-only,258701,317000
AC_000091.1,Comp-only,558501,582800
AC_000091.1,Comp-only,1193801,1224800
AC_000091.1,Comp-only,1571101,1596600
AC_000091.1,Comp-only,2040001,2091900
AC_000091.1,Comp-only,2102901,2119500
AC_000091.1,Comp-only,2467401,2491500
AC_000091.1,Comp-only,2749001,2783000
AC_000091.1,Comp-only,3429901,3467000
AC_000091.1,Comp-only,3992701,4020500
AC_000091.1,Comp-only,4167901,4204900
AC_000091.1,Comp-only,4491201,4548800
AC_000091.1,Comp-only+center,263651,321950
AC_000091.1,Comp-only+center,563451,587750
AC_000091.1,Comp-only+center,1198751,1229750
AC_000091.1,Comp-only+center,1576051,1601550
AC_000091.1,Comp-only+center,2044951,2096850
AC_000091.1,Comp-only+center,2107851,2124450
AC_000091.1,Comp-only+center,2472351,2496450
AC_000091.1,Comp-only+center,2753951,2787950
AC_000091.1,Comp-only+center,3434851,3471950
AC_000091.1,Comp-only+center,3997651,4025450
AC_000091.1,Comp-only+center,4172851,4209850
AC_000091.1,Comp-only+center,4496151,4553750
AC_000091.1,DNABERT-2-only,261001,337000
AC_000091.1,DNABERT-2-only,566001,585000
AC_000091.1,DNABERT-2-only,1197001,1225000
AC_000091.1,DNABERT-2-only,1418001,1439000
AC_000091.1,DNABERT-2-only,1572001,1600000
AC_000091.1,DNABERT-2-only,2049001,2100000
AC_000091.1,DNABERT-2-only,2472001,2502000
AC_000091.1,DNABERT-2-only,2732001,2787000
AC_000091.1,DNABERT-2-only,3297651,3308150
AC_000091.1,DNABERT-2-only,3430001,3470000
AC_000091.1,DNABERT-2-only,4006001,4023000
AC_000091.1,DNABERT-2-only,4165001,4217000
AC_000091.1,DNABERT-S-only,244001,357000
AC_000091.1,DNABERT-S-only,566001,586000
AC_000091.1,DNABERT-S-only,1197001,1230000
AC_000091.1,DNABERT-S-only,1418001,1447000
AC_000091.1,DNABERT-S-only,1581001,1603000
AC_000091.1,DNABERT-S-only,2035001,2102000
AC_000091.1,DNABERT-S-only,2466001,2498000
AC_000091.1,DNABERT-S-only,2731001,2799000
AC_000091.1,DNABERT-S-only,2984001,2995000
AC_000091.1,DNABERT-S-only,3431001,3470000
AC_000091.1,DNABERT-S-only,3843001,3868000
AC_000091.1,DNABERT-S-only,3991001,4057000
AC_000091.1,DNABERT-S-only,4157001,4217000
AC_000091.1,DNABERT-S-only,4501001,4576000
AC_000091.1,SAGE-GI,240001,331000
AC_000091.1,SAGE-GI,566001,586000
AC_000091.1,SAGE-GI,1197001,1230000
AC_000091.1,SAGE-GI,1418001,1441000
AC_000091.1,SAGE-GI,1459951,1479850
AC_000091.1,SAGE-GI,1581001,1603000
AC_000091.1,SAGE-GI,2035001,2102000
AC_000091.1,SAGE-GI,2466001,2501000
AC_000091.1,SAGE-GI,2731001,2799000
AC_000091.1,SAGE-GI,3431001,3470000
AC_000091.1,SAGE-GI,4006001,4023000
AC_000091.1,SAGE-GI,4156001,4217000
AC_000091.1,SAGE-GI,4478001,4576000
AC_000091.1,SAGE-GI(D2),261001,337000
AC_000091.1,SAGE-GI(D2),566001,585000
AC_000091.1,SAGE-GI(D2),1197001,1225000
AC_000091.1,SAGE-GI(D2),1418001,1439000
AC_000091.1,SAGE-GI(D2),1572001,1600000
AC_000091.1,SAGE-GI(D2),2049001,2100000
AC_000091.1,SAGE-GI(D2),2472001,2502000
AC_000091.1,SAGE-GI(D2),2753001,2787000
AC_000091.1,SAGE-GI(D2),3430001,3470000
AC_000091.1,SAGE-GI(D2),4006001,4023000
AC_000091.1,SAGE-GI(D2),4165001,4217000
AC_000091.1,SAGE-GI(D2),4510001,4542000
AC_000091.1,SAGE-GI/detrend=250kb,1001,62000
AC_000091.1,SAGE-GI/detrend=250kb,263001,303000
AC_000091.1,SAGE-GI/detrend=250kb,566001,586000
AC_000091.1,SAGE-GI/detrend=250kb,1197001,1221000
AC_000091.1,SAGE-GI/detrend=250kb,1418001,1447000
AC_000091.1,SAGE-GI/detrend=250kb,1527001,1553000
AC_000091.1,SAGE-GI/detrend=250kb,1580001,1602000
AC_000091.1,SAGE-GI/detrend=250kb,2037001,2102000
AC_000091.1,SAGE-GI/detrend=250kb,2466001,2501000
AC_000091.1,SAGE-GI/detrend=250kb,2731001,2799000
AC_000091.1,SAGE-GI/detrend=250kb,3431001,3470000
AC_000091.1,SAGE-GI/detrend=250kb,3991001,4023000
AC_000091.1,SAGE-GI/detrend=250kb,4157001,4217000
AC_000091.1,SAGE-GI/detrend=250kb,4501001,4645000
AC_000091.1,SAGE-GI/no-refine,256451,335350
AC_000091.1,SAGE-GI/no-refine,564451,587550
AC_000091.1,SAGE-GI/no-refine,1194651,1228950
AC_000091.1,SAGE-GI/no-refine,1411051,1442550
AC_000091.1,SAGE-GI/no-refine,1459951,1479850
AC_000091.1,SAGE-GI/no-refine,1576651,1601650
AC_000091.1,SAGE-GI/no-refine,2042951,2097650
AC_000091.1,SAGE-GI/no-refine,2472151,2497350
AC_000091.1,SAGE-GI/no-refine,2739051,2789650
AC_000091.1,SAGE-GI/no-refine,3434251,3473850
AC_000091.1,SAGE-GI/no-refine,3993751,4028850
AC_000091.1,SAGE-GI/no-refine,4167651,4212250
AC_000091.1,SAGE-GI/no-refine,4492851,4564450
AC_000091.1,SAGE-GI/start-assign,244001,324000
AC_000091.1,SAGE-GI/start-assign,566001,586000
AC_000091.1,SAGE-GI/start-assign,1198001,1230000
AC_000091.1,SAGE-GI/start-assign,1418001,1468000
AC_000091.1,SAGE-GI/start-assign,1581001,1603000
AC_000091.1,SAGE-GI/start-assign,2033001,2102000
AC_000091.1,SAGE-GI/start-assign,2466001,2501000
AC_000091.1,SAGE-GI/start-assign,2731001,2799000
AC_000091.1,SAGE-GI/start-assign,3431001,3470000
AC_000091.1,SAGE-GI/start-assign,3991001,4024000
AC_000091.1,SAGE-GI/start-assign,4162001,4211000
AC_000091.1,SAGE-GI/start-assign,4478001,4549000
AC_000091.1,SAGE-GI/d=4,265001,311000
AC_000091.1,SAGE-GI/d=4,566001,597000
AC_000091.1,SAGE-GI/d=4,1196001,1224000
AC_000091.1,SAGE-GI/d=4,1391001,1439000
AC_000091.1,SAGE-GI/d=4,1581001,1601000
AC_000091.1,SAGE-GI/d=4,2060001,2115000
AC_000091.1,SAGE-GI/d=4,2469001,2482000
AC_000091.1,SAGE-GI/d=4,2751001,2793000
AC_000091.1,SAGE-GI/d=4,3432001,3463000
AC_000091.1,SAGE-GI/d=4,3985001,4048000
AC_000091.1,SAGE-GI/d=4,4160001,4228000
AC_000091.1,SAGE-GI/d=4,4507001,4564000
AC_000091.1,SAGE-GI/d=8,250001,312000
AC_000091.1,SAGE-GI/d=8,565001,588000
AC_000091.1,SAGE-GI/d=8,1195001,1231000
AC_000091.1,SAGE-GI/d=8,1418001,1439000
AC_000091.1,SAGE-GI/d=8,1580001,1603000
AC_000091.1,SAGE-GI/d=8,2056001,2104000
AC_000091.1,SAGE-GI/d=8,2467001,2500000
AC_000091.1,SAGE-GI/d=8,2750001,2796000
AC_000091.1,SAGE-GI/d=8,3422001,3470000
AC_000091.1,SAGE-GI/d=8,3982001,4025000
AC_000091.1,SAGE-GI/d=8,4160001,4207000
AC_000091.1,SAGE-GI/d=8,4507001,4551000
AC_000091.1,SAGE-GI/d=16,262001,331000
AC_000091.1,SAGE-GI/d=16,565001,587000
AC_000091.1,SAGE-GI/d=16,1195001,1224000
AC_000091.1,SAGE-GI/d=16,1411001,1438000
AC_000091.1,SAGE-GI/d=16,1468001,1480000
AC_000091.1,SAGE-GI/d=16,1576001,1601000
AC_000091.1,SAGE-GI/d=16,2035001,2100000
AC_000091.1,SAGE-GI/d=16,2466001,2499000
AC_000091.1,SAGE-GI/d=16,2732001,2795000
AC_000091.1,SAGE-GI/d=16,3431001,3470000
AC_000091.1,SAGE-GI/d=16,4005001,4023000
AC_000091.1,SAGE-GI/d=16,4156001,4219000
AC_000091.1,SAGE-GI/d=16,4502001,4565000
AC_000091.1,SAGE-GI/d=32,243001,334000
AC_000091.1,SAGE-GI/d=32,563001,589000
AC_000091.1,SAGE-GI/d=32,1195001,1222000
AC_000091.1,SAGE-GI/d=32,1418001,1439000
AC_000091.1,SAGE-GI/d=32,1581001,1605000
AC_000091.1,SAGE-GI/d=32,2037001,2103000
AC_000091.1,SAGE-GI/d=32,2466001,2513000
AC_000091.1,SAGE-GI/d=32,2730001,2790000
AC_000091.1,SAGE-GI/d=32,3430001,3470000
AC_000091.1,SAGE-GI/d=32,3696001,3709000
AC_000091.1,SAGE-GI/d=32,3843001,3868000
AC_000091.1,SAGE-GI/d=32,4006001,4023000
AC_000091.1,SAGE-GI/d=32,4162001,4217000
AC_000091.1,SAGE-GI/d=32,4501001,4550000
AC_000091.1,SAGE-GI/d=48,249001,311000
AC_000091.1,SAGE-GI/d=48,563001,588000
AC_000091.1,SAGE-GI/d=48,1197001,1222000
AC_000091.1,SAGE-GI/d=48,1419001,1439000
AC_000091.1,SAGE-GI/d=48,1569001,1604000
AC_000091.1,SAGE-GI/d=48,2037001,2103000
AC_000091.1,SAGE-GI/d=48,2466001,2518000
AC_000091.1,SAGE-GI/d=48,2730001,2788000
AC_000091.1,SAGE-GI/d=48,3430001,3470000
AC_000091.1,SAGE-GI/d=48,3696001,3709000
AC_000091.1,SAGE-GI/d=48,3849001,3868000
AC_000091.1,SAGE-GI/d=48,4004001,4023000
AC_000091.1,SAGE-GI/d=48,4162001,4217000
AC_000091.1,SAGE-GI/d=48,4478001,4550000
AC_000091.1,SAGE-GI-P,262001,331000
AC_000091.1,SAGE-GI-P,566001,586000
AC_000091.1,SAGE-GI-P,1197001,1230000
AC_000091.1,SAGE-GI-P,1418001,1441000
AC_000091.1,SAGE-GI-P,1581001,1603000
AC_000091.1,SAGE-GI-P,2047001,2083000
AC_000091.1,SAGE-GI-P,2466001,2501000
AC_000091.1,SAGE-GI-P,2731001,2799000
AC_000091.1,SAGE-GI-P,3431001,3470000
AC_000091.1,SAGE-GI-P,4156001,4217000
AC_000091.1,SAGE-GI-P,4501001,4550000
AC_000091.1,SAGE-GI-F,240001,331000
AC_000091.1,SAGE-GI-F,566001,586000
AC_000091.1,SAGE-GI-F,1197001,1230000
AC_000091.1,SAGE-GI-F,1418001,1441000
AC_000091.1,SAGE-GI-F,1459951,1479850
AC_000091.1,SAGE-GI-F,1581001,1603000
AC_000091.1,SAGE-GI-F,2035001,2102000
AC_000091.1,SAGE-GI-F,2466001,2501000
AC_000091.1,SAGE-GI-F,2731001,2799000
AC_000091.1,SAGE-GI-F,3431001,3470000
AC_000091.1,SAGE-GI-F,4006001,4023000
AC_000091.1,SAGE-GI-F,4156001,4217000
AC_000091.1,SAGE-GI-F,4478001,4576000
AC_000091.1,SAGE-GI-R,91251,104050
AC_000091.1,SAGE-GI-R,119751,133350
AC_000091.1,SAGE-GI-R,156851,167050
AC_000091.1,SAGE-GI-R,218551,249550
AC_000091.1,SAGE-GI-R,260651,352850
AC_000091.1,SAGE-GI-R,369051,395050
AC_000091.1,SAGE-GI-R,440451,461650
AC_000091.1,SAGE-GI-R,517151,547150
AC_000091.1,SAGE-GI-R,557151,590750
AC_000091.1,SAGE-GI-R,722551,744050
AC_000091.1,SAGE-GI-R,760051,786450
AC_000091.1,SAGE-GI-R,935951,989850
AC_000091.1,SAGE-GI-R,1087651,1108950
AC_000091.1,SAGE-GI-R,1191851,1229950
AC_000091.1,SAGE-GI-R,1288451,1302350
AC_000091.1,SAGE-GI-R,1401051,1440550
AC_000091.1,SAGE-GI-R,1456951,1482750
AC_000091.1,SAGE-GI-R,1524851,1548550
AC_000091.1,SAGE-GI-R,1572351,1603650
AC_000091.1,SAGE-GI-R,1624951,1659550
AC_000091.1,SAGE-GI-R,1796751,1813950
AC_000091.1,SAGE-GI-R,1905451,1917950
AC_000091.1,SAGE-GI-R,2022251,2131050
AC_000091.1,SAGE-GI-R,2186851,2209650
AC_000091.1,SAGE-GI-R,2285451,2302550
AC_000091.1,SAGE-GI-R,2386651,2410450
AC_000091.1,SAGE-GI-R,2466851,2501850
AC_000091.1,SAGE-GI-R,2515551,2537950
AC_000091.1,SAGE-GI-R,2634751,2643550
AC_000091.1,SAGE-GI-R,2720951,2733950
AC_000091.1,SAGE-GI-R,2747351,2800750
AC_000091.1,SAGE-GI-R,2845251,2857750
AC_000091.1,SAGE-GI-R,2868951,2887250
AC_000091.1,SAGE-GI-R,2898451,2909350
AC_000091.1,SAGE-GI-R,2980051,3006950
AC_000091.1,SAGE-GI-R,3183351,3198350
AC_000091.1,SAGE-GI-R,3260851,3273350
AC_000091.1,SAGE-GI-R,3305051,3322950
AC_000091.1,SAGE-GI-R,3419151,3433150
