accession,method,true_start,true_end,matched,start_err,end_err,mean_err,signed_start_err,signed_end_err,jaccard
NC_000913.2,SAGE-GI/start-assign,2754150,2766804,True,25150.0,31195.0,28172.5,-25150.0,31195.0,0.1834057971014492
NC_000913.2,SAGE-GI/start-assign,4507809,4516495,True,36809.0,26504.0,31656.5,-36809.0,26504.0,0.1206527777777777
NC_000913.2,SAGE-GI/start-assign,4517262,4530587,True,46262.0,12412.0,29337.0,-46262.0,12412.0,0.1850833333333333
NC_000913.2,SAGE-GI/d=4,289659,297701,True,24659.0,13298.0,18978.5,-24659.0,13298.0,0.1748478260869565
NC_000913.2,SAGE-GI/d=4,2754150,2766804,True,2150.0,27195.0,14672.5,-2150.0,27195.0,0.3013095238095238
NC_000913.2,SAGE-GI/d=4,4507809,4516495,True,29809.0,24504.0,27156.5,-29809.0,24504.0,0.1378888888888889
NC_000913.2,SAGE-GI/d=4,4517262,4530587,True,39262.0,10412.0,24837.0,-39262.0,10412.0,0.2115238095238095
NC_000913.2,SAGE-GI/d=8,289659,297701,True,29659.0,14298.0,21978.5,-29659.0,14298.0,0.1546730769230769
NC_000913.2,SAGE-GI/d=8,2754150,2766804,True,3150.0,28195.0,15672.5,-3150.0,28195.0,0.2876136363636363
NC_000913.2,SAGE-GI/d=8,4507809,4516495,True,37809.0,29504.0,33656.5,-37809.0,29504.0,0.1143026315789473
NC_000913.2,SAGE-GI/d=8,4517262,4530587,True,47262.0,15412.0,31337.0,-47262.0,15412.0,0.1753421052631578
NC_000913.2,SAGE-GI/d=16,289659,297701,True,28659.0,50298.0,39478.5,-28659.0,50298.0,0.0924482758620689
NC_000913.2,SAGE-GI/d=16,2754150,2766804,True,25150.0,38195.0,31672.5,-25150.0,38195.0,0.1665131578947368
NC_000913.2,SAGE-GI/d=16,4507809,4516495,True,10809.0,26504.0,18656.5,-10809.0,26504.0,0.1888478260869565
NC_000913.2,SAGE-GI/d=16,4517262,4530587,True,20262.0,12412.0,16337.0,-20262.0,12412.0,0.289695652173913
NC_000913.2,SAGE-GI/d=32,289659,297701,True,21659.0,35298.0,28478.5,-21659.0,35298.0,0.1237384615384615
NC_000913.2,SAGE-GI/d=32,2754150,2766804,True,25150.0,20195.0,22672.5,-25150.0,20195.0,0.2181896551724138
NC_000913.2,SAGE-GI/d=32,4507809,4516495,True,14809.0,26504.0,20656.5,-14809.0,26504.0,0.17374
NC_000913.2,SAGE-GI/d=32,4517262,4530587,True,24262.0,12412.0,18337.0,-24262.0,12412.0,0.26652
NC_000913.2,SAGE-GI/d=48,289659,297701,True,18659.0,33298.0,25978.5,-18659.0,33298.0,0.13405
NC_000913.2,SAGE-GI/d=48,2754150,2766804,True,25150.0,20195.0,22672.5,-25150.0,20195.0,0.2181896551724138
NC_000913.2,SAGE-GI/d=48,4507809,4516495,True,14809.0,26504.0,20656.5,-14809.0,26504.0,0.17374
NC_000913.2,SAGE-GI/d=48,4517262,4530587,True,24262.0,12412.0,18337.0,-24262.0,12412.0,0.26652
NC_000913.2,SAGE-GI-P,289659,297701,True,27659.0,26298.0,26978.5,-27659.0,26298.0,0.1297258064516129
NC_000913.2,SAGE-GI-P,2754150,2766804,True,1150.0,31195.0,16172.5,-1150.0,31195.0,0.2812222222222222
NC_000913.2,SAGE-GI-P,4507809,4516495,True,7809.0,26504.0,17156.5,-7809.0,26504.0,0.2020232558139535
NC_000913.2,SAGE-GI-P,4517262,4530587,True,17262.0,12412.0,14837.0,-17262.0,12412.0,0.309906976744186
NC_000913.2,SAGE-GI-F,289659,297701,True,49659.0,26298.0,37978.5,-49659.0,26298.0,0.09575
NC_000913.2,SAGE-GI-F,2754150,2766804,True,25150.0,31195.0,28172.5,-25150.0,31195.0,0.1834057971014492
NC_000913.2,SAGE-GI-F,4507809,4516495,True,13809.0,26504.0,20156.5,-13809.0,26504.0,0.1772857142857143
NC_000913.2,SAGE-GI-F,4517262,4530587,True,23262.0,12412.0,17837.0,-23262.0,12412.0,0.2719591836734694
NC_000913.2,SAGE-GI-R,289659,297701,True,29309.0,56248.0,42778.5,-29309.0,56248.0,0.0859294871794871
NC_000913.2,SAGE-GI-R,2754150,2766804,True,5700.0,30245.0,17972.5,-5700.0,30245.0,0.2603909465020576
NC_000913.2,SAGE-GI-R,4507809,4516495,True,38959.0,33354.0,36156.5,-38959.0,33354.0,0.1072469135802469
NC_000913.2,SAGE-GI-R,4517262,4530587,True,48412.0,19262.0,33837.0,-48412.0,19262.0,0.1645185185185185
NC_000913.2,NT-v2-only,289659,297701,True,28659.0,43298.0,35978.5,-28659.0,43298.0,0.1005375
NC_000913.2,NT-v2-only,2754150,2766804,True,8850.0,24195.0,16522.5,8850.0,24195.0,0.1032564450474898
NC_000913.2,NT-v2-only,4507809,4516495,False,,,,,,0.0
NC_000913.2,NT-v2-only,4517262,4530587,False,,,,,,0.0
NC_000913.2,SAGE-GI(NT),289659,297701,True,28659.0,24298.0,26478.5,-28659.0,24298.0,0.1318524590163934
NC_000913.2,SAGE-GI(NT),2754150,2766804,True,8850.0,24195.0,16522.5,8850.0,24195.0,0.1032564450474898
NC_000913.2,SAGE-GI(NT),4507809,4516495,True,7191.0,23504.0,15347.5,7191.0,23504.0,0.0464726165698487
NC_000913.2,SAGE-GI(NT),4517262,4530587,True,2262.0,9412.0,5837.0,-2262.0,9412.0,0.53304
AC_000091.1,Comp-only,2754784,2768393,True,5784.0,14606.0,10195.0,-5784.0,14606.0,0.4002941176470588
AC_000091.1,Comp-only,4514466,4523152,True,23266.0,25647.0,24456.5,-23266.0,25647.0,0.1508159722222222
AC_000091.1,Comp-only+center,2754784,2768393,True,834.0,19556.0,10195.0,-834.0,19556.0,0.4002941176470588
AC_000091.1,Comp-only+center,4514466,4523152,True,18316.0,30597.0,24456.5,-18316.0,30597.0,0.1508159722222222
AC_000091.1,DNABERT-2-only,2754784,2768393,True,22784.0,18606.0,20695.0,-22784.0,18606.0,0.2474545454545454
AC_000091.1,DNABERT-2-only,4514466,4523152,False,,,,,,0.0
AC_000091.1,DNABERT-S-only,2754784,2768393,True,23784.0,30606.0,27195.0,-23784.0,30606.0,0.2001470588235294
AC_000091.1,DNABERT-S-only,4514466,4523152,True,13466.0,52847.0,33156.5,-13466.0,52847.0,0.1158266666666666
AC_000091.1,SAGE-GI,2754784,2768393,True,23784.0,30606.0,27195.0,-23784.0,30606.0,0.2001470588235294
AC_000091.1,SAGE-GI,4514466,4523152,True,36466.0,52847.0,44656.5,-36466.0,52847.0,0.0886428571428571
AC_000091.1,SAGE-GI(D2),2754784,2768393,True,1784.0,18606.0,10195.0,-1784.0,18606.0,0.4002941176470588
AC_000091.1,SAGE-GI(D2),4514466,4523152,True,4466.0,18847.0,11656.5,-4466.0,18847.0,0.27146875
AC_000091.1,SAGE-GI/detrend=250kb,2754784,2768393,True,23784.0,30606.0,27195.0,-23784.0,30606.0,0.2001470588235294
AC_000091.1,SAGE-GI/detrend=250kb,4514466,4523152,True,13466.0,121847.0,67656.5,-13466.0,121847.0,0.0603263888888888
AC_000091.1,SAGE-GI/no-refine,2754784,2768393,True,15734.0,21256.0,18495.0,-15734.0,21256.0,0.2689723320158103
AC_000091.1,SAGE-GI/no-refine,4514466,4523152,True,21616.0,41297.0,31456.5,-21616.0,41297.0,0.1213268156424581
AC_000091.1,SAGE-GI/start-assign,2754784,2768393,True,23784.0,30606.0,27195.0,-23784.0,30606.0,0.2001470588235294
AC_000091.1,SAGE-GI/start-assign,4514466,4523152,True,36466.0,25847.0,31156.5,-36466.0,25847.0,0.1223521126760563
AC_000091.1,SAGE-GI/d=4,2754784,2768393,True,3784.0,24606.0,14195.0,-3784.0,24606.0,0.324047619047619
AC_000091.1,SAGE-GI/d=4,4514466,4523152,True,7466.0,40847.0,24156.5,-7466.0,40847.0,0.1524035087719298
AC_000091.1,SAGE-GI/d=8,2754784,2768393,True,4784.0,27606.0,16195.0,-4784.0,27606.0,0.2958695652173913
AC_000091.1,SAGE-GI/d=8,4514466,4523152,True,7466.0,27847.0,17656.5,-7466.0,27847.0,0.1974318181818181
AC_000091.1,SAGE-GI/d=16,2754784,2768393,True,22784.0,26606.0,24695.0,-22784.0,26606.0,0.216031746031746
AC_000091.1,SAGE-GI/d=16,4514466,4523152,True,12466.0,41847.0,27156.5,-12466.0,41847.0,0.1378888888888889
AC_000091.1,SAGE-GI/d=32,2754784,2768393,True,24784.0,21606.0,23195.0,-24784.0,21606.0,0.2268333333333333
AC_000091.1,SAGE-GI/d=32,4514466,4523152,True,13466.0,26847.0,20156.5,-13466.0,26847.0,0.1772857142857143
AC_000091.1,SAGE-GI/d=48,2754784,2768393,True,24784.0,19606.0,22195.0,-24784.0,19606.0,0.2346551724137931
AC_000091.1,SAGE-GI/d=48,4514466,4523152,True,36466.0,26847.0,31656.5,-36466.0,26847.0,0.1206527777777777
AC_000091.1,SAGE-GI-P,2754784,2768393,True,23784.0,30606.0,27195.0,-23784.0,30606.0,0.2001470588235294
AC_000091.1,SAGE-GI-P,4514466,4523152,True,13466.0,26847.0,20156.5,-13466.0,26847.0,0.1772857142857143
AC_000091.1,SAGE-GI-F,2754784,2768393,True,23784.0,30606.0,27195.0,-23784.0,30606.0,0.2001470588235294
AC_000091.1,SAGE-GI-F,4514466,4523152,True,36466.0,52847.0,44656.5,-36466.0,52847.0,0.0886428571428571
AC_000091.1,SAGE-GI-R,2754784,2768393,True,7434.0,32356.0,19895.0,-7434.0,32356.0,0.2548689138576779
AC_000091.1,SAGE-GI-R,4514466,4523152,True,15916.0,28197.0,22056.5,-15916.0,28197.0,0.1645265151515151
AC_000091.1,NT-v2-only,2754784,2768393,True,1784.0,16606.0,9195.0,-1784.0,16606.0,0.4253125
AC_000091.1,NT-v2-only,4514466,4523152,True,36466.0,3153.0,19809.5,-36466.0,-3153.0,0.1225610701393041
AC_000091.1,SAGE-GI(NT),2754784,2768393,True,1784.0,16606.0,9195.0,-1784.0,16606.0,0.4253125
AC_000091.1,SAGE-GI(NT),4514466,4523152,True,5534.0,24847.0,15190.5,5534.0,24847.0,0.0940239756664877
NC_000907.1,Comp-only,1102430,1111034,False,,,,,,0.0
NC_000907.1,Comp-only+center,1102430,1111034,False,,,,,,0.0
NC_000907.1,DNABERT-2-only,1102430,1111034,False,,,,,,0.0
NC_000907.1,DNABERT-S-only,1102430,1111034,False,,,,,,0.0
NC_000907.1,SAGE-GI,1102430,1111034,False,,,,,,0.0
NC_000907.1,SAGE-GI(D2),1102430,1111034,False,,,,,,0.0
NC_000907.1,SAGE-GI/detrend=250kb,1102430,1111034,False,,,,,,0.0
NC_000907.1,SAGE-GI/no-refine,1102430,1111034,False,,,,,,0.0
NC_000907.1,SAGE-GI/start-assign,1102430,1111034,False,,,,,,0.0
NC_000907.1,SAGE-GI/d=4,1102430,1111034,False,,,,,,0.0
NC_000907.1,SAGE-GI/d=8,1102430,1111034,False,,,,,,0.0
NC_000907.1,SAGE-GI/d=16,1102430,1111034,False,,,,,,0.0
NC_000907.1,SAGE-GI/d=32,1102430,1111034,False,,,,,,0.0
NC_000907.1,SAGE-GI/d=48,1102430,1111034,False,,,,,,0.0
NC_000907.1,SAGE-GI-P,1102430,1111034,False,,,,,,0.0
NC_000907.1,SAGE-GI-F,1102430,1111034,False,,,,,,0.0
NC_000907.1,SAGE-GI-R,1102430,1111034,True,76480.0,13115.0,44797.5,-76480.0,13115.0,0.0876272912423625
NC_000907.1,NT-v2-only,1102430,1111034,False,,,,,,0.0
NC_000907.1,SAGE-GI(NT),1102430,1111034,False,,,,,,0.0
NC_002516.2,Comp-only,2765407,2779413,True,16107.0,3714.0,9910.5,-16107.0,-3714.0,0.341801155608687
NC_002516.2,Comp-only,1496896,1516700,True,17596.0,11101.0,14348.5,-17596.0,-11101.0,0.2327210502392984
NC_002516.2,Comp-only,1840402,1849942,False,,,,,,0.0
NC_002516.2,Comp-only,1850183,1866277,False,,,,,,0.0
NC_002516.2,Comp-only,1311422,1324803,False,,,,,,0.0
NC_002516.2,Comp-only+center,2765407,2779413,True,11157.0,1236.0,6196.5,-11157.0,1236.0,0.5305681818181818
NC_002516.2,Comp-only+center,1496896,1516700,True,12646.0,6151.0,9398.5,-12646.0,-6151.0,0.4207574496933838
NC_002516.2,Comp-only+center,1840402,1849942,False,,,,,,0.0
NC_002516.2,Comp-only+center,1850183,1866277,False,,,,,,0.0
NC_002516.2,Comp-only+center,1311422,1324803,False,,,,,,0.0
NC_002516.2,DNABERT-2-only,2765407,2779413,True,9407.0,1414.0,5410.5,-9407.0,-1414.0,0.5378406081831383
NC_002516.2,DNABERT-2-only,1496896,1516700,True,13896.0,1701.0,7798.5,-13896.0,-1701.0,0.5371947419957864
NC_002516.2,DNABERT-2-only,1840402,1849942,False,,,,,,0.0
NC_002516.2,DNABERT-2-only,1850183,1866277,False,,,,,,0.0
NC_002516.2,DNABERT-2-only,1311422,1324803,False,,,,,,0.0
NC_002516.2,DNABERT-S-only,2765407,2779413,True,9407.0,6586.0,7996.5,-9407.0,6586.0,0.4669
NC_002516.2,DNABERT-S-only,1496896,1516700,True,17896.0,2701.0,10298.5,-17896.0,-2701.0,0.4536749688337179
NC_002516.2,DNABERT-S-only,1840402,1849942,False,,,,,,0.0
NC_002516.2,DNABERT-S-only,1850183,1866277,False,,,,,,0.0
NC_002516.2,DNABERT-S-only,1311422,1324803,False,,,,,,0.0
NC_002516.2,SAGE-GI,2765407,2779413,True,9407.0,6586.0,7996.5,-9407.0,6586.0,0.4669
NC_002516.2,SAGE-GI,1496896,1516700,True,14896.0,2701.0,8798.5,-14896.0,-2701.0,0.4928964583153223
NC_002516.2,SAGE-GI,1840402,1849942,False,,,,,,0.0
NC_002516.2,SAGE-GI,1850183,1866277,False,,,,,,0.0
NC_002516.2,SAGE-GI,1311422,1324803,False,,,,,,0.0
NC_002516.2,SAGE-GI(D2),2765407,2779413,True,9407.0,1414.0,5410.5,-9407.0,-1414.0,0.5378406081831383
NC_002516.2,SAGE-GI(D2),1496896,1516700,True,13896.0,1701.0,7798.5,-13896.0,-1701.0,0.5371947419957864
NC_002516.2,SAGE-GI(D2),1840402,1849942,False,,,,,,0.0
NC_002516.2,SAGE-GI(D2),1850183,1866277,False,,,,,,0.0
NC_002516.2,SAGE-GI(D2),1311422,1324803,False,,,,,,0.0
NC_002516.2,SAGE-GI/detrend=250kb,2765407,2779413,True,9407.0,6586.0,7996.5,-9407.0,6586.0,0.4669
NC_002516.2,SAGE-GI/detrend=250kb,1496896,1516700,True,17896.0,2701.0,10298.5,-17896.0,-2701.0,0.4536749688337179
NC_002516.2,SAGE-GI/detrend=250kb,1840402,1849942,False,,,,,,0.0
NC_002516.2,SAGE-GI/detrend=250kb,1850183,1866277,False,,,,,,0.0
NC_002516.2,SAGE-GI/detrend=250kb,1311422,1324803,False,,,,,,0.0
NC_002516.2,SAGE-GI/no-refine,2765407,2779413,True,10657.0,1536.0,6096.5,-10657.0,1536.0,0.534618320610687
NC_002516.2,SAGE-GI/no-refine,1496896,1516700,True,27646.0,549.0,14097.5,-27646.0,549.0,0.4126041666666666
NC_002516.2,SAGE-GI/no-refine,1840402,1849942,False,,,,,,0.0
NC_002516.2,SAGE-GI/no-refine,1850183,1866277,False,,,,,,0.0
NC_002516.2,SAGE-GI/no-refine,1311422,1324803,False,,,,,,0.0
NC_002516.2,SAGE-GI/start-assign,2765407,2779413,False,,,,,,0.0
NC_002516.2,SAGE-GI/start-assign,1496896,1516700,True,46896.0,2701.0,24798.5,-46896.0,-2701.0,0.2564279396111003
NC_002516.2,SAGE-GI/start-assign,1840402,1849942,False,,,,,,0.0
NC_002516.2,SAGE-GI/start-assign,1850183,1866277,False,,,,,,0.0
NC_002516.2,SAGE-GI/start-assign,1311422,1324803,False,,,,,,0.0
NC_002516.2,SAGE-GI/d=4,2765407,2779413,True,18407.0,2414.0,10410.5,-18407.0,-2414.0,0.3576541000802122
NC_002516.2,SAGE-GI/d=4,1496896,1516700,True,16896.0,5701.0,11298.5,-16896.0,-5701.0,0.3842947058663252
NC_002516.2,SAGE-GI/d=4,1840402,1849942,False,,,,,,0.0
NC_002516.2,SAGE-GI/d=4,1850183,1866277,False,,,,,,0.0
NC_002516.2,SAGE-GI/d=4,1311422,1324803,False,,,,,,0.0
NC_002516.2,SAGE-GI/d=8,2765407,2779413,True,9407.0,9414.0,9410.5,-9407.0,-9414.0,0.1961646877936277
NC_002516.2,SAGE-GI/d=8,1496896,1516700,True,15896.0,299.0,8097.5,-15896.0,299.0,0.5501388888888888
NC_002516.2,SAGE-GI/d=8,1840402,1849942,False,,,,,,0.0
NC_002516.2,SAGE-GI/d=8,1850183,1866277,False,,,,,,0.0
NC_002516.2,SAGE-GI/d=8,1311422,1324803,False,,,,,,0.0
NC_002516.2,SAGE-GI/d=16,2765407,2779413,True,9407.0,9586.0,9496.5,-9407.0,9586.0,0.4244545454545455
NC_002516.2,SAGE-GI/d=16,1496896,1516700,True,15896.0,1299.0,8597.5,-15896.0,1299.0,0.5352702702702703
NC_002516.2,SAGE-GI/d=16,1840402,1849942,False,,,,,,0.0
NC_002516.2,SAGE-GI/d=16,1850183,1866277,False,,,,,,0.0
NC_002516.2,SAGE-GI/d=16,1311422,1324803,False,,,,,,0.0
NC_002516.2,SAGE-GI/d=32,2765407,2779413,True,9407.0,6586.0,7996.5,-9407.0,6586.0,0.4669
NC_002516.2,SAGE-GI/d=32,1496896,1516700,True,15896.0,701.0,8298.5,-15896.0,-701.0,0.5351110613148091
NC_002516.2,SAGE-GI/d=32,1840402,1849942,False,,,,,,0.0
NC_002516.2,SAGE-GI/d=32,1850183,1866277,False,,,,,,0.0
NC_002516.2,SAGE-GI/d=32,1311422,1324803,False,,,,,,0.0
NC_002516.2,SAGE-GI/d=48,2765407,2779413,True,9407.0,6586.0,7996.5,-9407.0,6586.0,0.4669
NC_002516.2,SAGE-GI/d=48,1496896,1516700,True,14896.0,299.0,7597.5,-14896.0,299.0,0.5658571428571428
NC_002516.2,SAGE-GI/d=48,1840402,1849942,False,,,,,,0.0
NC_002516.2,SAGE-GI/d=48,1850183,1866277,False,,,,,,0.0
NC_002516.2,SAGE-GI/d=48,1311422,1324803,False,,,,,,0.0
NC_002516.2,SAGE-GI-P,2765407,2779413,True,9407.0,6586.0,7996.5,-9407.0,6586.0,0.4669
NC_002516.2,SAGE-GI-P,1496896,1516700,True,17896.0,2701.0,10298.5,-17896.0,-2701.0,0.4536749688337179
NC_002516.2,SAGE-GI-P,1840402,1849942,False,,,,,,0.0
NC_002516.2,SAGE-GI-P,1850183,1866277,False,,,,,,0.0
NC_002516.2,SAGE-GI-P,1311422,1324803,False,,,,,,0.0
NC_002516.2,SAGE-GI-F,2765407,2779413,True,9407.0,6586.0,7996.5,-9407.0,6586.0,0.4669
NC_002516.2,SAGE-GI-F,1496896,1516700,True,14896.0,2701.0,8798.5,-14896.0,-2701.0,0.4928964583153223
NC_002516.2,SAGE-GI-F,1840402,1849942,False,,,,,,0.0
NC_002516.2,SAGE-GI-F,1850183,1866277,False,,,,,,0.0
NC_002516.2,SAGE-GI-F,1311422,1324803,False,,,,,,0.0
NC_002516.2,SAGE-GI-R,2765407,2779413,True,10957.0,3036.0,6996.5,-10957.0,3036.0,0.50025
NC_002516.2,SAGE-GI-R,1496896,1516700,True,46046.0,5549.0,25797.5,-46046.0,5549.0,0.2773809523809524
NC_002516.2,SAGE-GI-R,1840402,1849942,True,3752.0,20307.0,12029.5,-3752.0,20307.0,0.2839583333333333
NC_002516.2,SAGE-GI-R,1850183,1866277,True,13533.0,3972.0,8752.5,-13533.0,3972.0,0.4790178571428571
NC_002516.2,SAGE-GI-R,1311422,1324803,True,3528.0,70646.0,37087.0,3528.0,70646.0,0.1172704336649688
NC_002516.2,NT-v2-only,2765407,2779413,True,7407.0,414.0,3910.5,-7407.0,-414.0,0.6347716447184085
NC_002516.2,NT-v2-only,1496896,1516700,True,13896.0,7701.0,10798.5,-13896.0,-7701.0,0.35915848194415595
NC_002516.2,NT-v2-only,1840402,1849942,False,,,,,,0.0
NC_002516.2,NT-v2-only,1850183,1866277,False,,,,,,0.0
NC_002516.2,NT-v2-only,1311422,1324803,False,,,,,,0.0
NC_002516.2,SAGE-GI(NT),2765407,2779413,True,7407.0,414.0,3910.5,-7407.0,-414.0,0.6347716447184085
NC_002516.2,SAGE-GI(NT),1496896,1516700,True,13896.0,299.0,7097.5,-13896.0,299.0,0.5825
NC_002516.2,SAGE-GI(NT),1840402,1849942,False,,,,,,0.0
NC_002516.2,SAGE-GI(NT),1850183,1866277,False,,,,,,0.0
NC_002516.2,SAGE-GI(NT),1311422,1324803,False,,,,,,0.0
NC_002655.2,Comp-only,579581,596828,True,4681.0,10271.0,7476.0,-4681.0,10271.0,0.5356521739130434
NC_002655.2,Comp-only,665139,673823,False,,,,,,0.0
NC_002655.2,Comp-only,904610,918372,True,8410.0,5427.0,6918.5,-8410.0,5427.0,0.498659420289855
NC_002655.2,Comp-only,1109625,1118395,True,48325.0,21804.0,35064.5,-48325.0,21804.0,0.1111660329531051
NC_002655.2,Comp-only,1261802,1273782,True,8302.0,18317.0,13309.5,-8302.0,18317.0,0.3103886010362694
NC_002655.2,Comp-only,1344386,1392487,True,5186.0,11188.0,8187.0,-5186.0,-11188.0,0.6927263173697643
NC_002655.2,Comp-only,1433835,1452085,True,6235.0,81814.0,44024.5,-6235.0,81814.0,0.1716933207902163
NC_002655.2,Comp-only,1500853,1513854,True,73253.0,20045.0,46649.0,-73253.0,20045.0,0.1223142050799623
NC_002655.2,Comp-only,1652293,1662118,True,18393.0,13281.0,15837.0,-18393.0,13281.0,0.2367710843373494
NC_002655.2,Comp-only,1711725,1734698,True,3025.0,6001.0,4513.0,-3025.0,6001.0,0.7179375
NC_002655.2,Comp-only,1865987,1874593,True,5813.0,49406.0,27609.5,5813.0,49406.0,0.0481616189474772
NC_002655.2,Comp-only,1897666,1923762,True,25866.0,237.0,13051.5,-25866.0,237.0,0.4999425287356321
NC_002655.2,Comp-only,2131479,2139654,True,18979.0,10845.0,14912.0,-18979.0,10845.0,0.2151578947368421
NC_002655.2,Comp-only,2749781,2769746,True,17081.0,5553.0,11317.0,-17081.0,5553.0,0.4686854460093896
NC_002655.2,Comp-only,2777420,2787074,False,,,,,,0.0
NC_002655.2,Comp-only,2989368,2998130,True,30268.0,1769.0,16018.5,-30268.0,1769.0,0.2147794117647058
NC_002655.2,Comp-only,3002922,3014797,False,,,,,,0.0
NC_002655.2,Comp-only,3262945,3273779,False,,,,,,0.0
NC_002655.2,Comp-only,4654756,4675861,True,3556.0,14538.0,9047.0,-3556.0,14538.0,0.5384183673469388
NC_002655.2,Comp-only+center,579581,596828,True,269.0,15221.0,7745.0,269.0,15221.0,0.522929563583726
NC_002655.2,Comp-only+center,665139,673823,False,,,,,,0.0
NC_002655.2,Comp-only+center,904610,918372,True,3460.0,10377.0,6918.5,-3460.0,10377.0,0.498659420289855
NC_002655.2,Comp-only+center,1109625,1118395,True,43375.0,26754.0,35064.5,-43375.0,26754.0,0.1111660329531051
NC_002655.2,Comp-only+center,1261802,1273782,True,3352.0,23267.0,13309.5,-3352.0,23267.0,0.3103886010362694
NC_002655.2,Comp-only+center,1344386,1392487,True,236.0,6238.0,3237.0,-236.0,-6238.0,0.8660681037692912
NC_002655.2,Comp-only+center,1433835,1452085,True,1285.0,86764.0,44024.5,-1285.0,86764.0,0.1716933207902163
NC_002655.2,Comp-only+center,1500853,1513854,True,68303.0,24995.0,46649.0,-68303.0,24995.0,0.1223142050799623
