accession,method,start,end
NC_000913.2,TreasureIsland,1456001,1475000
NC_000913.2,TreasureIsland,1520001,1530000
NC_000913.2,TreasureIsland,1570001,1600000
NC_000913.2,TreasureIsland,1630001,1650000
NC_000913.2,TreasureIsland,2040001,2080000
NC_000913.2,TreasureIsland,2100001,2110000
NC_000913.2,TreasureIsland,2460001,2490000
NC_000913.2,TreasureIsland,2720001,2730000
NC_000913.2,TreasureIsland,2750001,2790000
NC_000913.2,TreasureIsland,2980001,3000000
NC_000913.2,TreasureIsland,3180001,3190000
NC_000913.2,TreasureIsland,3420001,3430000
NC_000913.2,TreasureIsland,3440001,3460000
NC_000913.2,TreasureIsland,3610001,3620000
NC_000913.2,TreasureIsland,3760001,3770000
NC_000913.2,TreasureIsland,3790001,3800000
NC_000913.2,TreasureIsland,4490001,4545000
NC_000913.2,TreasureIsland,4570001,4580000
NC_002516.2,TreasureIsland,40001,65000
NC_002516.2,TreasureIsland,90001,105000
NC_002516.2,TreasureIsland,288001,310000
NC_002516.2,TreasureIsland,580001,595000
NC_002516.2,TreasureIsland,620001,630000
NC_002516.2,TreasureIsland,670001,705000
NC_002516.2,TreasureIsland,730001,745000
NC_002516.2,TreasureIsland,745001,765000
NC_002516.2,TreasureIsland,776001,805000
NC_002516.2,TreasureIsland,885001,900000
NC_002516.2,TreasureIsland,1019001,1035000
NC_002516.2,TreasureIsland,1060001,1085000
NC_002516.2,TreasureIsland,1109001,1125000
NC_002516.2,TreasureIsland,1136001,1155000
NC_002516.2,TreasureIsland,1235001,1250000
NC_002516.2,TreasureIsland,1305001,1325000
NC_002516.2,TreasureIsland,1325001,1345000
NC_002516.2,TreasureIsland,1347001,1363000
NC_002516.2,TreasureIsland,1377001,1395000
NC_002516.2,TreasureIsland,1475001,1495000
NC_002516.2,TreasureIsland,1495001,1525000
NC_002516.2,TreasureIsland,1798001,1812000
NC_002516.2,TreasureIsland,1835001,1865000
NC_002516.2,TreasureIsland,2020001,2045000
NC_002516.2,TreasureIsland,2109001,2125000
NC_002516.2,TreasureIsland,2169001,2180000
NC_002516.2,TreasureIsland,2220001,2235000
NC_002516.2,TreasureIsland,2245001,2265000
NC_002516.2,TreasureIsland,2290001,2325000
NC_002516.2,TreasureIsland,2337001,2355000
NC_002516.2,TreasureIsland,2375001,2395000
NC_002516.2,TreasureIsland,2435001,2450000
NC_002516.2,TreasureIsland,2460001,2470000
NC_002516.2,TreasureIsland,2530001,2555000
NC_002516.2,TreasureIsland,2578001,2595000
NC_002516.2,TreasureIsland,2598001,2615000
NC_002516.2,TreasureIsland,2655001,2685000
NC_002516.2,TreasureIsland,2705001,2745000
NC_002516.2,TreasureIsland,2750001,2785000
NC_002516.2,TreasureIsland,2908001,2925000
NC_002516.2,TreasureIsland,3008001,3035000
NC_002516.2,TreasureIsland,3080001,3100000
NC_002516.2,TreasureIsland,3217001,3230000
NC_002516.2,TreasureIsland,3250001,3265000
NC_002516.2,TreasureIsland,3330001,3340000
NC_002516.2,TreasureIsland,3417001,3430000
NC_002516.2,TreasureIsland,3519001,3540000
NC_002516.2,TreasureIsland,3730001,3760000
NC_002516.2,TreasureIsland,3805001,3830000
NC_002516.2,TreasureIsland,3917001,3935000
NC_002516.2,TreasureIsland,3975001,3995000
NC_002516.2,TreasureIsland,4320001,4330000
NC_002516.2,TreasureIsland,4419001,4432000
NC_002516.2,TreasureIsland,4716001,4740000
NC_002516.2,TreasureIsland,4785001,4815000
NC_002516.2,TreasureIsland,4860001,4880000
NC_002516.2,TreasureIsland,5260001,5270000
NC_002516.2,TreasureIsland,5720001,5730000
NC_002516.2,TreasureIsland,5750001,5760000
NC_002516.2,TreasureIsland,5915001,5935000
NC_002655.2,TreasureIsland,240001,280000
NC_002655.2,TreasureIsland,300001,375000
NC_002655.2,TreasureIsland,460001,470000
NC_002655.2,TreasureIsland,580001,600000
NC_002655.2,TreasureIsland,610001,620000
NC_002655.2,TreasureIsland,660001,670000
NC_002655.2,TreasureIsland,805001,820000
NC_002655.2,TreasureIsland,890001,930000
NC_002655.2,TreasureIsland,1055001,1150000
NC_002655.2,TreasureIsland,1250001,1300000
NC_002655.2,TreasureIsland,1320001,1350000
NC_002655.2,TreasureIsland,1350001,1390000
NC_002655.2,TreasureIsland,1410001,1440000
NC_002655.2,TreasureIsland,1450001,1550000
NC_002655.2,TreasureIsland,1625001,1690000
NC_002655.2,TreasureIsland,1700001,1760000
NC_002655.2,TreasureIsland,1850001,1935000
NC_002655.2,TreasureIsland,1960001,1990000
NC_002655.2,TreasureIsland,2030001,2050000
NC_002655.2,TreasureIsland,2110001,2170000
NC_002655.2,TreasureIsland,2270001,2330000
NC_002655.2,TreasureIsland,2660001,2690000
NC_002655.2,TreasureIsland,2740001,2820000
NC_002655.2,TreasureIsland,2840001,2860000
NC_002655.2,TreasureIsland,3140001,3150000
NC_002655.2,TreasureIsland,3260001,3290000
NC_002655.2,TreasureIsland,3510001,3520000
NC_002655.2,TreasureIsland,3540001,3580000
NC_002655.2,TreasureIsland,3770001,3810000
NC_002655.2,TreasureIsland,3920001,3940000
NC_002655.2,TreasureIsland,4220001,4230000
NC_002655.2,TreasureIsland,4240001,4260000
NC_002655.2,TreasureIsland,4360001,4370000
NC_002655.2,TreasureIsland,4430001,4440000
NC_002655.2,TreasureIsland,4570001,4580000
NC_002655.2,TreasureIsland,4610001,4620000
NC_002655.2,TreasureIsland,4650001,4690000
NC_002655.2,TreasureIsland,4700001,4710000
NC_002655.2,TreasureIsland,4750001,4760000
NC_002655.2,TreasureIsland,4900001,4910000
NC_002655.2,TreasureIsland,5380001,5400000
NC_002655.2,TreasureIsland,5420001,5430000
NC_002695.1,TreasureIsland,240001,280000
NC_002695.1,TreasureIsland,300001,375000
NC_002695.1,TreasureIsland,460001,470000
NC_002695.1,TreasureIsland,580001,600000
NC_002695.1,TreasureIsland,610001,620000
NC_002695.1,TreasureIsland,660001,675000
NC_002695.1,TreasureIsland,810001,820000
NC_002695.1,TreasureIsland,890001,930000
NC_002695.1,TreasureIsland,1160001,1210000
NC_002695.1,TreasureIsland,1240001,1310000
NC_002695.1,TreasureIsland,1330001,1360000
NC_002695.1,TreasureIsland,1370001,1465000
NC_002695.1,TreasureIsland,1490001,1500000
NC_002695.1,TreasureIsland,1540001,1610000
NC_002695.1,TreasureIsland,1620001,1670000
NC_002695.1,TreasureIsland,1750001,1820000
NC_002695.1,TreasureIsland,1920001,1970000
NC_002695.1,TreasureIsland,1980001,1990000
NC_002695.1,TreasureIsland,2000001,2010000
NC_002695.1,TreasureIsland,2040001,2050000
NC_002695.1,TreasureIsland,2060001,2070000
NC_002695.1,TreasureIsland,2100001,2120000
NC_002695.1,TreasureIsland,2140001,2260000
NC_002695.1,TreasureIsland,2400001,2410000
NC_002695.1,TreasureIsland,2590001,2610000
NC_002695.1,TreasureIsland,2660001,2750000
NC_002695.1,TreasureIsland,2770001,2790000
NC_002695.1,TreasureIsland,2888001,2940000
NC_002695.1,TreasureIsland,3070001,3080000
NC_002695.1,TreasureIsland,3190001,3220000
NC_002695.1,TreasureIsland,3440001,3450000
NC_002695.1,TreasureIsland,3470001,3510000
NC_002695.1,TreasureIsland,3710001,3740000
NC_002695.1,TreasureIsland,3850001,3880000
NC_002695.1,TreasureIsland,4155001,4170000
NC_002695.1,TreasureIsland,4180001,4190000
NC_002695.1,TreasureIsland,4360001,4370000
NC_002695.1,TreasureIsland,4500001,4520000
NC_002695.1,TreasureIsland,4540001,4550000
NC_002695.1,TreasureIsland,4580001,4620000
NC_002695.1,TreasureIsland,4680001,4690000
NC_002695.1,TreasureIsland,4790001,4800000
NC_002695.1,TreasureIsland,4870001,4880000
NC_002695.1,TreasureIsland,5040001,5080000
NC_002695.1,TreasureIsland,5350001,5370000
NC_002695.1,TreasureIsland,5390001,5400000
NC_002758.2,TreasureIsland,30001,125000
NC_002758.2,TreasureIsland,140001,150000
NC_002758.2,TreasureIsland,225001,240000
NC_002758.2,TreasureIsland,310001,330000
NC_002758.2,TreasureIsland,340001,355000
NC_002758.2,TreasureIsland,400001,425000
NC_002758.2,TreasureIsland,429001,490000
NC_002758.2,TreasureIsland,630001,645000
NC_002758.2,TreasureIsland,690001,710000
NC_002758.2,TreasureIsland,745001,765000
NC_002758.2,TreasureIsland,780001,790000
NC_002758.2,TreasureIsland,800001,810000
NC_002758.2,TreasureIsland,820001,830000
NC_002758.2,TreasureIsland,870001,915000
NC_002758.2,TreasureIsland,915001,960000
NC_002758.2,TreasureIsland,1018001,1030000
NC_002758.2,TreasureIsland,1075001,1100000
NC_002758.2,TreasureIsland,1110001,1120000
NC_002758.2,TreasureIsland,1210001,1240000
NC_002758.2,TreasureIsland,1310001,1320000
NC_002758.2,TreasureIsland,1380001,1405000
NC_002758.2,TreasureIsland,1510001,1545000
NC_002758.2,TreasureIsland,1760001,1770000
NC_002758.2,TreasureIsland,1905001,1920000
NC_002758.2,TreasureIsland,1930001,1960000
NC_002758.2,TreasureIsland,1990001,2000000
NC_002758.2,TreasureIsland,2070001,2145000
NC_002758.2,TreasureIsland,2146001,2170000
NC_002758.2,TreasureIsland,2180001,2190000
NC_002758.2,TreasureIsland,2270001,2285000
NC_002758.2,TreasureIsland,2295001,2310000
NC_002758.2,TreasureIsland,2345001,2360000
NC_002758.2,TreasureIsland,2370001,2385000
NC_002758.2,TreasureIsland,2460001,2470000
NC_002758.2,TreasureIsland,2500001,2510000
NC_002758.2,TreasureIsland,2510001,2520000
NC_002758.2,TreasureIsland,2610001,2640000
NC_002758.2,TreasureIsland,2815001,2840000
NC_002758.2,TreasureIsland,2850001,2865000
NC_002947.3,TreasureIsland,10001,40000
NC_002947.3,TreasureIsland,50001,60000
NC_002947.3,TreasureIsland,80001,90000
NC_002947.3,TreasureIsland,160001,170000
NC_002947.3,TreasureIsland,180001,220000
NC_002947.3,TreasureIsland,355001,370000
NC_002947.3,TreasureIsland,420001,445000
NC_002947.3,TreasureIsland,449001,460000
NC_002947.3,TreasureIsland,580001,600000
NC_002947.3,TreasureIsland,610001,620000
NC_002947.3,TreasureIsland,660001,690000
NC_002947.3,TreasureIsland,740001,780000
NC_002947.3,TreasureIsland,810001,830000
NC_002947.3,TreasureIsland,840001,850000
NC_002947.3,TreasureIsland,910001,920000
NC_002947.3,TreasureIsland,1006001,1020000
NC_002947.3,TreasureIsland,1060001,1070000
NC_002947.3,TreasureIsland,1190001,1240000
NC_002947.3,TreasureIsland,1250001,1260000
NC_002947.3,TreasureIsland,1270001,1280000
NC_002947.3,TreasureIsland,1290001,1300000
NC_002947.3,TreasureIsland,1360001,1380000
NC_002947.3,TreasureIsland,1580001,1590000
NC_002947.3,TreasureIsland,1620001,1630000
NC_002947.3,TreasureIsland,1650001,1660000
NC_002947.3,TreasureIsland,1710001,1720000
NC_002947.3,TreasureIsland,1735001,1750000
NC_002947.3,TreasureIsland,1835001,1865000
NC_002947.3,TreasureIsland,1900001,1910000
NC_002947.3,TreasureIsland,1940001,1970000
NC_002947.3,TreasureIsland,1980001,1990000
NC_002947.3,TreasureIsland,2000001,2020000
NC_002947.3,TreasureIsland,2030001,2050000
NC_002947.3,TreasureIsland,2060001,2070000
NC_002947.3,TreasureIsland,2100001,2130000
NC_002947.3,TreasureIsland,2160001,2230000
NC_002947.3,TreasureIsland,2270001,2280000
NC_002947.3,TreasureIsland,2290001,2300000
NC_002947.3,TreasureIsland,2310001,2330000
NC_002947.3,TreasureIsland,2350001,2360000
NC_002947.3,TreasureIsland,2470001,2520000
NC_002947.3,TreasureIsland,2540001,2570000
NC_002947.3,TreasureIsland,2580001,2640000
NC_002947.3,TreasureIsland,2685001,2700000
NC_002947.3,TreasureIsland,2725001,2740000
NC_002947.3,TreasureIsland,2770001,2780000
NC_002947.3,TreasureIsland,2810001,2830000
NC_002947.3,TreasureIsland,2840001,2860000
NC_002947.3,TreasureIsland,2870001,2880000
NC_002947.3,TreasureIsland,2900001,2940000
NC_002947.3,TreasureIsland,2950001,2960000
NC_002947.3,TreasureIsland,2960001,2980000
NC_002947.3,TreasureIsland,3000001,3010000
NC_002947.3,TreasureIsland,3020001,3040000
NC_002947.3,TreasureIsland,3068001,3080000
NC_002947.3,TreasureIsland,3090001,3100000
NC_002947.3,TreasureIsland,3110001,3135000
NC_002947.3,TreasureIsland,3150001,3160000
NC_002947.3,TreasureIsland,3185001,3205000
NC_002947.3,TreasureIsland,3235001,3250000
NC_002947.3,TreasureIsland,3260001,3280000
NC_002947.3,TreasureIsland,3290001,3300000
NC_002947.3,TreasureIsland,3340001,3350000
NC_002947.3,TreasureIsland,3365001,3450000
NC_002947.3,TreasureIsland,3470001,3480000
NC_002947.3,TreasureIsland,3510001,3540000
NC_002947.3,TreasureIsland,3570001,3580000
NC_002947.3,TreasureIsland,3590001,3600000
NC_002947.3,TreasureIsland,3610001,3635000
NC_002947.3,TreasureIsland,3635001,3670000
NC_002947.3,TreasureIsland,3680001,3710000
NC_002947.3,TreasureIsland,3720001,3745000
NC_002947.3,TreasureIsland,3760001,3820000
NC_002947.3,TreasureIsland,3835001,3865000
NC_002947.3,TreasureIsland,3887001,3900000
NC_002947.3,TreasureIsland,3930001,3950000
NC_002947.3,TreasureIsland,3970001,4060000
NC_002947.3,TreasureIsland,4120001,4130000
NC_002947.3,TreasureIsland,4165001,4270000
NC_002947.3,TreasureIsland,4280001,4330000
NC_002947.3,TreasureIsland,4360001,4425000
NC_002947.3,TreasureIsland,4440001,4450000
NC_002947.3,TreasureIsland,4460001,4500000
NC_002947.3,TreasureIsland,4530001,4560000
NC_002947.3,TreasureIsland,4580001,4640000
NC_002947.3,TreasureIsland,4666001,4680000
NC_002947.3,TreasureIsland,4690001,4710000
NC_002947.3,TreasureIsland,4765001,4800000
NC_002947.3,TreasureIsland,4810001,4830000
NC_002947.3,TreasureIsland,4890001,4910000
NC_002947.3,TreasureIsland,4960001,4980000
NC_002947.3,TreasureIsland,5000001,5080000
NC_002947.3,TreasureIsland,5100001,5115000
NC_002947.3,TreasureIsland,5170001,5190000
NC_002947.3,TreasureIsland,5220001,5250000
NC_002947.3,TreasureIsland,5290001,5310000
NC_002947.3,TreasureIsland,5320001,5330000
NC_002947.3,TreasureIsland,5390001,5400000
NC_002947.3,TreasureIsland,5420001,5440000
NC_002947.3,TreasureIsland,5490001,5500000
NC_002947.3,TreasureIsland,5520001,5540000
NC_002947.3,TreasureIsland,5676001,5690000
NC_002947.3,TreasureIsland,5700001,5720000
NC_002947.3,TreasureIsland,5750001,5760000
NC_002947.3,TreasureIsland,5850001,5870000
NC_002947.3,TreasureIsland,5970001,5980000
NC_002947.3,TreasureIsland,5990001,6000000
NC_002947.3,TreasureIsland,6060001,6070000
NC_002947.3,TreasureIsland,6120001,6170000
NC_003047.1,TreasureIsland,80001,90000
NC_003047.1,TreasureIsland,490001,505000
NC_003047.1,TreasureIsland,540001,560000
NC_003047.1,TreasureIsland,655001,690000
NC_003047.1,TreasureIsland,820001,830000
NC_003047.1,TreasureIsland,1089001,1100000
NC_003047.1,TreasureIsland,1140001,1150000
NC_003047.1,TreasureIsland,1190001,1200000
NC_003047.1,TreasureIsland,1520001,1530000
NC_003047.1,TreasureIsland,1740001,1750000
NC_003047.1,TreasureIsland,1780001,1790000
NC_003047.1,TreasureIsland,1815001,1830000
NC_003047.1,TreasureIsland,1840001,1860000
NC_003047.1,TreasureIsland,2480001,2500000
NC_003047.1,TreasureIsland,2800001,2810000
NC_003047.1,TreasureIsland,3200001,3210000
NC_003047.1,TreasureIsland,3360001,3440000
NC_003197.1,TreasureIsland,20001,40000
NC_003197.1,TreasureIsland,60001,70000
NC_003197.1,TreasureIsland,298001,350000
NC_003197.1,TreasureIsland,370001,390000
NC_003197.1,TreasureIsland,600001,620000
NC_003197.1,TreasureIsland,780001,790000
NC_003197.1,TreasureIsland,820001,830000
NC_003197.1,TreasureIsland,920001,930000
NC_003197.1,TreasureIsland,960001,1000000
NC_003197.1,TreasureIsland,1100001,1140000
NC_003197.1,TreasureIsland,1170001,1180000
NC_003197.1,TreasureIsland,1210001,1225000
NC_003197.1,TreasureIsland,1240001,1250000
NC_003197.1,TreasureIsland,1260001,1270000
NC_003197.1,TreasureIsland,1320001,1355000
NC_003197.1,TreasureIsland,1400001,1410000
NC_003197.1,TreasureIsland,1460001,1500000
NC_003197.1,TreasureIsland,1590001,1630000
NC_003197.1,TreasureIsland,1700001,1710000
NC_003197.1,TreasureIsland,1720001,1730000
NC_003197.1,TreasureIsland,1750001,1770000
NC_003197.1,TreasureIsland,1950001,1970000
NC_003197.1,TreasureIsland,2020001,2030000
NC_003197.1,TreasureIsland,2080001,2090000
NC_003197.1,TreasureIsland,2100001,2110000
NC_003197.1,TreasureIsland,2160001,2170000
NC_003197.1,TreasureIsland,2330001,2350000
NC_003197.1,TreasureIsland,2630001,2650000
NC_003197.1,TreasureIsland,2730001,2780000
NC_003197.1,TreasureIsland,2790001,2800000
NC_003197.1,TreasureIsland,2830001,2930000
NC_003197.1,TreasureIsland,3010001,3025000
NC_003197.1,TreasureIsland,3040001,3050000
NC_003197.1,TreasureIsland,3180001,3200000
NC_003197.1,TreasureIsland,3270001,3290000
NC_003197.1,TreasureIsland,3560001,3570000
NC_003197.1,TreasureIsland,3580001,3600000
NC_003197.1,TreasureIsland,3830001,3840000
NC_003197.1,TreasureIsland,3910001,3920000
NC_003197.1,TreasureIsland,3950001,3960000
NC_003197.1,TreasureIsland,4010001,4020000
NC_003197.1,TreasureIsland,4420001,4430000
NC_003197.1,TreasureIsland,4470001,4500000
NC_003197.1,TreasureIsland,4550001,4570000
NC_003197.1,TreasureIsland,4660001,4670000
NC_003197.1,TreasureIsland,4750001,4770000
NC_003197.1,TreasureIsland,4850001,4857432
NC_003198.1,TreasureIsland,20001,40000
NC_003198.1,TreasureIsland,60001,70000
NC_003198.1,TreasureIsland,280001,295000
NC_003198.1,TreasureIsland,296001,360000
NC_003198.1,TreasureIsland,380001,390000
NC_003198.1,TreasureIsland,595001,610000
NC_003198.1,TreasureIsland,750001,770000
NC_003198.1,TreasureIsland,1010001,1050000
NC_003198.1,TreasureIsland,1080001,1090000
NC_003198.1,TreasureIsland,1120001,1135000
NC_003198.1,TreasureIsland,1170001,1180000
NC_003198.1,TreasureIsland,1250001,1260000
NC_003198.1,TreasureIsland,1340001,1360000
NC_003198.1,TreasureIsland,1380001,1400000
NC_003198.1,TreasureIsland,1450001,1480000
NC_003198.1,TreasureIsland,1540001,1570000
NC_003198.1,TreasureIsland,1620001,1650000
NC_003198.1,TreasureIsland,1700001,1710000
NC_003198.1,TreasureIsland,1760001,1790000
NC_003198.1,TreasureIsland,1870001,1940000
NC_003198.1,TreasureIsland,1970001,1980000
NC_003198.1,TreasureIsland,1990001,2000000
NC_003198.1,TreasureIsland,2040001,2055000
NC_003198.1,TreasureIsland,2055001,2070000
NC_003198.1,TreasureIsland,2090001,2100000
NC_003198.1,TreasureIsland,2120001,2130000
NC_003198.1,TreasureIsland,2185001,2200000
NC_003198.1,TreasureIsland,2290001,2310000
NC_003198.1,TreasureIsland,2460001,2475000
NC_003198.1,TreasureIsland,2590001,2610000
NC_003198.1,TreasureIsland,2710001,2720000
NC_003198.1,TreasureIsland,2740001,2750000
NC_003198.1,TreasureIsland,2760001,2780000
NC_003198.1,TreasureIsland,2860001,2880000
NC_003198.1,TreasureIsland,2890001,2900000
NC_003198.1,TreasureIsland,3040001,3060000
NC_003198.1,TreasureIsland,3130001,3150000
NC_003198.1,TreasureIsland,3410001,3420000
NC_003198.1,TreasureIsland,3510001,3560000
NC_003198.1,TreasureIsland,3590001,3600000
NC_003198.1,TreasureIsland,3740001,3750000
NC_003198.1,TreasureIsland,3860001,3870000
NC_003198.1,TreasureIsland,3885001,3900000
NC_003198.1,TreasureIsland,3930001,3940000
NC_003198.1,TreasureIsland,4080001,4090000
NC_003198.1,TreasureIsland,4120001,4130000
NC_003198.1,TreasureIsland,4190001,4200000
NC_003198.1,TreasureIsland,4250001,4260000
NC_003198.1,TreasureIsland,4320001,4350000
NC_003198.1,TreasureIsland,4400001,4540000
NC_003198.1,TreasureIsland,4680001,4730000
NC_003485.1,TreasureIsland,1,15000
NC_003485.1,TreasureIsland,110001,135000
NC_003485.1,TreasureIsland,150001,160000
NC_003485.1,TreasureIsland,180001,190000
NC_003485.1,TreasureIsland,217001,230000
NC_003485.1,TreasureIsland,250001,285000
NC_003485.1,TreasureIsland,285001,405000
NC_003485.1,TreasureIsland,420001,450000
NC_003485.1,TreasureIsland,475001,515000
NC_003485.1,TreasureIsland,575001,620000
NC_003485.1,TreasureIsland,670001,700000
NC_003485.1,TreasureIsland,750001,760000
NC_003485.1,TreasureIsland,785001,800000
NC_003485.1,TreasureIsland,1040001,1090000
NC_003485.1,TreasureIsland,1210001,1240000
NC_003485.1,TreasureIsland,1340001,1350000
NC_003485.1,TreasureIsland,1450001,1490000
NC_003485.1,TreasureIsland,1540001,1550000
NC_003485.1,TreasureIsland,1630001,1655000
NC_003485.1,TreasureIsland,1716001,1735000
NC_003485.1,TreasureIsland,1735001,1760000
NC_003485.1,TreasureIsland,1840001,1850000
NC_003485.1,TreasureIsland,1870001,1895017
NC_003909.8,TreasureIsland,160001,200000
NC_003909.8,TreasureIsland,380001,440000
NC_003909.8,TreasureIsland,860001,875000
NC_003909.8,TreasureIsland,1010001,1020000
NC_003909.8,TreasureIsland,1040001,1060000
NC_003909.8,TreasureIsland,2360001,2370000
NC_003909.8,TreasureIsland,2450001,2460000
NC_003909.8,TreasureIsland,2555001,2570000
NC_003909.8,TreasureIsland,2597001,2620000
NC_003909.8,TreasureIsland,2870001,2880000
NC_003909.8,TreasureIsland,2940001,2975000
NC_003909.8,TreasureIsland,3000001,3015000
NC_003909.8,TreasureIsland,3020001,3050000
NC_003909.8,TreasureIsland,3120001,3135000
NC_003909.8,TreasureIsland,3200001,3210000
NC_003909.8,TreasureIsland,3280001,3290000
NC_003909.8,TreasureIsland,3480001,3490000
NC_003909.8,TreasureIsland,3820001,3830000
NC_003909.8,TreasureIsland,4240001,4255000
NC_003909.8,TreasureIsland,4255001,4280000
NC_003909.8,TreasureIsland,4490001,4505000
NC_003909.8,TreasureIsland,4640001,4655000
NC_003909.8,TreasureIsland,4970001,4980000
NC_003909.8,TreasureIsland,5180001,5200000
NC_003923.1,TreasureIsland,30001,95000
NC_003923.1,TreasureIsland,176001,190000
NC_003923.1,TreasureIsland,199001,215000
NC_003923.1,TreasureIsland,290001,310000
NC_003923.1,TreasureIsland,320001,335000
NC_003923.1,TreasureIsland,380001,405000
NC_003923.1,TreasureIsland,409001,450000
NC_003923.1,TreasureIsland,590001,610000
NC_003923.1,TreasureIsland,630001,650000
NC_003923.1,TreasureIsland,660001,685000
NC_003923.1,TreasureIsland,715001,735000
NC_003923.1,TreasureIsland,750001,760000
NC_003923.1,TreasureIsland,770001,800000
NC_003923.1,TreasureIsland,840001,880000
NC_003923.1,TreasureIsland,910001,920000
NC_003923.1,TreasureIsland,967001,980000
NC_003923.1,TreasureIsland,1000001,1015000
NC_003923.1,TreasureIsland,1050001,1060000
NC_003923.1,TreasureIsland,1130001,1160000
NC_003923.1,TreasureIsland,1280001,1290000
NC_003923.1,TreasureIsland,1305001,1335000
NC_003923.1,TreasureIsland,1380001,1390000
NC_003923.1,TreasureIsland,1440001,1465000
NC_003923.1,TreasureIsland,1520001,1580000
NC_003923.1,TreasureIsland,1885001,1930000
NC_003923.1,TreasureIsland,1950001,1970000
NC_003923.1,TreasureIsland,2035001,2110000
NC_003923.1,TreasureIsland,2130001,2145000
NC_003923.1,TreasureIsland,2220001,2235000
NC_003923.1,TreasureIsland,2245001,2260000
NC_003923.1,TreasureIsland,2310001,2320000
NC_003923.1,TreasureIsland,2450001,2460000
NC_003923.1,TreasureIsland,2490001,2505000
NC_003923.1,TreasureIsland,2550001,2580000
NC_003923.1,TreasureIsland,2710001,2725000
NC_003923.1,TreasureIsland,2749001,2780000
NC_003923.1,TreasureIsland,2790001,2805000
NC_003923.1,TreasureIsland,2820001,2820462
NC_003997.3,TreasureIsland,160001,170000
NC_003997.3,TreasureIsland,270001,285000
NC_003997.3,TreasureIsland,468001,480000
NC_003997.3,TreasureIsland,2058001,2070000
NC_003997.3,TreasureIsland,2150001,2165000
NC_003997.3,TreasureIsland,2350001,2360000
NC_003997.3,TreasureIsland,2390001,2400000
NC_003997.3,TreasureIsland,2470001,2485000
NC_003997.3,TreasureIsland,2500001,2525000
NC_003997.3,TreasureIsland,2525001,2540000
