accession,method,start,end
AC_000091.1,SSG-LUGIA-P+center,4194351,4208550
AC_000091.1,SSG-LUGIA-P+center,4512351,4551350
AC_000091.1,SSG-LUGIA-F,258701,317000
AC_000091.1,SSG-LUGIA-F,558601,582800
AC_000091.1,SSG-LUGIA-F,1193701,1224800
AC_000091.1,SSG-LUGIA-F,1571201,1596600
AC_000091.1,SSG-LUGIA-F,2040301,2091800
AC_000091.1,SSG-LUGIA-F,2103001,2119400
AC_000091.1,SSG-LUGIA-F,2467501,2491400
AC_000091.1,SSG-LUGIA-F,2749001,2783000
AC_000091.1,SSG-LUGIA-F,3430001,3466700
AC_000091.1,SSG-LUGIA-F,3992801,4020400
AC_000091.1,SSG-LUGIA-F,4167801,4204900
AC_000091.1,SSG-LUGIA-F,4491001,4548600
AC_000091.1,SSG-LUGIA-F+center,263651,321950
AC_000091.1,SSG-LUGIA-F+center,563551,587750
AC_000091.1,SSG-LUGIA-F+center,1198651,1229750
AC_000091.1,SSG-LUGIA-F+center,1576151,1601550
AC_000091.1,SSG-LUGIA-F+center,2045251,2096750
AC_000091.1,SSG-LUGIA-F+center,2107951,2124350
AC_000091.1,SSG-LUGIA-F+center,2472451,2496350
AC_000091.1,SSG-LUGIA-F+center,2753951,2787950
AC_000091.1,SSG-LUGIA-F+center,3434951,3471650
AC_000091.1,SSG-LUGIA-F+center,3997751,4025350
AC_000091.1,SSG-LUGIA-F+center,4172751,4209850
AC_000091.1,SSG-LUGIA-F+center,4495951,4553550
AC_000091.1,SSG-LUGIA-R,46301,91700
AC_000091.1,SSG-LUGIA-R,97801,113800
AC_000091.1,SSG-LUGIA-R,129101,167900
AC_000091.1,SSG-LUGIA-R,216501,331200
AC_000091.1,SSG-LUGIA-R,372301,383200
AC_000091.1,SSG-LUGIA-R,443501,463600
AC_000091.1,SSG-LUGIA-R,500001,587200
AC_000091.1,SSG-LUGIA-R,733601,754100
AC_000091.1,SSG-LUGIA-R,1076501,1133500
AC_000091.1,SSG-LUGIA-R,1189701,1225800
AC_000091.1,SSG-LUGIA-R,1376101,1484200
AC_000091.1,SSG-LUGIA-R,1569001,1657300
AC_000091.1,SSG-LUGIA-R,1783201,1825200
AC_000091.1,SSG-LUGIA-R,2021001,2125700
AC_000091.1,SSG-LUGIA-R,2155701,2207500
AC_000091.1,SSG-LUGIA-R,2327001,2346300
AC_000091.1,SSG-LUGIA-R,2375901,2402600
AC_000091.1,SSG-LUGIA-R,2460401,2506800
AC_000091.1,SSG-LUGIA-R,2633201,2656000
AC_000091.1,SSG-LUGIA-R,2735601,2795200
AC_000091.1,SSG-LUGIA-R,2964701,2976000
AC_000091.1,SSG-LUGIA-R,2987401,2997400
AC_000091.1,SSG-LUGIA-R,3424101,3469700
AC_000091.1,SSG-LUGIA-R,3572501,3589700
AC_000091.1,SSG-LUGIA-R,3664501,3675200
AC_000091.1,SSG-LUGIA-R,3695601,3740700
AC_000091.1,SSG-LUGIA-R,3845501,3856300
AC_000091.1,SSG-LUGIA-R,3983501,4040100
AC_000091.1,SSG-LUGIA-R,4152601,4208300
AC_000091.1,SSG-LUGIA-R,4302301,4313700
AC_000091.1,SSG-LUGIA-R,4481801,4581600
AC_000091.1,SSG-LUGIA-R+center,51251,96650
AC_000091.1,SSG-LUGIA-R+center,102751,118750
AC_000091.1,SSG-LUGIA-R+center,134051,172850
AC_000091.1,SSG-LUGIA-R+center,221451,336150
AC_000091.1,SSG-LUGIA-R+center,377251,388150
AC_000091.1,SSG-LUGIA-R+center,448451,468550
AC_000091.1,SSG-LUGIA-R+center,504951,592150
AC_000091.1,SSG-LUGIA-R+center,738551,759050
AC_000091.1,SSG-LUGIA-R+center,1081451,1138450
AC_000091.1,SSG-LUGIA-R+center,1194651,1230750
AC_000091.1,SSG-LUGIA-R+center,1381051,1489150
AC_000091.1,SSG-LUGIA-R+center,1573951,1662250
AC_000091.1,SSG-LUGIA-R+center,1788151,1830150
AC_000091.1,SSG-LUGIA-R+center,2025951,2130650
AC_000091.1,SSG-LUGIA-R+center,2160651,2212450
AC_000091.1,SSG-LUGIA-R+center,2331951,2351250
AC_000091.1,SSG-LUGIA-R+center,2380851,2407550
AC_000091.1,SSG-LUGIA-R+center,2465351,2511750
AC_000091.1,SSG-LUGIA-R+center,2638151,2660950
AC_000091.1,SSG-LUGIA-R+center,2740551,2800150
AC_000091.1,SSG-LUGIA-R+center,2969651,2980950
AC_000091.1,SSG-LUGIA-R+center,2992351,3002350
AC_000091.1,SSG-LUGIA-R+center,3429051,3474650
AC_000091.1,SSG-LUGIA-R+center,3577451,3594650
AC_000091.1,SSG-LUGIA-R+center,3669451,3680150
AC_000091.1,SSG-LUGIA-R+center,3700551,3745650
AC_000091.1,SSG-LUGIA-R+center,3850451,3861250
AC_000091.1,SSG-LUGIA-R+center,3988451,4045050
AC_000091.1,SSG-LUGIA-R+center,4157551,4213250
AC_000091.1,SSG-LUGIA-R+center,4307251,4318650
AC_000091.1,SSG-LUGIA-R+center,4486751,4586550
NC_000913.2,SSG-LUGIA-P,260001,316800
NC_000913.2,SSG-LUGIA-P,560001,582400
NC_000913.2,SSG-LUGIA-P,1194301,1221700
NC_000913.2,SSG-LUGIA-P,1568101,1592100
NC_000913.2,SSG-LUGIA-P,2044901,2086600
NC_000913.2,SSG-LUGIA-P,2461101,2481800
NC_000913.2,SSG-LUGIA-P,2749501,2780800
NC_000913.2,SSG-LUGIA-P,3424601,3434700
NC_000913.2,SSG-LUGIA-P,4157201,4192000
NC_000913.2,SSG-LUGIA-P,4499901,4539100
NC_000913.2,SSG-LUGIA-P+center,264951,321750
NC_000913.2,SSG-LUGIA-P+center,564951,587350
NC_000913.2,SSG-LUGIA-P+center,1199251,1226650
NC_000913.2,SSG-LUGIA-P+center,1573051,1597050
NC_000913.2,SSG-LUGIA-P+center,2049851,2091550
NC_000913.2,SSG-LUGIA-P+center,2466051,2486750
NC_000913.2,SSG-LUGIA-P+center,2754451,2785750
NC_000913.2,SSG-LUGIA-P+center,3429551,3439650
NC_000913.2,SSG-LUGIA-P+center,4162151,4196950
NC_000913.2,SSG-LUGIA-P+center,4504851,4544050
NC_000913.2,SSG-LUGIA-F,258301,317100
NC_000913.2,SSG-LUGIA-F,557801,582800
NC_000913.2,SSG-LUGIA-F,1189101,1222400
NC_000913.2,SSG-LUGIA-F,1567501,1592900
NC_000913.2,SSG-LUGIA-F,2034501,2087700
NC_000913.2,SSG-LUGIA-F,2101201,2113200
NC_000913.2,SSG-LUGIA-F,2459001,2484800
NC_000913.2,SSG-LUGIA-F,2748301,2782400
NC_000913.2,SSG-LUGIA-F,3422901,3436600
NC_000913.2,SSG-LUGIA-F,3609301,3635900
NC_000913.2,SSG-LUGIA-F,4156501,4194400
NC_000913.2,SSG-LUGIA-F,4484501,4541000
NC_000913.2,SSG-LUGIA-F+center,263251,322050
NC_000913.2,SSG-LUGIA-F+center,562751,587750
NC_000913.2,SSG-LUGIA-F+center,1194051,1227350
NC_000913.2,SSG-LUGIA-F+center,1572451,1597850
NC_000913.2,SSG-LUGIA-F+center,2039451,2092650
NC_000913.2,SSG-LUGIA-F+center,2106151,2118150
NC_000913.2,SSG-LUGIA-F+center,2463951,2489750
NC_000913.2,SSG-LUGIA-F+center,2753251,2787350
NC_000913.2,SSG-LUGIA-F+center,3427851,3441550
NC_000913.2,SSG-LUGIA-F+center,3614251,3640850
NC_000913.2,SSG-LUGIA-F+center,4161451,4199350
NC_000913.2,SSG-LUGIA-F+center,4489451,4545950
NC_000913.2,SSG-LUGIA-R,45101,93600
NC_000913.2,SSG-LUGIA-R,95401,115200
NC_000913.2,SSG-LUGIA-R,128101,166700
NC_000913.2,SSG-LUGIA-R,252001,331500
NC_000913.2,SSG-LUGIA-R,443501,473600
NC_000913.2,SSG-LUGIA-R,499701,587800
NC_000913.2,SSG-LUGIA-R,731601,753900
NC_000913.2,SSG-LUGIA-R,755801,767300
NC_000913.2,SSG-LUGIA-R,1075001,1130700
NC_000913.2,SSG-LUGIA-R,1187501,1223400
NC_000913.2,SSG-LUGIA-R,1372801,1481700
NC_000913.2,SSG-LUGIA-R,1564201,1654000
NC_000913.2,SSG-LUGIA-R,1780501,1820400
NC_000913.2,SSG-LUGIA-R,2017001,2121300
NC_000913.2,SSG-LUGIA-R,2150101,2201600
NC_000913.2,SSG-LUGIA-R,2370901,2395100
NC_000913.2,SSG-LUGIA-R,2454301,2499700
NC_000913.2,SSG-LUGIA-R,2633101,2653700
NC_000913.2,SSG-LUGIA-R,2735001,2794400
NC_000913.2,SSG-LUGIA-R,3415501,3466300
NC_000913.2,SSG-LUGIA-R,3587201,3646400
NC_000913.2,SSG-LUGIA-R,3771601,3783500
NC_000913.2,SSG-LUGIA-R,3797301,3808300
NC_000913.2,SSG-LUGIA-R,3882501,3933700
NC_000913.2,SSG-LUGIA-R,4155501,4208700
NC_000913.2,SSG-LUGIA-R,4295901,4308100
NC_000913.2,SSG-LUGIA-R,4343801,4362400
NC_000913.2,SSG-LUGIA-R,4386701,4406500
NC_000913.2,SSG-LUGIA-R,4475201,4575100
NC_000913.2,SSG-LUGIA-R+center,50051,98550
NC_000913.2,SSG-LUGIA-R+center,100351,120150
NC_000913.2,SSG-LUGIA-R+center,133051,171650
NC_000913.2,SSG-LUGIA-R+center,256951,336450
NC_000913.2,SSG-LUGIA-R+center,448451,478550
NC_000913.2,SSG-LUGIA-R+center,504651,592750
NC_000913.2,SSG-LUGIA-R+center,736551,758850
NC_000913.2,SSG-LUGIA-R+center,760751,772250
NC_000913.2,SSG-LUGIA-R+center,1079951,1135650
NC_000913.2,SSG-LUGIA-R+center,1192451,1228350
NC_000913.2,SSG-LUGIA-R+center,1377751,1486650
NC_000913.2,SSG-LUGIA-R+center,1569151,1658950
NC_000913.2,SSG-LUGIA-R+center,1785451,1825350
NC_000913.2,SSG-LUGIA-R+center,2021951,2126250
NC_000913.2,SSG-LUGIA-R+center,2155051,2206550
NC_000913.2,SSG-LUGIA-R+center,2375851,2400050
NC_000913.2,SSG-LUGIA-R+center,2459251,2504650
NC_000913.2,SSG-LUGIA-R+center,2638051,2658650
NC_000913.2,SSG-LUGIA-R+center,2739951,2799350
NC_000913.2,SSG-LUGIA-R+center,3420451,3471250
NC_000913.2,SSG-LUGIA-R+center,3592151,3651350
NC_000913.2,SSG-LUGIA-R+center,3776551,3788450
NC_000913.2,SSG-LUGIA-R+center,3802251,3813250
NC_000913.2,SSG-LUGIA-R+center,3887451,3938650
NC_000913.2,SSG-LUGIA-R+center,4160451,4213650
NC_000913.2,SSG-LUGIA-R+center,4300851,4313050
NC_000913.2,SSG-LUGIA-R+center,4348751,4367350
NC_000913.2,SSG-LUGIA-R+center,4391651,4411450
NC_000913.2,SSG-LUGIA-R+center,4480151,4580050
NC_002516.2,SSG-LUGIA-P,1034001,1073200
NC_002516.2,SSG-LUGIA-P,1367601,1381800
NC_002516.2,SSG-LUGIA-P,1480301,1503400
NC_002516.2,SSG-LUGIA-P,2442701,2457300
NC_002516.2,SSG-LUGIA-P,2646301,2682600
NC_002516.2,SSG-LUGIA-P,2750101,2775400
NC_002516.2,SSG-LUGIA-P,3072801,3098200
NC_002516.2,SSG-LUGIA-P,3332201,3350800
NC_002516.2,SSG-LUGIA-P,3519101,3548600
NC_002516.2,SSG-LUGIA-P,3963801,3985400
NC_002516.2,SSG-LUGIA-P,4728901,4801400
NC_002516.2,SSG-LUGIA-P,5319601,5341900
NC_002516.2,SSG-LUGIA-P+center,1038951,1078150
NC_002516.2,SSG-LUGIA-P+center,1372551,1386750
NC_002516.2,SSG-LUGIA-P+center,1485251,1508350
NC_002516.2,SSG-LUGIA-P+center,2447651,2462250
NC_002516.2,SSG-LUGIA-P+center,2651251,2687550
NC_002516.2,SSG-LUGIA-P+center,2755051,2780350
NC_002516.2,SSG-LUGIA-P+center,3077751,3103150
NC_002516.2,SSG-LUGIA-P+center,3337151,3355750
NC_002516.2,SSG-LUGIA-P+center,3524051,3553550
NC_002516.2,SSG-LUGIA-P+center,3968751,3990350
NC_002516.2,SSG-LUGIA-P+center,4733851,4806350
NC_002516.2,SSG-LUGIA-P+center,5324551,5346850
NC_002516.2,SSG-LUGIA-F,701201,713600
NC_002516.2,SSG-LUGIA-F,1025501,1074000
NC_002516.2,SSG-LUGIA-F,1360701,1385900
NC_002516.2,SSG-LUGIA-F,1479301,1505600
NC_002516.2,SSG-LUGIA-F,2440501,2460400
NC_002516.2,SSG-LUGIA-F,2646001,2684900
NC_002516.2,SSG-LUGIA-F,2749301,2775700
NC_002516.2,SSG-LUGIA-F,2969701,2992600
NC_002516.2,SSG-LUGIA-F,3072501,3098600
NC_002516.2,SSG-LUGIA-F,3329501,3353700
NC_002516.2,SSG-LUGIA-F,3518801,3549200
NC_002516.2,SSG-LUGIA-F,3961001,3987900
NC_002516.2,SSG-LUGIA-F,4716501,4806300
NC_002516.2,SSG-LUGIA-F,5318401,5345700
NC_002516.2,SSG-LUGIA-F+center,706151,718550
NC_002516.2,SSG-LUGIA-F+center,1030451,1078950
NC_002516.2,SSG-LUGIA-F+center,1365651,1390850
NC_002516.2,SSG-LUGIA-F+center,1484251,1510550
NC_002516.2,SSG-LUGIA-F+center,2445451,2465350
NC_002516.2,SSG-LUGIA-F+center,2650951,2689850
NC_002516.2,SSG-LUGIA-F+center,2754251,2780650
NC_002516.2,SSG-LUGIA-F+center,2974651,2997550
NC_002516.2,SSG-LUGIA-F+center,3077451,3103550
NC_002516.2,SSG-LUGIA-F+center,3334451,3358650
NC_002516.2,SSG-LUGIA-F+center,3523751,3554150
NC_002516.2,SSG-LUGIA-F+center,3965951,3992850
NC_002516.2,SSG-LUGIA-F+center,4721451,4811250
NC_002516.2,SSG-LUGIA-F+center,5323351,5350650
NC_002516.2,SSG-LUGIA-R,36901,73300
NC_002516.2,SSG-LUGIA-R,163801,195500
NC_002516.2,SSG-LUGIA-R,622301,667800
NC_002516.2,SSG-LUGIA-R,675501,719500
NC_002516.2,SSG-LUGIA-R,756401,804000
NC_002516.2,SSG-LUGIA-R,873801,890400
NC_002516.2,SSG-LUGIA-R,897101,907900
NC_002516.2,SSG-LUGIA-R,1000901,1084900
NC_002516.2,SSG-LUGIA-R,1141301,1183600
NC_002516.2,SSG-LUGIA-R,1237401,1254900
NC_002516.2,SSG-LUGIA-R,1310701,1393600
NC_002516.2,SSG-LUGIA-R,1434101,1448600
NC_002516.2,SSG-LUGIA-R,1455701,1530700
NC_002516.2,SSG-LUGIA-R,1579401,1592200
NC_002516.2,SSG-LUGIA-R,1610301,1732900
NC_002516.2,SSG-LUGIA-R,1784701,1795700
NC_002516.2,SSG-LUGIA-R,1830501,1870600
NC_002516.2,SSG-LUGIA-R,1887101,1897800
NC_002516.2,SSG-LUGIA-R,1907101,1972700
NC_002516.2,SSG-LUGIA-R,2062501,2140900
NC_002516.2,SSG-LUGIA-R,2205401,2222600
NC_002516.2,SSG-LUGIA-R,2225701,2248000
NC_002516.2,SSG-LUGIA-R,2285501,2312900
NC_002516.2,SSG-LUGIA-R,2350501,2396300
NC_002516.2,SSG-LUGIA-R,2434601,2469300
NC_002516.2,SSG-LUGIA-R,2513901,2554000
NC_002516.2,SSG-LUGIA-R,2566901,2579500
NC_002516.2,SSG-LUGIA-R,2586001,2606800
NC_002516.2,SSG-LUGIA-R,2645101,2782100
NC_002516.2,SSG-LUGIA-R,2960801,3041200
NC_002516.2,SSG-LUGIA-R,3071401,3102800
NC_002516.2,SSG-LUGIA-R,3317001,3368700
NC_002516.2,SSG-LUGIA-R,3424301,3452300
NC_002516.2,SSG-LUGIA-R,3515701,3552300
NC_002516.2,SSG-LUGIA-R,3664601,3680000
NC_002516.2,SSG-LUGIA-R,3958601,3992700
NC_002516.2,SSG-LUGIA-R,4065901,4086800
NC_002516.2,SSG-LUGIA-R,4304701,4320100
NC_002516.2,SSG-LUGIA-R,4708601,4812300
NC_002516.2,SSG-LUGIA-R,4843401,4861500
NC_002516.2,SSG-LUGIA-R,4936801,4961100
NC_002516.2,SSG-LUGIA-R,5029201,5067200
NC_002516.2,SSG-LUGIA-R,5078201,5098900
NC_002516.2,SSG-LUGIA-R,5311601,5353000
NC_002516.2,SSG-LUGIA-R,5619801,5691500
NC_002516.2,SSG-LUGIA-R,5903101,5936900
NC_002516.2,SSG-LUGIA-R,6242801,6254500
NC_002516.2,SSG-LUGIA-R+center,41851,78250
NC_002516.2,SSG-LUGIA-R+center,168751,200450
NC_002516.2,SSG-LUGIA-R+center,627251,672750
NC_002516.2,SSG-LUGIA-R+center,680451,724450
NC_002516.2,SSG-LUGIA-R+center,761351,808950
NC_002516.2,SSG-LUGIA-R+center,878751,895350
NC_002516.2,SSG-LUGIA-R+center,902051,912850
NC_002516.2,SSG-LUGIA-R+center,1005851,1089850
NC_002516.2,SSG-LUGIA-R+center,1146251,1188550
NC_002516.2,SSG-LUGIA-R+center,1242351,1259850
NC_002516.2,SSG-LUGIA-R+center,1315651,1398550
NC_002516.2,SSG-LUGIA-R+center,1439051,1453550
NC_002516.2,SSG-LUGIA-R+center,1460651,1535650
NC_002516.2,SSG-LUGIA-R+center,1584351,1597150
NC_002516.2,SSG-LUGIA-R+center,1615251,1737850
NC_002516.2,SSG-LUGIA-R+center,1789651,1800650
NC_002516.2,SSG-LUGIA-R+center,1835451,1875550
NC_002516.2,SSG-LUGIA-R+center,1892051,1902750
NC_002516.2,SSG-LUGIA-R+center,1912051,1977650
NC_002516.2,SSG-LUGIA-R+center,2067451,2145850
NC_002516.2,SSG-LUGIA-R+center,2210351,2227550
NC_002516.2,SSG-LUGIA-R+center,2230651,2252950
NC_002516.2,SSG-LUGIA-R+center,2290451,2317850
NC_002516.2,SSG-LUGIA-R+center,2355451,2401250
NC_002516.2,SSG-LUGIA-R+center,2439551,2474250
NC_002516.2,SSG-LUGIA-R+center,2518851,2558950
NC_002516.2,SSG-LUGIA-R+center,2571851,2584450
NC_002516.2,SSG-LUGIA-R+center,2590951,2611750
NC_002516.2,SSG-LUGIA-R+center,2650051,2787050
NC_002516.2,SSG-LUGIA-R+center,2965751,3046150
NC_002516.2,SSG-LUGIA-R+center,3076351,3107750
NC_002516.2,SSG-LUGIA-R+center,3321951,3373650
NC_002516.2,SSG-LUGIA-R+center,3429251,3457250
NC_002516.2,SSG-LUGIA-R+center,3520651,3557250
NC_002516.2,SSG-LUGIA-R+center,3669551,3684950
NC_002516.2,SSG-LUGIA-R+center,3963551,3997650
NC_002516.2,SSG-LUGIA-R+center,4070851,4091750
NC_002516.2,SSG-LUGIA-R+center,4309651,4325050
NC_002516.2,SSG-LUGIA-R+center,4713551,4817250
NC_002516.2,SSG-LUGIA-R+center,4848351,4866450
NC_002516.2,SSG-LUGIA-R+center,4941751,4966050
NC_002516.2,SSG-LUGIA-R+center,5034151,5072150
NC_002516.2,SSG-LUGIA-R+center,5083151,5103850
NC_002516.2,SSG-LUGIA-R+center,5316551,5357950
NC_002516.2,SSG-LUGIA-R+center,5624751,5696450
NC_002516.2,SSG-LUGIA-R+center,5908051,5941850
NC_002516.2,SSG-LUGIA-R+center,6247751,6259450
NC_002655.2,SSG-LUGIA-P,240101,263500
NC_002655.2,SSG-LUGIA-P,575401,606000
NC_002655.2,SSG-LUGIA-P,1097901,1138100
NC_002655.2,SSG-LUGIA-P,1263901,1289800
NC_002655.2,SSG-LUGIA-P,1347201,1380100
NC_002655.2,SSG-LUGIA-P,1493101,1531600
NC_002655.2,SSG-LUGIA-P,1638601,1673600
NC_002655.2,SSG-LUGIA-P,1711001,1738700
NC_002655.2,SSG-LUGIA-P,1893001,1920200
NC_002655.2,SSG-LUGIA-P,2113801,2145300
NC_002655.2,SSG-LUGIA-P,2273701,2313800
NC_002655.2,SSG-LUGIA-P,2735601,2771800
NC_002655.2,SSG-LUGIA-P,2962201,2991700
NC_002655.2,SSG-LUGIA-P,3549601,3571400
NC_002655.2,SSG-LUGIA-P,3770601,3799000
NC_002655.2,SSG-LUGIA-P,4653901,4689700
NC_002655.2,SSG-LUGIA-P+center,245051,268450
NC_002655.2,SSG-LUGIA-P+center,580351,610950
NC_002655.2,SSG-LUGIA-P+center,1102851,1143050
NC_002655.2,SSG-LUGIA-P+center,1268851,1294750
NC_002655.2,SSG-LUGIA-P+center,1352151,1385050
NC_002655.2,SSG-LUGIA-P+center,1498051,1536550
NC_002655.2,SSG-LUGIA-P+center,1643551,1678550
NC_002655.2,SSG-LUGIA-P+center,1715951,1743650
NC_002655.2,SSG-LUGIA-P+center,1897951,1925150
NC_002655.2,SSG-LUGIA-P+center,2118751,2150250
NC_002655.2,SSG-LUGIA-P+center,2278651,2318750
NC_002655.2,SSG-LUGIA-P+center,2740551,2776750
NC_002655.2,SSG-LUGIA-P+center,2967151,2996650
NC_002655.2,SSG-LUGIA-P+center,3554551,3576350
NC_002655.2,SSG-LUGIA-P+center,3775551,3803950
NC_002655.2,SSG-LUGIA-P+center,4658851,4694650
NC_002655.2,SSG-LUGIA-F,228401,270200
NC_002655.2,SSG-LUGIA-F,307701,324700
NC_002655.2,SSG-LUGIA-F,574901,607100
NC_002655.2,SSG-LUGIA-F,896201,923800
NC_002655.2,SSG-LUGIA-F,1061001,1140200
NC_002655.2,SSG-LUGIA-F,1253401,1292100
NC_002655.2,SSG-LUGIA-F,1339101,1381400
NC_002655.2,SSG-LUGIA-F,1427601,1533900
NC_002655.2,SSG-LUGIA-F,1633901,1675300
NC_002655.2,SSG-LUGIA-F,1708701,1740700
NC_002655.2,SSG-LUGIA-F,1871601,1924000
NC_002655.2,SSG-LUGIA-F,2112501,2150800
NC_002655.2,SSG-LUGIA-F,2267501,2314500
NC_002655.2,SSG-LUGIA-F,2732701,2775500
NC_002655.2,SSG-LUGIA-F,2958601,2999800
NC_002655.2,SSG-LUGIA-F,3545901,3572500
NC_002655.2,SSG-LUGIA-F,3770301,3799300
NC_002655.2,SSG-LUGIA-F,4651101,4690400
NC_002655.2,SSG-LUGIA-F,5040301,5057800
NC_002655.2,SSG-LUGIA-F+center,233351,275150
NC_002655.2,SSG-LUGIA-F+center,312651,329650
NC_002655.2,SSG-LUGIA-F+center,579851,612050
NC_002655.2,SSG-LUGIA-F+center,901151,928750
NC_002655.2,SSG-LUGIA-F+center,1065951,1145150
NC_002655.2,SSG-LUGIA-F+center,1258351,1297050
NC_002655.2,SSG-LUGIA-F+center,1344051,1386350
NC_002655.2,SSG-LUGIA-F+center,1432551,1538850
NC_002655.2,SSG-LUGIA-F+center,1638851,1680250
NC_002655.2,SSG-LUGIA-F+center,1713651,1745650
NC_002655.2,SSG-LUGIA-F+center,1876551,1928950
NC_002655.2,SSG-LUGIA-F+center,2117451,2155750
NC_002655.2,SSG-LUGIA-F+center,2272451,2319450
NC_002655.2,SSG-LUGIA-F+center,2737651,2780450
NC_002655.2,SSG-LUGIA-F+center,2963551,3004750
NC_002655.2,SSG-LUGIA-F+center,3550851,3577450
NC_002655.2,SSG-LUGIA-F+center,3775251,3804250
NC_002655.2,SSG-LUGIA-F+center,4656051,4695350
NC_002655.2,SSG-LUGIA-F+center,5045251,5062750
NC_002655.2,SSG-LUGIA-R,218601,275400
NC_002655.2,SSG-LUGIA-R,297901,392700
NC_002655.2,SSG-LUGIA-R,565901,629900
NC_002655.2,SSG-LUGIA-R,887101,926400
NC_002655.2,SSG-LUGIA-R,1051801,1151400
NC_002655.2,SSG-LUGIA-R,1242901,1296300
NC_002655.2,SSG-LUGIA-R,1325801,1385200
NC_002655.2,SSG-LUGIA-R,1407601,1543200
NC_002655.2,SSG-LUGIA-R,1622501,1758300
NC_002655.2,SSG-LUGIA-R,1839801,1927200
NC_002655.2,SSG-LUGIA-R,1959901,1989800
NC_002655.2,SSG-LUGIA-R,2020301,2035700
NC_002655.2,SSG-LUGIA-R,2091601,2163800
NC_002655.2,SSG-LUGIA-R,2265601,2330400
NC_002655.2,SSG-LUGIA-R,2652001,2684700
NC_002655.2,SSG-LUGIA-R,2724801,2870000
NC_002655.2,SSG-LUGIA-R,2908801,3009300
NC_002655.2,SSG-LUGIA-R,3257901,3290400
NC_002655.2,SSG-LUGIA-R,3527501,3574400
