host,donor,insert_len,seed,method,n_inserts,n_pred,detected,detection_rate,precision,recall,f1,accuracy,mcc,TP,FP,TN,FN,n_matched,mabe,median_jaccard,median_signed_start,median_signed_end,within_1000,within_2500,within_5000,delta_gc,tnf_euclidean,tnf_manhattan,tnf_cosine_dist
AC_000091.1,NC_010473.1,40000,1,DNABERT-S-only,6,14,1,16.666666666666664,0.17739838177196146,0.4166666666666667,0.24884814415275291,82.66226358580764,-0.08419952715916633,1000,562703,3821332,239000,1,41000.0,0.012048192771084338,-43000.0,-39000.0,0.0,0.0,0.0,0.0001826143753953513,0.00039472182234001044,0.004570779493802233,1.743715881685759e-05
AC_000091.1,NC_010473.1,40000,1,SAGE-GI,6,13,0,0.0,0.0,0.0,0.0,84.08958842223296,-0.08107595634683129,0,495703,3888332,240000,0,,,,,,,,0.0001826143753953513,0.00039472182234001044,0.004570779493802233,1.743715881685759e-05
AC_000091.1,NC_010473.1,40000,1,SAGE-GI/no-refine,6,13,2,33.33333333333333,2.417300841879957,4.583333333333333,3.1652262489335343,85.44446571014277,-0.04129902887803494,11000,444053,3939982,229000,2,32700.0,0.0737888429081676,-29900.0,-34500.0,0.0,0.0,0.0,0.0001826143753953513,0.00039472182234001044,0.004570779493802233,1.743715881685759e-05
AC_000091.1,NC_010473.1,80000,0,Comp-only,6,11,0,0.0,0.0,0.0,0.0,82.19373421449475,-0.09716200166141695,0,386103,3997932,480000,0,,,,,,,,0.0001826143753953513,0.00039472182234001044,0.004570779493802233,1.743715881685759e-05
AC_000091.1,NC_010473.1,80000,0,DNABERT-2-only,6,12,1,16.666666666666664,4.622983527579747,3.958333333333333,4.264918798190777,82.46332520222408,-0.05343206900655129,19000,391990,3992045,461000,1,37500.0,0.20212765957446807,-14000.0,-61000.0,0.0,0.0,0.0,0.0001826143753953513,0.00039472182234001044,0.004570779493802233,1.743715881685759e-05
AC_000091.1,NC_010473.1,80000,0,DNABERT-S-only,6,15,2,33.33333333333333,6.262381568436375,8.541666666666666,7.226560606608073,78.35741313539067,-0.04768442683713911,41000,613703,3770332,439000,2,30000.0,0.2485294117647059,16500.0,-40500.0,0.0,0.0,25.0,0.0001826143753953513,0.00039472182234001044,0.004570779493802233,1.743715881685759e-05
AC_000091.1,NC_010473.1,80000,0,SAGE-GI,6,14,2,33.33333333333333,7.024120143292051,8.541666666666666,7.708918748936498,79.81710657920841,-0.03521770072442367,41000,542703,3841332,439000,2,30000.0,0.2485294117647059,16500.0,-40500.0,0.0,0.0,25.0,0.0001826143753953513,0.00039472182234001044,0.004570779493802233,1.743715881685759e-05
AC_000091.1,NC_010473.1,80000,0,SAGE-GI/no-refine,6,14,2,33.33333333333333,6.4616768478403195,7.09375,6.762977020774555,80.6980624111463,-0.0398159116100405,34050,492903,3891132,445950,2,29800.0,0.20440140845070423,13800.0,-44800.0,0.0,0.0,0.0,0.0001826143753953513,0.00039472182234001044,0.004570779493802233,1.743715881685759e-05
AC_000091.1,NC_008563.1,5000,0,Comp-only,6,12,1,16.666666666666664,1.3206445802067073,16.666666666666664,2.4473633331130706,90.96964568699613,0.023896777184502994,5000,373603,4010432,25000,1,7550.0,0.24875621890547264,-9600.0,5500.0,0.0,0.0,0.0,0.0025101211951159552,0.0012272310525075648,0.014560971723750314,0.00016796450890310677
AC_000091.1,NC_008563.1,5000,0,DNABERT-2-only,6,12,1,16.666666666666664,1.282741989276277,16.666666666666664,2.382143452678721,90.71620410803267,0.022845183837372236,5000,384790,3999245,25000,1,14000.0,0.15151515151515152,-14000.0,14000.0,0.0,0.0,0.0,0.0025101211951159552,0.0012272310525075648,0.014560971723750314,0.00016796450890310677
AC_000091.1,NC_008563.1,5000,0,DNABERT-S-only,6,14,1,16.666666666666664,0.8094504964359894,16.666666666666664,1.5439175053998513,85.5528331787129,0.006372669734017724,5000,612703,3771332,25000,1,11500.0,0.17857142857142858,-6000.0,17000.0,0.0,0.0,0.0,0.0025101211951159552,0.0012272310525075648,0.014560971723750314,0.00016796450890310677
AC_000091.1,NC_008563.1,5000,0,SAGE-GI,6,13,1,16.666666666666664,0.9458894482248493,16.666666666666664,1.7901801458280748,87.57139442709449,0.011952404647977725,5000,523603,3860432,25000,1,11500.0,0.17857142857142858,-6000.0,17000.0,0.0,0.0,0.0,0.0025101211951159552,0.0012272310525075648,0.014560971723750314,0.00016796450890310677
AC_000091.1,NC_008563.1,5000,0,SAGE-GI/no-refine,6,13,1,16.666666666666664,1.021444199524824,16.666666666666664,1.9249166992298408,88.45720525550885,0.0146921802686726,5000,484503,3899532,25000,1,8500.0,0.22727272727272727,-5350.0,11650.0,0.0,0.0,0.0,0.0025101211951159552,0.0012272310525075648,0.014560971723750314,0.00016796450890310677
AC_000091.1,NC_010473.1,80000,1,Comp-only,6,12,1,16.666666666666664,10.196297611045233,8.4375,9.233894548924253,83.6308126894646,0.0032790642925473812,40500,356703,4027332,439500,1,38850.0,0.3426395939086294,-38200.0,-39500.0,0.0,0.0,0.0,0.0001826143753953513,0.00039472182234001044,0.004570779493802233,1.743715881685759e-05
AC_000091.1,NC_010473.1,80000,1,DNABERT-2-only,6,14,2,33.33333333333333,14.961397394516649,14.166666666666666,14.553190305435082,83.58352684550995,0.054826296200711847,68000,386503,3997532,412000,2,32500.0,0.35183486238532113,13500.0,-18000.0,25.0,25.0,25.0,0.0001826143753953513,0.00039472182234001044,0.004570779493802233,1.743715881685759e-05
AC_000091.1,NC_010473.1,80000,1,DNABERT-S-only,6,16,2,33.33333333333333,13.7665418606922,17.916666666666668,15.56979568264049,80.82450064606854,0.05017534334370015,86000,538703,3845332,394000,2,34500.0,0.4413617886178862,-5000.0,-20500.0,0.0,0.0,25.0,0.0001826143753953513,0.00039472182234001044,0.004570779493802233,1.743715881685759e-05
AC_000091.1,NC_010473.1,80000,1,SAGE-GI,6,13,2,33.33333333333333,10.450877970516911,11.25,10.835725386599618,81.72909939998377,0.00673387274870577,54000,462703,3921332,426000,2,39500.0,0.23094512195121952,-29500.0,-53000.0,0.0,0.0,0.0,0.0001826143753953513,0.00039472182234001044,0.004570779493802233,1.743715881685759e-05
AC_000091.1,NC_010473.1,80000,1,SAGE-GI/no-refine,6,14,1,16.666666666666664,9.548151758093967,9.510416666666668,9.529246855505097,82.17934287068248,-0.0035447683113160773,45650,432453,3951582,434350,1,34250.0,0.3999123959702146,-34150.0,-34350.0,0.0,0.0,0.0,0.0001826143753953513,0.00039472182234001044,0.004570779493802233,1.743715881685759e-05
AC_000091.1,NC_008563.1,5000,1,Comp-only,6,12,1,16.666666666666664,1.391195955515118,16.666666666666664,2.5680336309684315,91.40462184826355,0.025784342807253592,5000,354403,4029632,25000,1,25750.0,0.08849557522123894,-38100.0,13400.0,0.0,0.0,0.0,0.0025101211951159552,0.0012272310525075648,0.014560971723750314,0.00016796450890310677
AC_000091.1,NC_008563.1,5000,1,DNABERT-2-only,6,14,2,33.33333333333333,1.040574605297045,13.333333333333334,1.9304879549617158,90.79293662148126,0.013567974435500974,4000,380403,4003632,26000,2,8000.0,0.08496732026143791,-13000.0,5000.0,0.0,0.0,50.0,0.0025101211951159552,0.0012272310525075648,0.014560971723750314,0.00016796450890310677
AC_000091.1,NC_008563.1,5000,1,DNABERT-S-only,6,14,1,16.666666666666664,0.3939310975117343,6.666666666666667,0.7439050925882876,87.90895405224471,-0.012537120040842729,2000,505703,3878332,28000,1,23000.0,0.041666666666666664,-43000.0,-3000.0,0.0,0.0,50.0,0.0025101211951159552,0.0012272310525075648,0.014560971723750314,0.00016796450890310677
AC_000091.1,NC_008563.1,5000,1,SAGE-GI,6,12,1,16.666666666666664,1.0488711000350324,16.666666666666664,1.973542686741543,88.74718936302045,0.015636778292459533,5000,471703,3912332,25000,1,24000.0,0.09433962264150944,-43000.0,5000.0,0.0,0.0,50.0,0.0025101211951159552,0.0012272310525075648,0.014560971723750314,0.00016796450890310677
AC_000091.1,NC_008563.1,5000,1,SAGE-GI/no-refine,6,12,1,16.666666666666664,1.048984099245423,15.166666666666668,1.962251457133431,89.6998324662129,0.01483957876394775,4550,429203,3954832,25450,1,17250.0,0.11651728553137004,-34050.0,-450.0,50.0,50.0,50.0,0.0025101211951159552,0.0012272310525075648,0.014560971723750314,0.00016796450890310677
AC_000091.1,NC_008563.1,10000,0,Comp-only,6,11,0,0.0,0.0,0.0,0.0,90.12152244525527,-0.03572135778918943,0,379003,4005032,60000,0,,,,,,,,0.0025101211951159552,0.0012272310525075648,0.014560971723750314,0.00016796450890310677
AC_000091.1,NC_008563.1,10000,0,DNABERT-2-only,6,13,1,16.666666666666664,2.4158265629793907,16.666666666666664,4.219970164810935,89.78547648702137,0.0295944323926239,10000,403937,3980098,50000,1,14000.0,0.2631578947368421,-14000.0,14000.0,0.0,0.0,0.0,0.0025101211951159552,0.0012272310525075648,0.014560971723750314,0.00016796450890310677
AC_000091.1,NC_008563.1,10000,0,DNABERT-S-only,6,14,1,16.666666666666664,1.3635519163869965,13.333333333333334,2.4740877960980545,85.80787505048903,0.0004537606326819021,8000,578703,3805332,52000,1,10000.0,0.2857142857142857,2000.0,18000.0,0.0,50.0,50.0,0.0025101211951159552,0.0012272310525075648,0.014560971723750314,0.00016796450890310677
AC_000091.1,NC_008563.1,10000,0,SAGE-GI,6,13,1,16.666666666666664,1.4500555552534606,13.333333333333334,2.615648443770915,86.59544760561066,0.0032599697310758697,8000,543703,3840332,52000,1,10000.0,0.2857142857142857,2000.0,18000.0,0.0,50.0,50.0,0.0025101211951159552,0.0012272310525075648,0.014560971723750314,0.00016796450890310677
AC_000091.1,NC_008563.1,10000,0,SAGE-GI/no-refine,6,13,1,16.666666666666664,1.9170184581491543,15.75,3.4180120191046983,87.98270040627493,0.017350480029270882,9450,483503,3900532,50550,1,3150.0,0.6,550.0,5750.0,50.0,50.0,50.0,0.0025101211951159552,0.0012272310525075648,0.014560971723750314,0.00016796450890310677
AC_000091.1,NC_008563.1,10000,1,Comp-only,6,12,2,33.33333333333333,3.4031848364973873,20.833333333333336,5.850649305059875,90.94734852448282,0.05339772248274025,12500,354803,4029232,47500,2,22700.0,0.1098652985146327,-35150.0,3200.0,0.0,0.0,0.0,0.0025101211951159552,0.0012272310525075648,0.014560971723750314,0.00016796450890310677
AC_000091.1,NC_008563.1,10000,1,DNABERT-2-only,6,12,2,33.33333333333333,5.264681881597304,33.33333333333333,9.093182386505717,91.0016460266402,0.10370312643147506,20000,359890,4024145,40000,2,23000.0,0.22902603664416588,-26500.0,11000.0,25.0,25.0,25.0,0.0025101211951159552,0.0012272310525075648,0.014560971723750314,0.00016796450890310677
AC_000091.1,NC_008563.1,10000,1,DNABERT-S-only,6,13,2,33.33333333333333,3.671725692716948,33.33333333333333,6.614817521990133,87.29301186871841,0.07518604779533049,20000,524703,3859332,40000,2,24000.0,0.20382395382395382,-33500.0,13000.0,0.0,25.0,25.0,0.0025101211951159552,0.0012272310525075648,0.014560971723750314,0.00016796450890310677
AC_000091.1,NC_008563.1,10000,1,SAGE-GI,6,13,2,33.33333333333333,4.010402985343982,33.33333333333333,7.15943891477225,88.32810722687827,0.08195419216456591,20000,478703,3905332,40000,2,24000.0,0.20382395382395382,-33500.0,13000.0,0.0,25.0,25.0,0.0025101211951159552,0.0012272310525075648,0.014560971723750314,0.00016796450890310677
AC_000091.1,NC_008563.1,10000,1,SAGE-GI/no-refine,6,14,2,33.33333333333333,4.408765478356663,32.75,7.771359869330417,89.50496564496004,0.08848643761304512,19650,426053,3957982,40350,2,22300.0,0.21384933192686356,-30250.0,9350.0,25.0,25.0,25.0,0.0025101211951159552,0.0012272310525075648,0.014560971723750314,0.00016796450890310677
AC_000091.1,NC_008563.1,20000,0,Comp-only,6,13,2,33.33333333333333,5.239076525444449,16.25,7.923559994555091,89.93784462154491,0.04798837426297309,19500,352703,4031332,100500,2,10250.0,0.3670835337502004,-6750.0,-5600.0,0.0,0.0,50.0,0.0025101211951159552,0.0012272310525075648,0.014560971723750314,0.00016796450890310677
AC_000091.1,NC_008563.1,20000,0,DNABERT-2-only,6,11,1,16.666666666666664,4.843905156337039,16.666666666666664,7.506239561635608,89.05670137998484,0.042998285990261356,20000,392890,3991145,100000,1,40000.0,0.2,0.0,80000.0,50.0,50.0,50.0,0.0025101211951159552,0.0012272310525075648,0.014560971723750314,0.00016796450890310677
AC_000091.1,NC_008563.1,20000,0,DNABERT-S-only,6,14,2,33.33333333333333,4.32826205296128,21.666666666666668,7.215177403174401,85.15324592282253,0.04053549870791327,26000,574703,3809332,94000,2,17500.0,0.1824614065180103,-10500.0,37500.0,0.0,0.0,25.0,0.0025101211951159552,0.0012272310525075648,0.014560971723750314,0.00016796450890310677
AC_000091.1,NC_008563.1,20000,0,SAGE-GI,6,12,1,16.666666666666664,3.174585389811075,14.166666666666666,5.186856505614772,86.20119515057054,0.01164051655599441,17000,518503,3865532,103000,1,44500.0,0.16037735849056603,3000.0,86000.0,0.0,0.0,50.0,0.0025101211951159552,0.0012272310525075648,0.014560971723750314,0.00016796450890310677
AC_000091.1,NC_008563.1,20000,0,SAGE-GI/no-refine,6,14,1,16.666666666666664,4.089954458357107,16.666666666666664,6.568112143946745,87.36681664329873,0.030896298618653756,20000,469003,3915032,100000,1,6500.0,0.6060606060606061,-2450.0,10550.0,0.0,50.0,50.0,0.0025101211951159552,0.0012272310525075648,0.014560971723750314,0.00016796450890310677
AC_000091.1,NC_008563.1,20000,1,Comp-only,6,15,3,50.0,8.066147665677885,25.583333333333336,12.265208158960293,90.24867701960575,0.10191190932712253,30700,349903,4034132,89300,3,5600.0,0.5758754863813229,-5700.0,-5200.0,0.0,0.0,16.666666666666664,0.0025101211951159552,0.0012272310525075648,0.014560971723750314,0.00016796450890310677
AC_000091.1,NC_008563.1,20000,1,DNABERT-2-only,6,14,2,33.33333333333333,5.305180508766811,16.666666666666664,8.048451679108231,89.85376445786945,0.04956462893263859,20000,356990,4027045,100000,2,10000.0,0.3482142857142857,-10000.0,-10000.0,0.0,0.0,25.0,0.0025101211951159552,0.0012272310525075648,0.014560971723750314,0.00016796450890310677
AC_000091.1,NC_008563.1,20000,1,DNABERT-S-only,6,14,2,33.33333333333333,0.5862775868032823,2.5,0.9498134408100009,86.10794543115229,-0.04619716771565145,3000,508703,3875332,117000,2,26000.0,0.025306978137166813,-12000.0,7500.0,0.0,0.0,0.0,0.0025101211951159552,0.0012272310525075648,0.014560971723750314,0.00016796450890310677
AC_000091.1,NC_008563.1,20000,1,SAGE-GI,6,13,2,33.33333333333333,1.2560105337416763,5.0,2.0076860915872934,86.99603799704043,-0.030121970121078645,6000,471703,3912332,114000,2,17000.0,0.07142857142857142,-29500.0,-17000.0,0.0,0.0,0.0,0.0025101211951159552,0.0012272310525075648,0.014560971723750314,0.00016796450890310677
