accession,method,genome_len,n_pred,pred_bp,seconds,precision,recall,f1,accuracy,mcc,TP,FP,TN,FN,n_matched,mabe,median_jaccard,median_signed_start,median_signed_end,within_1000,within_2500,within_5000
NC_003198.1,SAGE-GI-P,4809037,11,505000,47.7,84.81788977429179,93.15066699831122,88.78920129649329,94.87736873765206,0.8563648098066015,142310,25473,523287,10464,10,25565.0,0.12939285714285714,-25216.0,37474.5,0.0,5.0,10.0
NC_003198.1,Emb-only-P,4809037,12,549000,35.0,84.81788977429179,93.15066699831122,88.78920129649329,94.87736873765206,0.8563648098066015,142310,25473,523287,10464,10,25565.0,0.12939285714285714,-25216.0,37474.5,0.0,5.0,10.0
NC_003198.1,SAGE-GI-R,4809037,56,1688800,36.9,53.73236167189545,100.0,69.90377443959936,81.24823600851848,0.6391519167052165,152774,131550,417210,0,11,31661.5,0.12014354066985646,-28073.0,47658.0,0.0,0.0,4.545454545454546
NC_003198.1,Emb-only-R,4809037,53,1682500,30.0,53.99328503269128,100.0,70.12420706685883,81.44409251725504,0.6417560386506838,152774,130176,418584,0,11,32519.5,0.12088720770288858,-31359.0,51158.0,0.0,0.0,4.545454545454546
NC_003485.1,SAGE-GI-P,1895017,6,166000,31.2,31.902375858574484,94.82095046854083,47.74201701912545,85.9961843694614,0.5022800468865737,11333,24191,141023,619,1,5643.0,0.5010389495556833,619.0,10667.0,50.0,50.0,50.0
NC_003485.1,Emb-only-P,1895017,5,200000,22.4,0.0,0.0,0.0,65.65424517119538,-0.16606462227032714,0,48897,116317,11952,0,,,,,,,
NC_003485.1,SAGE-GI-R,1895017,20,692700,25.4,11.227490066038534,100.0,20.18833664118914,46.65962995157084,0.21921362713300266,11952,94501,70713,0,1,14824.0,0.2873076923076923,-19931.0,9717.0,0.0,0.0,0.0
NC_003485.1,Emb-only-R,1895017,20,720100,21.7,11.575450592234608,100.0,20.749099431448286,48.46584559114051,0.22756525010887763,11952,91301,73913,0,1,14124.0,0.2973134328358209,-18831.0,9417.0,0.0,0.0,0.0
NC_003923.1,SAGE-GI-P,2820462,5,179000,21.9,100.0,100.0,100.0,100.0,1.0,20097,0,272372,0,1,22951.5,0.3045,-22218.0,23685.0,0.0,0.0,0.0
NC_003923.1,Emb-only-P,2820462,5,153000,17.7,100.0,100.0,100.0,100.0,1.0,20097,0,272372,0,1,20951.5,0.32414516129032256,-18218.0,23685.0,0.0,0.0,0.0
NC_003923.1,SAGE-GI-R,2820462,31,1033200,17.2,16.149692226097297,100.0,27.808411570579565,64.32271454410554,0.31563883509302054,20097,104345,168027,0,1,17151.5,0.36943014705882354,-13768.0,20535.0,0.0,0.0,0.0
NC_003923.1,Emb-only-R,2820462,32,890800,11.0,20.0342926639618,100.0,33.38094842621045,72.57281968345363,0.37595230494256354,20097,80216,192156,0,1,15901.5,0.3872254335260116,-12168.0,19635.0,0.0,0.0,0.0
NC_003909.8,SAGE-GI-P,5224283,6,336000,34.2,37.72760832670125,76.02453869191382,50.42936057316433,90.24987584357046,0.49159906810005294,78693,129889,1353309,24817,2,2222.0,0.7816666666666667,-7931.5,2222.0,50.0,50.0,75.0
NC_003909.8,Emb-only-P,5224283,7,334000,18.6,32.97595617094253,55.35793643126268,41.33138100665042,89.74770405140706,0.375656915022353,57301,116465,1366733,46209,2,9796.5,0.545080014417012,-7931.5,-8778.0,25.0,25.0,50.0
NC_003909.8,SAGE-GI-R,5224283,56,1835800,19.6,18.288735354190784,95.84774417930635,30.716455155374884,71.79304572738022,0.3433966933951187,99212,443264,1039934,4298,3,7221.0,0.5749004198514371,-3156.0,10986.0,16.666666666666664,16.666666666666664,50.0
NC_003909.8,Emb-only-R,5224283,61,1873200,18.5,16.241802816080863,86.18684185102889,27.332777764160888,70.10414014424833,0.28635705876016276,89212,460062,1023136,14298,3,12747.5,0.5282467919431091,-3056.0,13239.0,0.0,16.666666666666664,33.33333333333333
NC_004070.1,SAGE-GI-P,1900521,8,268000,24.0,17.908505382036353,76.22758426438831,29.00316144819333,80.71120428197774,0.305612083123708,8119,37217,158205,2532,1,16706.5,0.1954878166233266,-30881.0,-2532.0,0.0,0.0,50.0
NC_004070.1,Emb-only-P,1900521,5,245000,14.0,13.937718876605096,76.22758426438831,23.566462998708325,74.44352244107671,0.24864780239942696,8119,50133,145289,2532,1,16706.5,0.1954878166233266,-30881.0,-2532.0,0.0,0.0,50.0
NC_004070.1,SAGE-GI-R,1900521,21,665900,20.5,9.833893001982922,92.65796638813258,17.780700490054773,55.709869803419174,0.20531732484371024,9869,90488,104934,782,1,15656.5,0.23964353358263318,-30531.0,-782.0,50.0,50.0,50.0
NC_004070.1,Emb-only-R,1900521,19,659900,11.1,10.109009785529585,93.59684536663224,18.247213222777443,56.65225429823412,0.21377556377398269,9969,88646,106776,682,1,16606.5,0.23086008058913435,-32531.0,-682.0,50.0,50.0,50.0
NC_003997.3,SAGE-GI-P,5227293,10,386100,19.3,17.920069845567905,75.8387105411122,28.99003131844513,90.92042861031429,0.3404238313196618,28325,129738,1361201,9024,3,8142.0,0.2603947368421053,-10448.0,-3188.0,0.0,0.0,33.33333333333333
NC_003997.3,Emb-only-P,5227293,10,393500,27.9,17.55558496559026,71.03269163833035,28.153171078532807,91.1398244309973,0.3242035307330508,26530,124590,1366349,10819,2,9552.5,0.3954007455731594,-9099.5,10635.5,0.0,0.0,0.0
NC_003997.3,SAGE-GI-R,5227293,56,1824800,26.6,8.06461364392104,100.0,14.925540141187001,72.14052586946963,0.24003274581724893,37349,425773,1065166,0,3,20208.5,0.2300829875518672,-23519.0,6164.0,16.666666666666664,16.666666666666664,16.666666666666664
NC_003997.3,Emb-only-R,5227293,48,1747700,20.3,7.838058772204762,99.09502262443439,14.527078079463049,71.50255710965473,0.23360070654952567,37011,435185,1055754,338,3,14102.5,0.26658653846153846,-27519.0,8664.0,16.666666666666664,16.666666666666664,16.666666666666664
NC_004116.1,SAGE-GI-P,2160267,6,235000,16.6,19.042988952790765,100.0,31.993465756043303,81.34044754697908,0.3914911363097562,9205,39133,161383,0,1,6397.5,0.4184090909090909,-8031.0,4764.0,0.0,0.0,50.0
NC_004116.1,Emb-only-P,2160267,4,226000,12.8,15.779008176628897,100.0,27.2571140919724,76.57268466200333,0.3451479693103875,9205,49132,151384,0,1,6397.5,0.4184090909090909,-8031.0,4764.0,0.0,0.0,50.0
NC_004116.1,SAGE-GI-R,2160267,20,770600,15.0,10.706102652973401,100.0,19.34148596402757,63.392316458533,0.25703943084703074,9205,76774,123742,0,1,14747.5,0.23785529715762274,-13281.0,16214.0,0.0,0.0,0.0
NC_004116.1,Emb-only-R,2160267,22,795600,11.1,9.67287706356462,100.0,17.639506362103326,59.01316510983639,0.235080187978187,9205,85958,114558,0,1,15847.5,0.22506112469437653,-13781.0,17914.0,0.0,0.0,0.0
NC_004088.1,SAGE-GI-P,4600755,10,321000,22.0,0.0,0.0,0.0,94.95636365664193,-0.020210560637488766,0,36729,851393,8493,0,,,,,,,
NC_004088.1,Emb-only-P,4600755,10,320800,18.2,0.0,0.0,0.0,94.20074390903565,-0.022082898288562622,0,43504,844618,8493,0,,,,,,,
NC_004088.1,SAGE-GI-R,4600755,51,1650300,20.9,3.255994050037954,100.0,6.306644142053576,71.8553671308198,0.15267099194914804,8493,252349,635773,0,1,26303.5,0.13900163666121113,-29891.0,22716.0,0.0,0.0,0.0
NC_004088.1,Emb-only-R,4600755,49,1558000,19.4,4.0801325935000365,100.0,7.840367785532291,77.73157932892045,0.17784439423032442,8493,199662,688460,0,1,25103.5,0.14468483816013628,-27891.0,22316.0,0.0,0.0,0.0
NC_004337.1,SAGE-GI-P,4607203,7,273000,25.5,45.57151083279349,70.3961084086171,55.326772040591166,92.02251026518809,0.5262748492052511,25325,30247,446433,10650,2,18355.5,0.2904552631578947,-18355.5,15482.0,25.0,25.0,25.0
NC_004337.1,Emb-only-P,4607203,7,269000,23.9,42.017155276823786,70.3961084086171,52.62447011885961,91.10551930635613,0.5001326534479352,25325,34948,441732,10650,2,18355.5,0.2904552631578947,-18355.5,15482.0,25.0,25.0,25.0
NC_004337.1,SAGE-GI-R,4607203,58,1597200,18.5,17.333506788856447,100.0,29.54570653044296,66.53285347846017,0.33308667661281866,35975,171571,305109,0,3,19042.5,0.2616707616707617,-15222.0,22863.0,0.0,0.0,0.0
NC_004337.1,Emb-only-R,4607203,52,1633800,15.1,19.50097030540227,100.0,32.6373421999247,71.03256576059923,0.36641117916591487,35975,148503,328177,0,3,15942.5,0.3150851063829787,-17122.0,14763.0,0.0,0.0,0.0
NC_004347.1,SAGE-GI-P,4969803,9,270000,29.5,25.362048894062866,20.736327121128475,22.817104973764412,48.133159728331634,-0.15829924113443025,10893,32057,57497,41638,1,16053.5,0.25332558139534883,-32094.0,13.0,50.0,50.0,50.0
NC_004347.1,Emb-only-P,4969803,10,313000,13.3,41.97197885743248,44.13965087281795,43.028531663187195,56.78572685364395,0.08262033385716645,23187,32057,57497,29344,1,18906.5,0.38011475409836065,-33562.0,4251.0,0.0,0.0,50.0
NC_004347.1,SAGE-GI-R,4969803,64,1711500,16.4,41.242893084252856,79.26367287887153,54.25535380385564,50.58380546855755,0.13863443992550145,41638,59320,30234,10893,3,5901.5,0.2834596577017115,-27244.0,1803.0,0.0,33.33333333333333,33.33333333333333
NC_004347.1,Emb-only-R,4969803,63,1605100,11.6,44.94723239284945,79.45403666406503,57.414833105212836,56.423971566315934,0.2269280907979272,41738,51122,38432,10793,3,9352.5,0.2883955223880597,-28244.0,5501.0,0.0,16.666666666666664,16.666666666666664
NC_004368.1,SAGE-GI-P,2211485,3,106000,21.8,49.004047933950545,51.968604338155075,50.442806457823366,73.07667883198046,0.32008547480212013,36681,38172,158946,33902,2,15638.5,0.33346363636363635,-13796.0,22863.5,0.0,0.0,0.0
NC_004368.1,Emb-only-P,2211485,3,210000,11.9,62.291096367095065,95.10505362481051,75.27754726714065,83.52938539639374,0.6692620178882602,67128,40637,156481,3455,3,24145.5,0.2790941176470588,-37304.0,10989.0,0.0,0.0,16.666666666666664
NC_004368.1,SAGE-GI-R,2211485,21,804600,11.5,42.32586634639298,98.859498746157,59.27404626192438,64.18168030750726,0.4585929960750525,69778,95081,102037,805,3,23213.5,0.28478991596638653,-35254.0,11339.0,16.666666666666664,16.666666666666664,16.666666666666664
NC_004368.1,Emb-only-R,2211485,25,775700,10.4,46.8564438091049,96.59266395591007,63.10236154882061,70.2163981456924,0.5074436219096017,68178,77326,119792,2405,3,21413.5,0.27330645161290323,-40554.0,9539.0,0.0,16.666666666666664,16.666666666666664
NC_004431.1,SAGE-GI-P,5231428,10,669400,26.0,100.0,72.68933262489342,84.18508719677008,89.56159625200274,0.7885602009179911,235307,0,523243,88409,17,42693.5,0.13221008403361345,-53249.0,32928.0,2.941176470588235,5.88235294117647,14.705882352941178
NC_004431.1,Emb-only-P,5231428,11,711000,15.7,100.0,73.56479136032819,84.76925623423753,89.89620512917391,0.7951388535187696,238141,0,523243,85575,17,34800.0,0.13221008403361345,-36672.0,32928.0,2.941176470588235,5.88235294117647,11.76470588235294
NC_004431.1,SAGE-GI-R,5231428,45,1834900,19.5,68.93608251895398,98.16783847570092,80.99518160420338,82.39218191199338,0.6907883141080762,317785,143200,380043,5931,22,39703.5,0.1117965833180119,-39703.5,44945.0,4.545454545454546,4.545454545454546,6.8181818181818175
NC_004431.1,Emb-only-R,5231428,41,1801800,11.1,70.77905010557302,99.82391973211087,82.8290647363996,84.18105244763913,0.7245656586766899,323146,133410,389833,570,22,42706.5,0.11393425274733833,-51489.5,38313.0,2.272727272727273,2.272727272727273,4.545454545454546
NC_004459.2,SAGE-GI-P,3281944,6,326000,13.9,30.705025750310778,22.23222322232223,25.790572792362767,58.793077947049255,-0.017734123041975806,12103,27314,87272,42336,1,7448.5,0.44825925925925925,-14644.0,253.0,50.0,50.0,50.0
NC_004459.2,Emb-only-P,3281944,6,326000,8.9,30.705025750310778,22.23222322232223,25.790572792362767,58.793077947049255,-0.017734123041975806,12103,27314,87272,42336,1,7448.5,0.44825925925925925,-14644.0,253.0,50.0,50.0,50.0
NC_004459.2,SAGE-GI-R,3281944,34,1128900,13.0,51.96098082448053,100.0,68.38726697150898,70.22333974264163,0.539796089385113,54439,50330,64256,0,2,10653.0,0.4340966386554622,-32498.5,5182.0,0.0,0.0,25.0
NC_004459.2,Emb-only-R,3281944,37,1134500,20.0,48.50879928714636,100.0,65.32784524552393,65.8121579647981,0.4903640809323543,54439,57786,56800,0,2,4232.0,0.5767855059784194,-13448.5,3632.0,0.0,0.0,75.0
NC_004603.1,SAGE-GI-P,3288558,7,269000,16.3,73.0915385074508,30.220620897290363,42.7611171571737,62.07419118497667,0.2575747538113777,36738,13525,124239,84828,3,4162.5,0.6312782354504385,2578.0,5747.0,33.33333333333333,33.33333333333333,50.0
NC_004603.1,Emb-only-P,3288558,7,233000,12.2,73.0915385074508,30.220620897290363,42.7611171571737,62.07419118497667,0.2575747538113777,36738,13525,124239,84828,3,4162.5,0.6312782354504385,2578.0,5747.0,33.33333333333333,33.33333333333333,50.0
NC_004603.1,SAGE-GI-R,3288558,40,1124600,12.6,59.24648029469647,77.26420216178866,67.06628299690827,64.42833455442873,0.31086982285156434,93927,64609,73155,27639,7,7638.5,0.4994362017804154,-3681.0,7443.0,7.142857142857142,7.142857142857142,28.57142857142857
NC_004603.1,Emb-only-R,3288558,41,1141300,12.4,54.21523430756344,69.74894296102528,61.008839305950794,58.207303435776815,0.1812634012894003,84791,71606,66158,36775,6,7020.0,0.38899484360459397,-2720.0,7020.0,0.0,16.666666666666664,25.0
NC_004578.1,SAGE-GI-P,6397126,12,642000,29.8,86.47975607139024,47.60933131177884,61.41056575020636,71.89186314196286,0.46748116387728256,193431,30241,428338,212857,12,21633.5,0.20288486658701713,-32918.5,21633.5,4.166666666666666,12.5,16.666666666666664
NC_004578.1,Emb-only-P,6397126,13,738000,18.8,88.30094664804578,56.17936045366834,68.66943751231612,75.91780007793105,0.5406042358238733,228250,30241,428338,178038,14,24364.0,0.2269945218805426,-22495.0,27431.5,7.142857142857142,14.285714285714285,17.857142857142858
NC_004578.1,SAGE-GI-R,6397126,69,2249000,26.8,68.81503608748748,92.64881069586106,78.97286455776403,76.82302596815464,0.5740046369500545,376421,170583,287996,29867,28,13492.0,0.20903773755189398,-12483.5,14171.5,5.357142857142857,7.142857142857142,21.428571428571427
NC_004578.1,Emb-only-R,6397126,67,2272900,17.5,70.2114923065734,92.66825503091403,79.89178005888438,78.08622597462963,0.5946815334491148,376500,159737,298842,29788,28,13151.5,0.1959090638403178,-12082.5,18206.0,3.571428571428571,7.142857142857142,21.428571428571427
NC_004606.1,SAGE-GI-P,1894275,6,245000,12.4,43.5905540253759,84.0611258652967,57.41046340484367,81.56100951976364,0.5125156851691552,19308,24986,107406,3661,2,19774.0,0.1896561372209752,-29315.5,7200.0,0.0,0.0,25.0
NC_004606.1,Emb-only-P,1894275,5,212000,9.4,0.0,0.0,0.0,61.96664542581472,-0.22924572120430087,0,36120,96272,22969,0,,,,,,,
NC_004606.1,SAGE-GI-R,1894275,21,681100,10.9,24.41947901819284,94.7276764334538,38.82930311412511,55.8743828888846,0.31478679647727636,21758,67343,65049,1211,2,16624.0,0.23925396402897586,-24815.5,8250.0,0.0,25.0,25.0
NC_004606.1,Emb-only-R,1894275,21,691200,9.4,24.883879781420763,95.16304584439898,39.45166908825096,56.81477333436319,0.3245421679460083,21858,65982,66410,1111,2,16624.0,0.23866441156499174,-25215.5,8300.0,0.0,25.0,25.0
NC_004631.1,SAGE-GI-P,4791961,12,498000,16.7,84.9342698009665,95.80215262379896,90.04146224981547,94.8110339757094,0.868368735624019,165914,29430,504656,7270,11,14620.5,0.2305,-16250.0,8282.0,9.090909090909092,13.636363636363635,18.181818181818183
NC_004631.1,Emb-only-P,4791961,10,510000,12.4,80.49698498403815,94.34820768662232,86.87394993726207,93.01879056088906,0.8263982083832248,163396,39588,494498,9788,10,19741.5,0.1781726618705036,-19741.5,33483.0,10.0,15.0,20.0
NC_004631.1,SAGE-GI-R,4791961,56,1711700,16.2,54.872264450450395,100.0,70.86131870694787,79.86214599799229,0.6343424729955437,173184,142429,391657,0,11,27608.0,0.16338588074023302,-30883.0,24042.0,0.0,0.0,4.545454545454546
NC_004631.1,Emb-only-R,4791961,53,1684700,19.1,54.38512749654566,100.0,70.45384277415259,79.4624400865299,0.6292371584732752,173184,145256,388830,0,11,22020.5,0.17695592286501377,-26133.0,15265.0,0.0,0.0,4.545454545454546
NC_004722.1,SAGE-GI-P,5411809,13,498600,22.2,29.484826990686486,67.13774095010709,40.9747891956757,83.85430481044415,0.37020605712095594,38243,91461,533988,18719,3,26529.0,0.1761290322580645,-29146.0,24705.0,0.0,0.0,0.0
NC_004722.1,Emb-only-P,5411809,9,411000,19.0,27.985770478444156,62.701450089533374,38.698912148398556,83.41879014259736,0.3405390032435185,35716,91906,533543,21246,3,26925.5,0.1761290322580645,-29146.0,24705.0,0.0,0.0,16.666666666666664
