accession,method,start,end
AC_000091.1,SAGE-GI-R,156851,167050
AC_000091.1,SAGE-GI-R,218551,249550
AC_000091.1,SAGE-GI-R,260651,352850
AC_000091.1,SAGE-GI-R,369051,395050
AC_000091.1,SAGE-GI-R,440451,461650
AC_000091.1,SAGE-GI-R,517151,547150
AC_000091.1,SAGE-GI-R,557151,590750
AC_000091.1,SAGE-GI-R,722551,744050
AC_000091.1,SAGE-GI-R,760051,786450
AC_000091.1,SAGE-GI-R,935951,989850
AC_000091.1,SAGE-GI-R,1087651,1108950
AC_000091.1,SAGE-GI-R,1191851,1229950
AC_000091.1,SAGE-GI-R,1288451,1302350
AC_000091.1,SAGE-GI-R,1401051,1440550
AC_000091.1,SAGE-GI-R,1456951,1482750
AC_000091.1,SAGE-GI-R,1524851,1548550
AC_000091.1,SAGE-GI-R,1572351,1603650
AC_000091.1,SAGE-GI-R,1624951,1659550
AC_000091.1,SAGE-GI-R,1796751,1813950
AC_000091.1,SAGE-GI-R,1905451,1917950
AC_000091.1,SAGE-GI-R,2022251,2131050
AC_000091.1,SAGE-GI-R,2186851,2209650
AC_000091.1,SAGE-GI-R,2285451,2302550
AC_000091.1,SAGE-GI-R,2386651,2410450
AC_000091.1,SAGE-GI-R,2466851,2501850
AC_000091.1,SAGE-GI-R,2515551,2537950
AC_000091.1,SAGE-GI-R,2634751,2643550
AC_000091.1,SAGE-GI-R,2720951,2733950
AC_000091.1,SAGE-GI-R,2747351,2800750
AC_000091.1,SAGE-GI-R,2845251,2857750
AC_000091.1,SAGE-GI-R,2868951,2887250
AC_000091.1,SAGE-GI-R,2898451,2909350
AC_000091.1,SAGE-GI-R,2980051,3006950
AC_000091.1,SAGE-GI-R,3183351,3198350
AC_000091.1,SAGE-GI-R,3260851,3273350
AC_000091.1,SAGE-GI-R,3305051,3322950
AC_000091.1,SAGE-GI-R,3419151,3433150
AC_000091.1,SAGE-GI-R,3444951,3474350
AC_000091.1,SAGE-GI-R,3579151,3605250
AC_000091.1,SAGE-GI-R,3684251,3728650
AC_000091.1,SAGE-GI-R,3746451,3757550
AC_000091.1,SAGE-GI-R,3786551,3796950
AC_000091.1,SAGE-GI-R,3830351,3847650
AC_000091.1,SAGE-GI-R,3866651,3882150
AC_000091.1,SAGE-GI-R,3976151,3991550
AC_000091.1,SAGE-GI-R,4001451,4053050
AC_000091.1,SAGE-GI-R,4162551,4222450
AC_000091.1,SAGE-GI-R,4280251,4293750
AC_000091.1,SAGE-GI-R,4306651,4334550
AC_000091.1,SAGE-GI-R,4348751,4375350
AC_000091.1,SAGE-GI-R,4395151,4417550
AC_000091.1,SAGE-GI-R,4476051,4488750
AC_000091.1,SAGE-GI-R,4498551,4551350
AC_000091.1,SAGE-GI-R,4565551,4589350
AC_000091.1,Emb-only-R,116151,132550
AC_000091.1,Emb-only-R,218251,248150
AC_000091.1,Emb-only-R,260851,354050
AC_000091.1,Emb-only-R,445051,460950
AC_000091.1,Emb-only-R,516451,535550
AC_000091.1,Emb-only-R,564451,591450
AC_000091.1,Emb-only-R,656851,671950
AC_000091.1,Emb-only-R,720951,743950
AC_000091.1,Emb-only-R,762851,787750
AC_000091.1,Emb-only-R,870451,890450
AC_000091.1,Emb-only-R,949251,989350
AC_000091.1,Emb-only-R,1098051,1111150
AC_000091.1,Emb-only-R,1132951,1150550
AC_000091.1,Emb-only-R,1189451,1230250
AC_000091.1,Emb-only-R,1289251,1305750
AC_000091.1,Emb-only-R,1398251,1441250
AC_000091.1,Emb-only-R,1459351,1477050
AC_000091.1,Emb-only-R,1526551,1549950
AC_000091.1,Emb-only-R,1565251,1603350
AC_000091.1,Emb-only-R,1623751,1655850
AC_000091.1,Emb-only-R,1796551,1811650
AC_000091.1,Emb-only-R,1907151,1916750
AC_000091.1,Emb-only-R,2024851,2087050
AC_000091.1,Emb-only-R,2095251,2116150
AC_000091.1,Emb-only-R,2190351,2212550
AC_000091.1,Emb-only-R,2389651,2407150
AC_000091.1,Emb-only-R,2428851,2439750
AC_000091.1,Emb-only-R,2467351,2503350
AC_000091.1,Emb-only-R,2515751,2538950
AC_000091.1,Emb-only-R,2638751,2659050
AC_000091.1,Emb-only-R,2719851,2733950
AC_000091.1,Emb-only-R,2747351,2799650
AC_000091.1,Emb-only-R,2869951,2904750
AC_000091.1,Emb-only-R,2979551,3005850
AC_000091.1,Emb-only-R,3065251,3083850
AC_000091.1,Emb-only-R,3180651,3196550
AC_000091.1,Emb-only-R,3259451,3268250
AC_000091.1,Emb-only-R,3304551,3322650
AC_000091.1,Emb-only-R,3419151,3474650
AC_000091.1,Emb-only-R,3588851,3605150
AC_000091.1,Emb-only-R,3683051,3731850
AC_000091.1,Emb-only-R,3746251,3759650
AC_000091.1,Emb-only-R,3828951,3852250
AC_000091.1,Emb-only-R,3860251,3882450
AC_000091.1,Emb-only-R,3981051,4063250
AC_000091.1,Emb-only-R,4114851,4123850
AC_000091.1,Emb-only-R,4161951,4226550
AC_000091.1,Emb-only-R,4275551,4290550
AC_000091.1,Emb-only-R,4306051,4336450
AC_000091.1,Emb-only-R,4345951,4376650
AC_000091.1,Emb-only-R,4396951,4416350
AC_000091.1,Emb-only-R,4439651,4459850
AC_000091.1,Emb-only-R,4471551,4490150
AC_000091.1,Emb-only-R,4500951,4551350
AC_000091.1,Emb-only-R,4565551,4588650
NC_000913.2,SAGE-GI-P,262001,324000
NC_000913.2,SAGE-GI-P,565001,586000
NC_000913.2,SAGE-GI-P,1192001,1219000
NC_000913.2,SAGE-GI-P,1409001,1434000
NC_000913.2,SAGE-GI-P,1575001,1598000
NC_000913.2,SAGE-GI-P,2057001,2098000
NC_000913.2,SAGE-GI-P,2459001,2495000
NC_000913.2,SAGE-GI-P,2753001,2798000
NC_000913.2,SAGE-GI-P,3429001,3479000
NC_000913.2,SAGE-GI-P,4165001,4205000
NC_000913.2,SAGE-GI-P,4500001,4543000
NC_000913.2,Emb-only-P,262001,324000
NC_000913.2,Emb-only-P,1192001,1219000
NC_000913.2,Emb-only-P,1409001,1434000
NC_000913.2,Emb-only-P,1629001,1648000
NC_000913.2,Emb-only-P,2459001,2495000
NC_000913.2,Emb-only-P,2729001,2798000
NC_000913.2,Emb-only-P,3429001,3479000
NC_000913.2,Emb-only-P,3913001,3939000
NC_000913.2,Emb-only-P,4165001,4204000
NC_000913.2,Emb-only-P,4494001,4543000
NC_000913.2,SAGE-GI-R,86451,103550
NC_000913.2,SAGE-GI-R,119951,133850
NC_000913.2,SAGE-GI-R,156351,167350
NC_000913.2,SAGE-GI-R,219651,249050
NC_000913.2,SAGE-GI-R,260351,353950
NC_000913.2,SAGE-GI-R,369351,395050
NC_000913.2,SAGE-GI-R,438951,462650
NC_000913.2,SAGE-GI-R,516651,547350
NC_000913.2,SAGE-GI-R,556851,590750
NC_000913.2,SAGE-GI-R,619551,634150
NC_000913.2,SAGE-GI-R,723351,742850
NC_000913.2,SAGE-GI-R,762851,785550
NC_000913.2,SAGE-GI-R,928251,988750
NC_000913.2,SAGE-GI-R,1084651,1105850
NC_000913.2,SAGE-GI-R,1134851,1148150
NC_000913.2,SAGE-GI-R,1192751,1227350
NC_000913.2,SAGE-GI-R,1395251,1440850
NC_000913.2,SAGE-GI-R,1452951,1482250
NC_000913.2,SAGE-GI-R,1518551,1547050
NC_000913.2,SAGE-GI-R,1566451,1599950
NC_000913.2,SAGE-GI-R,1624051,1661350
NC_000913.2,SAGE-GI-R,1796151,1804550
NC_000913.2,SAGE-GI-R,1852351,1874950
NC_000913.2,SAGE-GI-R,2017951,2082450
NC_000913.2,SAGE-GI-R,2093351,2121950
NC_000913.2,SAGE-GI-R,2150151,2164950
NC_000913.2,SAGE-GI-R,2182551,2206650
NC_000913.2,SAGE-GI-R,2281651,2299250
NC_000913.2,SAGE-GI-R,2313251,2322650
NC_000913.2,SAGE-GI-R,2380451,2401150
NC_000913.2,SAGE-GI-R,2460051,2493250
NC_000913.2,SAGE-GI-R,2507851,2528350
NC_000913.2,SAGE-GI-R,2553651,2571750
NC_000913.2,SAGE-GI-R,2597851,2611950
NC_000913.2,SAGE-GI-R,2636051,2648850
NC_000913.2,SAGE-GI-R,2719051,2733050
NC_000913.2,SAGE-GI-R,2748451,2797050
NC_000913.2,SAGE-GI-R,2871751,2886750
NC_000913.2,SAGE-GI-R,2980951,3002650
NC_000913.2,SAGE-GI-R,3182951,3197050
NC_000913.2,SAGE-GI-R,3302351,3319850
NC_000913.2,SAGE-GI-R,3355451,3368150
NC_000913.2,SAGE-GI-R,3417351,3477050
NC_000913.2,SAGE-GI-R,3574851,3664750
NC_000913.2,SAGE-GI-R,3756651,3773250
NC_000913.2,SAGE-GI-R,3789151,3815150
NC_000913.2,SAGE-GI-R,3839751,3854050
NC_000913.2,SAGE-GI-R,3905151,3950850
NC_000913.2,SAGE-GI-R,3969151,3983950
NC_000913.2,SAGE-GI-R,4029851,4045050
NC_000913.2,SAGE-GI-R,4092951,4104050
NC_000913.2,SAGE-GI-R,4160251,4217250
NC_000913.2,SAGE-GI-R,4245351,4273050
NC_000913.2,SAGE-GI-R,4306051,4327850
NC_000913.2,SAGE-GI-R,4349951,4369550
NC_000913.2,SAGE-GI-R,4388251,4408850
NC_000913.2,SAGE-GI-R,4468851,4549850
NC_000913.2,SAGE-GI-R,4559051,4584150
NC_000913.2,Emb-only-R,116751,133050
NC_000913.2,Emb-only-R,219851,248050
NC_000913.2,Emb-only-R,260651,353950
NC_000913.2,Emb-only-R,384051,393250
NC_000913.2,Emb-only-R,444151,462150
NC_000913.2,Emb-only-R,516251,535250
NC_000913.2,Emb-only-R,564151,591950
NC_000913.2,Emb-only-R,680951,690950
NC_000913.2,Emb-only-R,720551,742850
NC_000913.2,Emb-only-R,772551,787150
NC_000913.2,Emb-only-R,945151,970450
NC_000913.2,Emb-only-R,1192751,1225250
NC_000913.2,Emb-only-R,1396051,1443450
NC_000913.2,Emb-only-R,1450451,1477750
NC_000913.2,Emb-only-R,1514051,1547350
NC_000913.2,Emb-only-R,1566151,1599650
NC_000913.2,Emb-only-R,1621051,1668550
NC_000913.2,Emb-only-R,1792451,1803250
NC_000913.2,Emb-only-R,1853151,1880450
NC_000913.2,Emb-only-R,2023651,2080250
NC_000913.2,Emb-only-R,2094951,2112450
NC_000913.2,Emb-only-R,2186651,2207250
NC_000913.2,Emb-only-R,2312051,2324050
NC_000913.2,Emb-only-R,2380451,2400850
NC_000913.2,Emb-only-R,2459851,2495750
NC_000913.2,Emb-only-R,2507851,2533750
NC_000913.2,Emb-only-R,2553151,2570250
NC_000913.2,Emb-only-R,2637451,2658550
NC_000913.2,Emb-only-R,2718551,2734450
NC_000913.2,Emb-only-R,2748051,2798250
NC_000913.2,Emb-only-R,2871251,2886350
NC_000913.2,Emb-only-R,2981051,3007750
NC_000913.2,Emb-only-R,3061451,3088250
NC_000913.2,Emb-only-R,3183051,3196550
NC_000913.2,Emb-only-R,3298651,3322550
NC_000913.2,Emb-only-R,3353851,3367650
NC_000913.2,Emb-only-R,3417951,3477850
NC_000913.2,Emb-only-R,3574451,3668250
NC_000913.2,Emb-only-R,3757751,3777950
NC_000913.2,Emb-only-R,3784051,3818750
NC_000913.2,Emb-only-R,3904751,3950150
NC_000913.2,Emb-only-R,4030151,4044650
NC_000913.2,Emb-only-R,4053151,4068550
NC_000913.2,Emb-only-R,4089551,4103650
NC_000913.2,Emb-only-R,4160051,4221350
NC_000913.2,Emb-only-R,4250751,4265950
NC_000913.2,Emb-only-R,4304651,4327850
NC_000913.2,Emb-only-R,4346551,4372850
NC_000913.2,Emb-only-R,4387351,4408250
NC_000913.2,Emb-only-R,4468451,4549450
NC_000913.2,Emb-only-R,4561351,4583450
NC_002516.2,SAGE-GI-P,668001,728000
NC_002516.2,SAGE-GI-P,763001,784000
NC_002516.2,SAGE-GI-P,1025001,1077000
NC_002516.2,SAGE-GI-P,1479001,1514000
NC_002516.2,SAGE-GI-P,2649001,2692000
NC_002516.2,SAGE-GI-P,2756001,2786000
NC_002516.2,SAGE-GI-P,3087001,3099000
NC_002516.2,SAGE-GI-P,3527001,3550000
NC_002516.2,SAGE-GI-P,4721001,4795000
NC_002516.2,Emb-only-P,679001,746000
NC_002516.2,Emb-only-P,763001,784000
NC_002516.2,Emb-only-P,1058001,1077000
NC_002516.2,Emb-only-P,1479001,1514000
NC_002516.2,Emb-only-P,2756001,2786000
NC_002516.2,Emb-only-P,3079751,3093950
NC_002516.2,Emb-only-P,3527001,3550000
NC_002516.2,Emb-only-P,4753001,4795000
NC_002516.2,SAGE-GI-R,42251,65550
NC_002516.2,SAGE-GI-R,73851,97950
NC_002516.2,SAGE-GI-R,107751,135750
NC_002516.2,SAGE-GI-R,148651,165650
NC_002516.2,SAGE-GI-R,219851,232450
NC_002516.2,SAGE-GI-R,289051,307250
NC_002516.2,SAGE-GI-R,329751,345250
NC_002516.2,SAGE-GI-R,449651,486350
NC_002516.2,SAGE-GI-R,555351,566650
NC_002516.2,SAGE-GI-R,624451,732150
NC_002516.2,SAGE-GI-R,744351,767050
NC_002516.2,SAGE-GI-R,778451,801850
NC_002516.2,SAGE-GI-R,890751,912250
NC_002516.2,SAGE-GI-R,961851,974550
NC_002516.2,SAGE-GI-R,1019951,1126450
NC_002516.2,SAGE-GI-R,1132751,1195850
NC_002516.2,SAGE-GI-R,1238151,1258950
NC_002516.2,SAGE-GI-R,1314951,1395450
NC_002516.2,SAGE-GI-R,1425251,1435550
NC_002516.2,SAGE-GI-R,1450851,1522250
NC_002516.2,SAGE-GI-R,1563551,1595550
NC_002516.2,SAGE-GI-R,1632551,1737050
NC_002516.2,SAGE-GI-R,1776151,1812850
NC_002516.2,SAGE-GI-R,1836651,1870250
NC_002516.2,SAGE-GI-R,1941951,1970750
NC_002516.2,SAGE-GI-R,2027051,2047250
NC_002516.2,SAGE-GI-R,2061551,2100050
NC_002516.2,SAGE-GI-R,2107551,2135650
NC_002516.2,SAGE-GI-R,2153151,2167350
NC_002516.2,SAGE-GI-R,2222051,2239650
NC_002516.2,SAGE-GI-R,2298651,2320250
NC_002516.2,SAGE-GI-R,2436451,2468250
NC_002516.2,SAGE-GI-R,2545051,2567250
NC_002516.2,SAGE-GI-R,2617451,2632750
NC_002516.2,SAGE-GI-R,2650851,2696950
NC_002516.2,SAGE-GI-R,2705951,2726450
NC_002516.2,SAGE-GI-R,2754451,2782450
NC_002516.2,SAGE-GI-R,2899951,2926850
NC_002516.2,SAGE-GI-R,2967951,2999550
NC_002516.2,SAGE-GI-R,3016351,3047150
NC_002516.2,SAGE-GI-R,3073251,3105950
NC_002516.2,SAGE-GI-R,3197951,3212150
NC_002516.2,SAGE-GI-R,3317451,3367150
NC_002516.2,SAGE-GI-R,3425251,3458050
NC_002516.2,SAGE-GI-R,3521451,3560050
NC_002516.2,SAGE-GI-R,3676551,3690850
NC_002516.2,SAGE-GI-R,3728951,3757350
NC_002516.2,SAGE-GI-R,3930751,3942050
NC_002516.2,SAGE-GI-R,3964351,3989450
NC_002516.2,SAGE-GI-R,4172351,4185250
NC_002516.2,SAGE-GI-R,4214451,4233350
NC_002516.2,SAGE-GI-R,4290051,4302150
NC_002516.2,SAGE-GI-R,4321751,4338650
NC_002516.2,SAGE-GI-R,4410851,4428050
NC_002516.2,SAGE-GI-R,4468951,4487250
NC_002516.2,SAGE-GI-R,4556551,4584450
NC_002516.2,SAGE-GI-R,4702851,4809250
NC_002516.2,SAGE-GI-R,4936251,4974850
NC_002516.2,SAGE-GI-R,5062351,5109150
NC_002516.2,SAGE-GI-R,5182851,5194450
NC_002516.2,SAGE-GI-R,5259351,5275450
NC_002516.2,SAGE-GI-R,5314251,5349050
NC_002516.2,SAGE-GI-R,5385551,5395650
NC_002516.2,SAGE-GI-R,5445951,5465250
NC_002516.2,SAGE-GI-R,5497851,5514350
NC_002516.2,SAGE-GI-R,5540351,5552850
NC_002516.2,SAGE-GI-R,5642451,5655150
NC_002516.2,SAGE-GI-R,5671351,5704850
NC_002516.2,SAGE-GI-R,5720751,5736550
NC_002516.2,SAGE-GI-R,5758051,5769950
NC_002516.2,SAGE-GI-R,5908151,5935350
NC_002516.2,SAGE-GI-R,6035851,6049350
NC_002516.2,SAGE-GI-R,6144551,6162550
NC_002516.2,SAGE-GI-R,6246651,6259450
NC_002516.2,Emb-only-R,43051,99850
NC_002516.2,Emb-only-R,107051,133750
NC_002516.2,Emb-only-R,147451,169350
NC_002516.2,Emb-only-R,219451,230350
NC_002516.2,Emb-only-R,251251,259750
NC_002516.2,Emb-only-R,288351,310250
NC_002516.2,Emb-only-R,329851,345750
NC_002516.2,Emb-only-R,451651,463750
NC_002516.2,Emb-only-R,617451,732450
NC_002516.2,Emb-only-R,743851,764950
NC_002516.2,Emb-only-R,780851,801550
NC_002516.2,Emb-only-R,887951,912050
NC_002516.2,Emb-only-R,960951,974650
NC_002516.2,Emb-only-R,1020451,1111950
NC_002516.2,Emb-only-R,1137251,1194050
NC_002516.2,Emb-only-R,1236551,1257650
NC_002516.2,Emb-only-R,1312651,1389450
NC_002516.2,Emb-only-R,1451851,1465950
NC_002516.2,Emb-only-R,1473751,1519950
NC_002516.2,Emb-only-R,1580751,1599750
NC_002516.2,Emb-only-R,1630851,1652850
NC_002516.2,Emb-only-R,1679751,1707950
NC_002516.2,Emb-only-R,1718451,1757050
NC_002516.2,Emb-only-R,1773951,1794450
NC_002516.2,Emb-only-R,1849451,1878150
NC_002516.2,Emb-only-R,1945951,1960350
NC_002516.2,Emb-only-R,2005651,2047350
NC_002516.2,Emb-only-R,2088751,2132950
NC_002516.2,Emb-only-R,2154051,2174850
NC_002516.2,Emb-only-R,2221651,2239350
NC_002516.2,Emb-only-R,2270551,2283050
NC_002516.2,Emb-only-R,2305851,2318950
NC_002516.2,Emb-only-R,2438051,2458750
NC_002516.2,Emb-only-R,2553251,2564450
NC_002516.2,Emb-only-R,2616951,2632050
NC_002516.2,Emb-only-R,2650951,2684850
NC_002516.2,Emb-only-R,2754451,2783250
NC_002516.2,Emb-only-R,2877451,2928750
NC_002516.2,Emb-only-R,2977751,2998950
NC_002516.2,Emb-only-R,3015951,3043750
NC_002516.2,Emb-only-R,3055851,3112750
NC_002516.2,Emb-only-R,3119151,3129250
NC_002516.2,Emb-only-R,3192651,3209450
NC_002516.2,Emb-only-R,3312351,3360450
NC_002516.2,Emb-only-R,3523851,3560450
NC_002516.2,Emb-only-R,3673451,3691850
NC_002516.2,Emb-only-R,3728551,3753350
NC_002516.2,Emb-only-R,3929851,3942450
NC_002516.2,Emb-only-R,3957651,3986050
NC_002516.2,Emb-only-R,4266151,4307850
NC_002516.2,Emb-only-R,4315751,4338250
NC_002516.2,Emb-only-R,4368551,4379050
NC_002516.2,Emb-only-R,4408351,4428850
NC_002516.2,Emb-only-R,4463551,4482850
NC_002516.2,Emb-only-R,4555751,4586850
NC_002516.2,Emb-only-R,4705451,4718150
NC_002516.2,Emb-only-R,4749551,4802550
NC_002516.2,Emb-only-R,4935551,4985450
NC_002516.2,Emb-only-R,5027051,5041650
NC_002516.2,Emb-only-R,5072151,5094650
NC_002516.2,Emb-only-R,5183651,5194050
NC_002516.2,Emb-only-R,5213651,5223950
NC_002516.2,Emb-only-R,5259151,5277650
NC_002516.2,Emb-only-R,5314751,5345250
NC_002516.2,Emb-only-R,5444851,5466150
NC_002516.2,Emb-only-R,5486451,5513050
NC_002516.2,Emb-only-R,5539551,5552450
NC_002516.2,Emb-only-R,5669851,5678250
NC_002516.2,Emb-only-R,5684251,5706650
NC_002516.2,Emb-only-R,5720451,5736050
NC_002516.2,Emb-only-R,5760751,5779950
NC_002516.2,Emb-only-R,5909951,5937650
NC_002516.2,Emb-only-R,6003051,6015050
NC_002516.2,Emb-only-R,6034251,6049150
NC_002516.2,Emb-only-R,6149751,6163550
NC_002516.2,Emb-only-R,6246451,6259450
NC_002655.2,SAGE-GI-P,227001,290000
NC_002655.2,SAGE-GI-P,579001,624000
NC_002655.2,SAGE-GI-P,904001,932000
NC_002655.2,SAGE-GI-P,1094001,1151000
NC_002655.2,SAGE-GI-P,1274001,1298000
NC_002655.2,SAGE-GI-P,1344001,1394000
NC_002655.2,SAGE-GI-P,1499001,1554000
NC_002655.2,SAGE-GI-P,1628001,1672000
NC_002655.2,SAGE-GI-P,1725001,1760000
NC_002655.2,SAGE-GI-P,1906001,1930000
NC_002655.2,SAGE-GI-P,2115001,2148000
NC_002655.2,SAGE-GI-P,2274001,2307000
NC_002655.2,SAGE-GI-P,2741001,2780000
NC_002655.2,SAGE-GI-P,2968001,3014000
NC_002655.2,SAGE-GI-P,3546001,3586000
NC_002655.2,SAGE-GI-P,3776001,3805000
NC_002655.2,SAGE-GI-P,4655001,4693000
NC_002655.2,Emb-only-P,233001,290000
NC_002655.2,Emb-only-P,904001,932000
NC_002655.2,Emb-only-P,1087001,1151000
NC_002655.2,Emb-only-P,1255001,1298000
NC_002655.2,Emb-only-P,1344001,1394000
NC_002655.2,Emb-only-P,1485001,1554000
NC_002655.2,Emb-only-P,1628001,1672000
NC_002655.2,Emb-only-P,1725001,1760000
NC_002655.2,Emb-only-P,1906001,1930000
NC_002655.2,Emb-only-P,2115001,2148000
NC_002655.2,Emb-only-P,2274001,2307000
NC_002655.2,Emb-only-P,2741001,2780000
NC_002655.2,Emb-only-P,2968001,3014000
NC_002655.2,Emb-only-P,3545001,3586000
NC_002655.2,Emb-only-P,3776001,3805000
NC_002655.2,Emb-only-P,4655001,4693000
NC_002655.2,SAGE-GI-R,16051,28750
NC_002655.2,SAGE-GI-R,125951,136550
NC_002655.2,SAGE-GI-R,223151,285050
NC_002655.2,SAGE-GI-R,300851,383550
NC_002655.2,SAGE-GI-R,505551,524950
NC_002655.2,SAGE-GI-R,578551,625350
NC_002655.2,SAGE-GI-R,660451,678550
NC_002655.2,SAGE-GI-R,803151,820450
NC_002655.2,SAGE-GI-R,853351,869550
NC_002655.2,SAGE-GI-R,892251,933550
NC_002655.2,SAGE-GI-R,1057351,1152550
NC_002655.2,SAGE-GI-R,1184951,1195550
NC_002655.2,SAGE-GI-R,1248751,1302350
NC_002655.2,SAGE-GI-R,1330251,1396350
NC_002655.2,SAGE-GI-R,1411151,1543250
NC_002655.2,SAGE-GI-R,1627751,1758250
NC_002655.2,SAGE-GI-R,1846251,1933150
NC_002655.2,SAGE-GI-R,1964651,1992250
NC_002655.2,SAGE-GI-R,2025351,2048050
NC_002655.2,SAGE-GI-R,2093451,2168750
NC_002655.2,SAGE-GI-R,2270351,2333550
NC_002655.2,SAGE-GI-R,2665451,2690150
NC_002655.2,SAGE-GI-R,2715951,2823050
NC_002655.2,SAGE-GI-R,2842251,2868350
NC_002655.2,SAGE-GI-R,2932851,2952850
NC_002655.2,SAGE-GI-R,2962951,3017050
NC_002655.2,SAGE-GI-R,3089551,3104250
NC_002655.2,SAGE-GI-R,3184151,3198050
NC_002655.2,SAGE-GI-R,3258951,3292650
NC_002655.2,SAGE-GI-R,3307751,3322950
NC_002655.2,SAGE-GI-R,3389751,3400150
NC_002655.2,SAGE-GI-R,3512951,3524350
NC_002655.2,SAGE-GI-R,3542451,3585350
NC_002655.2,SAGE-GI-R,3772651,3809350
NC_002655.2,SAGE-GI-R,3916351,3944850
NC_002655.2,SAGE-GI-R,4069751,4079750
NC_002655.2,SAGE-GI-R,4115751,4129250
NC_002655.2,SAGE-GI-R,4219951,4265250
NC_002655.2,SAGE-GI-R,4395451,4442750
NC_002655.2,SAGE-GI-R,4568951,4596750
NC_002655.2,SAGE-GI-R,4609051,4622850
NC_002655.2,SAGE-GI-R,4649951,4716050
NC_002655.2,SAGE-GI-R,4745051,4788450
NC_002655.2,SAGE-GI-R,4799051,4818250
NC_002655.2,SAGE-GI-R,4896651,4909350
NC_002655.2,SAGE-GI-R,4993951,5004950
NC_002655.2,SAGE-GI-R,5039751,5095550
NC_002655.2,SAGE-GI-R,5195251,5211450
NC_002655.2,SAGE-GI-R,5236451,5257550
NC_002655.2,SAGE-GI-R,5273651,5290650
NC_002655.2,SAGE-GI-R,5373951,5403050
NC_002655.2,SAGE-GI-R,5460051,5481850
NC_002655.2,Emb-only-R,15851,29650
NC_002655.2,Emb-only-R,125651,136450
